case_id,mutation_operator,changed_transition_id,localized,transition_count,rank_of_target,reciprocal_rank,top1_hit,top3_hit,top5_hit,top_ranked_transition
case_000442,wrong_initial_state,,True,30,,0.0,False,False,False,t485_1
case_000443,duplicate_transition,t486_7,False,0,,0.0,False,False,False,
case_000444,dead_state_intro,,False,0,,0.0,False,False,False,
case_000445,guard_flip,t488_4,True,10,5,0.2,False,False,True,t488_3
case_000446,guard_weaken,t489_25,True,30,19,0.052632,False,False,False,t489_17
case_000447,guard_strengthen,t490_2,True,80,12,0.083333,False,False,False,t490_1
case_000448,action_corruption,t491_208,False,0,,0.0,False,False,False,
case_000449,timeout_corruption,t492_9,False,0,,0.0,False,False,False,
case_000450,delay_corruption,t493_19,False,0,,0.0,False,False,False,
case_000451,nondeterminism_intro,t494_5,False,0,,0.0,False,False,False,
case_000452,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000454,guard_inter_class,t497_9,False,0,,0.0,False,False,False,
case_000455,action_full_mutation,,False,0,,0.0,False,False,False,
case_000457,missing_transition,t500_7,True,9,,0.0,False,False,False,t500_2
case_000458,wrong_target,t501_23,True,30,1,1.0,True,True,True,t501_23
case_000459,wrong_source,t502_8,True,80,78,0.012821,False,False,False,t502_5
case_000460,wrong_event,t503_225,True,253,143,0.006993,False,False,False,t503_65
case_000461,wrong_initial_state,,True,10,,0.0,False,False,False,t504_2
case_000462,duplicate_transition,t505_15,False,0,,0.0,False,False,False,
case_000463,dead_state_intro,,False,0,,0.0,False,False,False,
case_000464,guard_flip,t507_95,True,252,248,0.004032,False,False,False,t507_16
case_000465,guard_weaken,t508_7,True,11,9,0.111111,False,False,False,t508_2
case_000466,guard_strengthen,t509_5,True,31,27,0.037037,False,False,False,t509_2
case_000467,action_corruption,t510_25,False,0,,0.0,False,False,False,
case_000468,timeout_corruption,t511_110,False,0,,0.0,False,False,False,
case_000469,delay_corruption,t512_4,False,0,,0.0,False,False,False,
case_000470,nondeterminism_intro,t513_27,False,0,,0.0,False,False,False,
case_000471,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000474,action_full_mutation,,False,0,,0.0,False,False,False,
case_000476,missing_transition,t519_173,True,250,,0.0,False,False,False,t519_33
case_000477,wrong_target,t520_8,True,10,1,1.0,True,True,True,t520_8
case_000478,wrong_source,t521_27,True,30,21,0.047619,False,False,False,t521_8
case_000479,wrong_event,t522_3,True,80,23,0.043478,False,False,False,t522_1
case_000480,wrong_initial_state,,True,250,,0.0,False,False,False,t523_64
case_000481,duplicate_transition,t524_6,False,0,,0.0,False,False,False,
case_000482,dead_state_intro,,False,0,,0.0,False,False,False,
case_000483,guard_flip,t526_11,True,80,5,0.2,False,False,True,t526_25
case_000484,guard_weaken,t527_30,True,251,176,0.005682,False,False,False,t527_140
case_000485,guard_strengthen,t528_6,True,11,8,0.125,False,False,False,t528_2
case_000486,action_corruption,t529_11,False,0,,0.0,False,False,False,
case_000487,timeout_corruption,t530_11,False,0,,0.0,False,False,False,
case_000488,delay_corruption,t531_138,False,0,,0.0,False,False,False,
case_000489,nondeterminism_intro,t532_4,False,0,,0.0,False,False,False,
case_000490,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000492,guard_inter_class,t535_216,False,0,,0.0,False,False,False,
case_000493,action_full_mutation,,False,0,,0.0,False,False,False,
case_000495,missing_transition,t538_13,True,79,,0.0,False,False,False,t538_9
case_000496,wrong_target,t539_228,True,254,1,1.0,True,True,True,t539_228
case_000497,wrong_source,t540_1,True,7,,0.0,False,False,False,t540_10
case_000498,wrong_event,t541_25,True,30,19,0.052632,False,False,False,t541_30
case_000499,wrong_initial_state,,True,81,,0.0,False,False,False,t542_1
case_000500,duplicate_transition,t543_218,False,0,,0.0,False,False,False,
case_000501,dead_state_intro,,False,0,,0.0,False,False,False,
case_000502,guard_flip,t545_17,True,31,11,0.090909,False,False,False,t545_4
case_000503,guard_weaken,t546_69,True,80,66,0.015152,False,False,False,t546_54
case_000504,guard_strengthen,t547_15,True,251,58,0.017241,False,False,False,t547_138
case_000505,action_corruption,t548_10,False,0,,0.0,False,False,False,
case_000506,timeout_corruption,t549_27,False,0,,0.0,False,False,False,
case_000507,delay_corruption,t550_37,False,0,,0.0,False,False,False,
case_000508,nondeterminism_intro,t551_36,False,0,,0.0,False,False,False,
case_000509,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000511,guard_inter_class,t554_8,False,0,,0.0,False,False,False,
case_000512,action_full_mutation,,False,0,,0.0,False,False,False,
case_000514,missing_transition,t557_29,True,29,,0.0,False,False,False,t557_22
case_000515,wrong_target,t558_18,True,81,1,1.0,True,True,True,t558_18
case_000516,wrong_source,t559_86,True,250,236,0.004237,False,False,False,t559_13
case_000517,wrong_event,t560_8,True,10,9,0.111111,False,False,False,t560_3
case_000518,wrong_initial_state,,True,30,,0.0,False,False,False,t561_14
case_000519,duplicate_transition,t562_34,False,0,,0.0,False,False,False,
case_000520,dead_state_intro,,False,0,,0.0,False,False,False,
case_000521,guard_flip,t564_8,True,10,9,0.111111,False,False,False,t564_3
case_000522,guard_weaken,t565_19,True,30,11,0.090909,False,False,False,t565_10
case_000523,guard_strengthen,t566_27,True,80,22,0.045455,False,False,False,t566_4
case_000524,action_corruption,t567_12,False,0,,0.0,False,False,False,
case_000525,timeout_corruption,t568_7,False,0,,0.0,False,False,False,
case_000526,delay_corruption,t569_23,False,0,,0.0,False,False,False,
case_000527,nondeterminism_intro,t570_33,False,0,,0.0,False,False,False,
case_000528,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000530,guard_inter_class,t573_29,False,0,,0.0,False,False,False,
case_000531,action_full_mutation,,False,0,,0.0,False,False,False,
case_000533,missing_transition,t576_3,True,10,,0.0,False,False,False,t576_1
case_000534,wrong_target,t577_14,True,31,1,1.0,True,True,True,t577_14
case_000535,wrong_source,t578_58,True,80,54,0.018519,False,False,False,t578_14
case_000536,wrong_event,t579_178,True,250,90,0.011111,False,False,False,t579_133
case_000537,wrong_initial_state,,True,6,,0.0,False,False,False,t580_10
case_000538,duplicate_transition,t581_9,False,0,,0.0,False,False,False,
case_000539,dead_state_intro,,False,0,,0.0,False,False,False,
case_000540,guard_flip,t583_98,True,252,251,0.003984,False,False,False,t583_119
case_000541,guard_weaken,t584_3,True,11,5,0.2,False,False,True,t584_1
case_000542,guard_strengthen,t585_17,True,30,11,0.090909,False,False,False,t585_29
case_000543,action_corruption,t586_10,False,0,,0.0,False,False,False,
case_000544,timeout_corruption,t587_99,False,0,,0.0,False,False,False,
case_000545,delay_corruption,t588_2,False,0,,0.0,False,False,False,
case_000546,nondeterminism_intro,t589_5,False,0,,0.0,False,False,False,
case_000547,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000550,action_full_mutation,,False,0,,0.0,False,False,False,
case_000552,missing_transition,t595_124,True,249,,0.0,False,False,False,t595_22
case_000553,wrong_target,t596_10,True,11,1,1.0,True,True,True,t596_10
case_000554,wrong_source,t597_15,True,30,8,0.125,False,False,False,t597_2
case_000555,wrong_event,t598_8,True,81,78,0.012821,False,False,False,t598_1
case_000556,wrong_initial_state,,True,250,,0.0,False,False,False,t599_140
case_000557,duplicate_transition,t600_2,False,0,,0.0,False,False,False,
case_000558,dead_state_intro,,False,0,,0.0,False,False,False,
case_000559,guard_flip,t602_66,True,80,63,0.015873,False,False,False,t602_32
case_000560,guard_weaken,t603_219,True,253,136,0.007353,False,False,False,t603_58
case_000561,guard_strengthen,t604_2,True,10,3,0.333333,False,True,True,t604_1
case_000562,action_corruption,t605_10,False,0,,0.0,False,False,False,
case_000563,timeout_corruption,t606_21,False,0,,0.0,False,False,False,
case_000564,delay_corruption,t607_162,False,0,,0.0,False,False,False,
case_000565,nondeterminism_intro,t608_7,False,0,,0.0,False,False,False,
case_000566,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000568,guard_inter_class,t611_59,False,0,,0.0,False,False,False,
case_000569,action_full_mutation,,False,0,,0.0,False,False,False,
case_000571,missing_transition,t614_76,True,79,,0.0,False,False,False,t614_30
case_000572,wrong_target,t615_13,True,250,1,1.0,True,True,True,t615_13
case_000573,wrong_source,t616_2,True,3,,0.0,False,False,False,t616_1
case_000574,wrong_event,t617_4,True,30,25,0.04,False,False,False,t617_1
case_000575,wrong_initial_state,,True,72,,0.0,False,False,False,t618_43
case_000576,duplicate_transition,t619_213,False,0,,0.0,False,False,False,
case_000577,dead_state_intro,,False,0,,0.0,False,False,False,
case_000578,guard_flip,t621_15,True,30,9,0.111111,False,False,False,t621_4
case_000579,guard_weaken,t622_71,True,81,69,0.014493,False,False,False,t622_17
case_000580,guard_strengthen,t623_34,True,255,185,0.005405,False,False,False,t623_4
case_000581,action_corruption,t624_6,False,0,,0.0,False,False,False,
case_000582,timeout_corruption,t625_19,False,0,,0.0,False,False,False,
case_000583,delay_corruption,t626_19,False,0,,0.0,False,False,False,
case_000584,nondeterminism_intro,t627_200,False,0,,0.0,False,False,False,
case_000585,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000587,guard_inter_class,t630_38,True,80,32,0.03125,False,False,False,t630_24
case_000588,action_full_mutation,,False,0,,0.0,False,False,False,
case_000590,missing_transition,t633_21,True,30,,0.0,False,False,False,t633_14
case_000591,wrong_target,t634_63,True,81,1,1.0,True,True,True,t634_63
case_000592,wrong_source,t635_218,True,250,135,0.007407,False,False,False,t635_62
case_000593,wrong_event,t636_1,True,10,1,1.0,True,True,True,t636_1
case_000594,wrong_initial_state,,True,31,,0.0,False,False,False,t637_11
case_000595,duplicate_transition,t638_27,False,0,,0.0,False,False,False,
case_000596,dead_state_intro,,False,0,,0.0,False,False,False,
case_000597,guard_flip,t640_6,True,10,7,0.142857,False,False,False,t640_2
case_000598,guard_weaken,t641_7,True,30,28,0.035714,False,False,False,t641_3
case_000599,guard_strengthen,t642_77,True,81,75,0.013333,False,False,False,t642_28
case_000600,action_corruption,t643_190,False,0,,0.0,False,False,False,
case_000601,timeout_corruption,t644_6,False,0,,0.0,False,False,False,
case_000602,delay_corruption,t645_4,False,0,,0.0,False,False,False,
case_000603,nondeterminism_intro,t646_55,False,0,,0.0,False,False,False,
case_000604,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000606,guard_inter_class,t649_15,True,31,9,0.111111,False,False,False,t649_16
case_000607,action_full_mutation,,False,0,,0.0,False,False,False,
case_000609,missing_transition,t652_5,True,9,,0.0,False,False,False,t652_2
case_000610,wrong_target,t653_29,True,30,1,1.0,True,True,True,t653_29
case_000611,wrong_source,t654_44,True,80,40,0.025,False,False,False,t654_34
case_000612,wrong_event,t655_103,True,250,7,0.142857,False,False,False,t655_51
case_000613,wrong_initial_state,,True,11,,0.0,False,False,False,t656_10
case_000614,duplicate_transition,t657_21,False,0,,0.0,False,False,False,
case_000615,dead_state_intro,,False,0,,0.0,False,False,False,
case_000616,guard_flip,t659_123,True,251,30,0.033333,False,False,False,t659_22
case_000617,guard_weaken,t660_2,True,10,3,0.333333,False,True,True,t660_1
case_000618,guard_strengthen,t661_15,True,30,9,0.111111,False,False,False,t661_28
case_000619,action_corruption,t662_17,False,0,,0.0,False,False,False,
case_000620,timeout_corruption,t663_212,False,0,,0.0,False,False,False,
case_000621,delay_corruption,t664_3,False,0,,0.0,False,False,False,
case_000622,nondeterminism_intro,t665_13,False,0,,0.0,False,False,False,
case_000623,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000625,guard_inter_class,t668_1,False,0,,0.0,False,False,False,
case_000626,action_full_mutation,,False,0,,0.0,False,False,False,
case_000628,missing_transition,t671_107,True,249,,0.0,False,False,False,t671_19
case_000629,wrong_target,t672_11,True,11,1,1.0,True,True,True,t672_11
case_000630,wrong_source,t673_6,True,31,28,0.035714,False,False,False,t673_1
case_000631,wrong_event,t674_75,True,80,73,0.013699,False,False,False,t674_22
case_000632,wrong_initial_state,,True,251,,0.0,False,False,False,t675_153
case_000633,duplicate_transition,t676_4,False,0,,0.0,False,False,False,
case_000634,dead_state_intro,,False,0,,0.0,False,False,False,
case_000635,guard_flip,t678_21,True,80,14,0.071429,False,False,False,t678_1
case_000636,guard_weaken,t679_173,True,250,86,0.011628,False,False,False,t679_67
case_000637,guard_strengthen,t680_1,True,10,1,1.0,True,True,True,t680_1
case_000638,action_corruption,t681_9,False,0,,0.0,False,False,False,
case_000639,timeout_corruption,t682_70,False,0,,0.0,False,False,False,
case_000640,delay_corruption,t683_152,False,0,,0.0,False,False,False,
case_000641,nondeterminism_intro,t684_5,False,0,,0.0,False,False,False,
case_000642,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000644,guard_inter_class,t687_118,True,251,24,0.041667,False,False,False,t687_20
case_000645,action_full_mutation,,False,0,,0.0,False,False,False,
case_000647,missing_transition,t690_50,True,79,,0.0,False,False,False,t690_27
case_000648,wrong_target,t691_143,True,252,1,1.0,True,True,True,t691_143
case_000649,wrong_source,t692_8,True,10,1,1.0,True,True,True,t692_8
case_000650,wrong_event,t693_8,True,30,3,0.333333,False,True,True,t693_4
case_000651,wrong_initial_state,,True,80,,0.0,False,False,False,t694_1
case_000652,duplicate_transition,t695_72,False,0,,0.0,False,False,False,
case_000653,dead_state_intro,,False,0,,0.0,False,False,False,
case_000654,guard_flip,t697_16,True,31,8,0.125,False,False,False,t697_10
case_000655,guard_weaken,t698_27,True,80,21,0.047619,False,False,False,t698_4
case_000656,guard_strengthen,t699_107,True,251,11,0.090909,False,False,False,t699_17
case_000657,action_corruption,t700_1,False,0,,0.0,False,False,False,
case_000658,timeout_corruption,t701_1,False,0,,0.0,False,False,False,
case_000659,delay_corruption,t702_17,False,0,,0.0,False,False,False,
case_000660,nondeterminism_intro,t703_107,False,0,,0.0,False,False,False,
case_000661,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000663,guard_inter_class,t706_39,False,0,,0.0,False,False,False,
case_000664,action_full_mutation,,False,0,,0.0,False,False,False,
case_000666,missing_transition,t709_28,True,30,,0.0,False,False,False,t709_8
case_000667,wrong_target,t710_33,True,80,1,1.0,True,True,True,t710_33
case_000668,wrong_source,t711_165,True,250,76,0.013158,False,False,False,t711_72
case_000669,wrong_event,t712_3,True,10,4,0.25,False,False,True,t712_1
case_000670,wrong_initial_state,,True,30,,0.0,False,False,False,t713_23
case_000671,duplicate_transition,t714_54,False,0,,0.0,False,False,False,
case_000672,dead_state_intro,,False,0,,0.0,False,False,False,
case_000673,guard_flip,t716_10,True,11,3,0.333333,False,True,True,t716_5
case_000674,guard_weaken,t717_4,True,31,26,0.038462,False,False,False,t717_1
case_000675,guard_strengthen,t718_58,True,80,54,0.018519,False,False,False,t718_20
case_000676,action_corruption,t719_231,False,0,,0.0,False,False,False,
case_000677,timeout_corruption,t720_5,False,0,,0.0,False,False,False,
case_000678,delay_corruption,t721_9,False,0,,0.0,False,False,False,
case_000679,nondeterminism_intro,t722_12,False,0,,0.0,False,False,False,
case_000680,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000682,guard_inter_class,t725_18,True,30,11,0.090909,False,False,False,t725_5
case_000683,action_full_mutation,,False,0,,0.0,False,False,False,
case_000685,missing_transition,t728_7,True,10,,0.0,False,False,False,t728_2
case_000686,wrong_target,t729_18,True,32,1,1.0,True,True,True,t729_18
case_000687,wrong_source,t730_32,True,81,28,0.035714,False,False,False,t730_57
case_000688,wrong_event,t731_56,True,250,203,0.004926,False,False,False,t731_2
case_000689,wrong_initial_state,,True,8,,0.0,False,False,False,t732_3
case_000690,duplicate_transition,t733_14,False,0,,0.0,False,False,False,
case_000691,dead_state_intro,,False,0,,0.0,False,False,False,
case_000692,guard_flip,t735_229,True,251,146,0.006849,False,False,False,t735_181
case_000693,guard_weaken,t736_7,True,10,8,0.125,False,False,False,t736_2
case_000694,guard_strengthen,t737_11,True,31,3,0.333333,False,True,True,t737_1
case_000695,action_corruption,t738_80,False,0,,0.0,False,False,False,
case_000696,timeout_corruption,t739_103,False,0,,0.0,False,False,False,
case_000697,delay_corruption,t740_12,False,0,,0.0,False,False,False,
case_000698,nondeterminism_intro,t741_2,False,0,,0.0,False,False,False,
case_000699,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000702,action_full_mutation,,False,0,,0.0,False,False,False,
case_000704,missing_transition,t747_134,True,249,,0.0,False,False,False,t747_25
case_000705,wrong_target,t748_4,True,10,1,1.0,True,True,True,t748_4
case_000706,wrong_source,t749_17,True,32,10,0.1,False,False,False,t749_12
case_000707,wrong_event,t750_47,True,80,42,0.02381,False,False,False,t750_11
case_000708,wrong_initial_state,,True,250,,0.0,False,False,False,t751_111
case_000709,duplicate_transition,t752_7,False,0,,0.0,False,False,False,
case_000710,dead_state_intro,,False,0,,0.0,False,False,False,
case_000711,guard_flip,t754_48,True,83,43,0.023256,False,False,False,t754_10
case_000712,guard_weaken,t755_129,True,251,36,0.027778,False,False,False,t755_59
case_000713,guard_strengthen,t756_5,True,10,6,0.166667,False,False,False,t756_2
case_000714,action_corruption,t757_2,False,0,,0.0,False,False,False,
case_000715,timeout_corruption,t758_17,False,0,,0.0,False,False,False,
case_000716,delay_corruption,t759_171,False,0,,0.0,False,False,False,
case_000717,nondeterminism_intro,t760_4,False,0,,0.0,False,False,False,
case_000718,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000720,guard_inter_class,t763_135,False,0,,0.0,False,False,False,
case_000721,action_full_mutation,,False,0,,0.0,False,False,False,
case_000723,missing_transition,t766_22,True,79,,0.0,False,False,False,t766_1
case_000724,wrong_target,t767_204,True,250,1,1.0,True,True,True,t767_204
case_000725,wrong_source,t768_1,True,10,1,1.0,True,True,True,t768_1
case_000726,wrong_event,t769_8,True,30,29,0.034483,False,False,False,t769_3
case_000727,wrong_initial_state,,True,80,,0.0,False,False,False,t770_35
case_000728,duplicate_transition,t771_4,False,0,,0.0,False,False,False,
case_000729,dead_state_intro,,False,0,,0.0,False,False,False,
case_000730,guard_flip,t773_6,True,31,28,0.035714,False,False,False,t773_2
case_000731,guard_weaken,t774_59,True,81,55,0.018182,False,False,False,t774_14
case_000732,guard_strengthen,t775_123,True,250,30,0.033333,False,False,False,t775_53
case_000733,action_corruption,t776_5,False,0,,0.0,False,False,False,
case_000734,timeout_corruption,t777_16,False,0,,0.0,False,False,False,
case_000735,delay_corruption,t778_42,False,0,,0.0,False,False,False,
case_000736,nondeterminism_intro,t779_186,False,0,,0.0,False,False,False,
case_000737,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000739,guard_inter_class,t782_46,False,0,,0.0,False,False,False,
case_000740,action_full_mutation,,False,0,,0.0,False,False,False,
case_000742,missing_transition,t785_15,True,30,,0.0,False,False,False,t785_10
case_000743,wrong_target,t786_1,True,81,1,1.0,True,True,True,t786_1
case_000744,wrong_source,t787_2,True,251,112,0.008929,False,False,False,t787_1
case_000745,wrong_event,t788_5,True,10,6,0.166667,False,False,False,t788_1
case_000746,wrong_initial_state,,True,31,,0.0,False,False,False,t789_20
case_000747,duplicate_transition,t790_79,False,0,,0.0,False,False,False,
case_000748,dead_state_intro,,False,0,,0.0,False,False,False,
case_000749,guard_flip,t792_2,True,11,4,0.25,False,False,True,t792_1
case_000750,guard_weaken,t793_29,True,30,22,0.045455,False,False,False,t793_13
case_000751,guard_strengthen,t794_29,True,83,23,0.043478,False,False,False,t794_4
case_000752,action_corruption,t795_17,False,0,,0.0,False,False,False,
case_000753,timeout_corruption,t796_5,False,0,,0.0,False,False,False,
case_000754,delay_corruption,t797_21,False,0,,0.0,False,False,False,
case_000755,nondeterminism_intro,t798_2,False,0,,0.0,False,False,False,
case_000756,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000758,guard_inter_class,t801_8,False,0,,0.0,False,False,False,
case_000759,action_full_mutation,,False,0,,0.0,False,False,False,
case_000761,missing_transition,t804_4,True,7,,0.0,False,False,False,t804_1
case_000762,wrong_target,t805_7,True,30,1,1.0,True,True,True,t805_7
case_000763,wrong_source,t806_53,True,82,49,0.020408,False,False,False,t806_12
case_000764,wrong_event,t807_33,True,251,181,0.005525,False,False,False,t807_28
case_000765,wrong_initial_state,,True,8,,0.0,False,False,False,t808_4
case_000766,duplicate_transition,t809_27,False,0,,0.0,False,False,False,
case_000767,dead_state_intro,,False,0,,0.0,False,False,False,
case_000768,guard_flip,t811_2,True,252,112,0.008929,False,False,False,t811_1
case_000769,guard_weaken,t812_7,True,10,8,0.125,False,False,False,t812_3
case_000770,guard_strengthen,t813_15,True,30,8,0.125,False,False,False,t813_4
case_000771,action_corruption,t814_66,False,0,,0.0,False,False,False,
case_000772,timeout_corruption,t815_208,False,0,,0.0,False,False,False,
case_000773,delay_corruption,t816_1,False,0,,0.0,False,False,False,
case_000774,nondeterminism_intro,t817_24,False,0,,0.0,False,False,False,
case_000775,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000778,action_full_mutation,,False,0,,0.0,False,False,False,
case_000780,missing_transition,t823_64,True,249,,0.0,False,False,False,t823_7
case_000781,wrong_target,t824_6,True,11,1,1.0,True,True,True,t824_6
case_000782,wrong_source,t825_20,True,31,15,0.066667,False,False,False,t825_5
case_000783,wrong_event,t826_56,True,80,52,0.019231,False,False,False,t826_12
case_000784,wrong_initial_state,,True,250,,0.0,False,False,False,t827_1
case_000785,duplicate_transition,t828_3,False,0,,0.0,False,False,False,
case_000786,dead_state_intro,,False,0,,0.0,False,False,False,
case_000787,guard_flip,t830_8,True,81,78,0.012821,False,False,False,t830_1
case_000788,guard_weaken,t831_117,True,252,23,0.043478,False,False,False,t831_21
case_000789,guard_strengthen,t832_5,True,11,7,0.142857,False,False,False,t832_1
case_000790,action_corruption,t833_25,False,0,,0.0,False,False,False,
case_000791,timeout_corruption,t834_60,False,0,,0.0,False,False,False,
case_000792,delay_corruption,t835_84,False,0,,0.0,False,False,False,
case_000793,nondeterminism_intro,t836_9,False,0,,0.0,False,False,False,
case_000794,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000796,guard_inter_class,t839_152,False,0,,0.0,False,False,False,
case_000797,action_full_mutation,,False,0,,0.0,False,False,False,
case_000799,missing_transition,t842_53,True,81,,0.0,False,False,False,t842_21
case_000800,wrong_target,t843_54,True,250,1,1.0,True,True,True,t843_54
case_000801,wrong_source,t844_1,True,10,1,1.0,True,True,True,t844_1
case_000802,wrong_event,t845_25,True,30,2,0.5,False,True,True,t845_8
case_000803,wrong_initial_state,,True,80,,0.0,False,False,False,t846_41
case_000804,duplicate_transition,t847_157,False,0,,0.0,False,False,False,
case_000805,dead_state_intro,,False,0,,0.0,False,False,False,
case_000806,guard_flip,t849_1,True,30,1,1.0,True,True,True,t849_1
case_000807,guard_weaken,t850_45,True,80,40,0.025,False,False,False,t850_10
case_000808,guard_strengthen,t851_21,True,251,125,0.008,False,False,False,t851_6
case_000809,action_corruption,t852_2,False,0,,0.0,False,False,False,
case_000810,timeout_corruption,t853_9,False,0,,0.0,False,False,False,
case_000811,delay_corruption,t854_43,False,0,,0.0,False,False,False,
case_000812,nondeterminism_intro,t855_221,False,0,,0.0,False,False,False,
case_000813,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000815,guard_inter_class,t858_20,True,80,13,0.076923,False,False,False,t858_1
case_000816,action_full_mutation,,False,0,,0.0,False,False,False,
case_000818,missing_transition,t861_10,True,30,,0.0,False,False,False,t861_1
case_000819,wrong_target,t862_57,True,80,1,1.0,True,True,True,t862_57
case_000820,wrong_source,t863_248,True,252,168,0.005952,False,False,False,t863_60
case_000821,wrong_event,t864_2,True,10,3,0.333333,False,True,True,t864_1
case_000822,wrong_initial_state,,True,30,,0.0,False,False,False,t865_20
case_000823,duplicate_transition,t866_77,False,0,,0.0,False,False,False,
case_000824,dead_state_intro,,False,0,,0.0,False,False,False,
case_000825,guard_flip,t868_8,True,10,9,0.111111,False,False,False,t868_5
case_000826,guard_weaken,t869_12,True,33,4,0.25,False,False,True,t869_1
case_000827,guard_strengthen,t870_29,True,80,23,0.043478,False,False,False,t870_5
case_000828,action_corruption,t871_47,False,0,,0.0,False,False,False,
case_000829,timeout_corruption,t872_5,False,0,,0.0,False,False,False,
case_000830,delay_corruption,t873_19,False,0,,0.0,False,False,False,
case_000831,nondeterminism_intro,t874_11,False,0,,0.0,False,False,False,
case_000832,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000834,guard_inter_class,t877_3,False,0,,0.0,False,False,False,
case_000835,action_full_mutation,,False,0,,0.0,False,False,False,
case_000837,missing_transition,t880_6,True,9,,0.0,False,False,False,t880_5
case_000838,wrong_target,t881_18,True,30,1,1.0,True,True,True,t881_18
case_000839,wrong_source,t882_14,True,80,8,0.125,False,False,False,t882_5
case_000840,wrong_event,t883_8,True,253,232,0.00431,False,False,False,t883_4
case_000841,wrong_initial_state,,True,10,,0.0,False,False,False,t884_1
case_000842,duplicate_transition,t885_29,False,0,,0.0,False,False,False,
case_000843,dead_state_intro,,False,0,,0.0,False,False,False,
case_000844,guard_flip,t887_51,True,250,198,0.005051,False,False,False,t887_1
case_000845,guard_weaken,t888_2,True,10,3,0.333333,False,True,True,t888_1
case_000846,guard_strengthen,t889_10,True,30,2,0.5,False,True,True,t889_1
case_000847,action_corruption,t890_78,False,0,,0.0,False,False,False,
case_000848,timeout_corruption,t891_36,False,0,,0.0,False,False,False,
case_000849,delay_corruption,t892_7,False,0,,0.0,False,False,False,
case_000850,nondeterminism_intro,t893_8,False,0,,0.0,False,False,False,
case_000851,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000853,guard_inter_class,t896_1,False,0,,0.0,False,False,False,
case_000854,action_full_mutation,,False,0,,0.0,False,False,False,
case_000856,missing_transition,t899_81,True,250,,0.0,False,False,False,t899_151
case_000857,wrong_target,t900_2,True,11,1,1.0,True,True,True,t900_2
case_000858,wrong_source,t901_21,True,30,1,1.0,True,True,True,t901_21
case_000859,wrong_event,t902_21,True,80,14,0.071429,False,False,False,t902_1
case_000860,wrong_initial_state,,True,246,,0.0,False,False,False,t903_10
case_000861,duplicate_transition,t904_8,False,0,,0.0,False,False,False,
case_000862,dead_state_intro,,False,0,,0.0,False,False,False,
case_000863,guard_flip,t906_29,True,80,23,0.043478,False,False,False,t906_5
case_000864,guard_weaken,t907_24,True,251,158,0.006329,False,False,False,t907_7
case_000865,guard_strengthen,t908_8,True,10,9,0.111111,False,False,False,t908_3
case_000866,action_corruption,t909_10,False,0,,0.0,False,False,False,
case_000867,timeout_corruption,t910_4,False,0,,0.0,False,False,False,
case_000868,delay_corruption,t911_161,False,0,,0.0,False,False,False,
case_000869,nondeterminism_intro,t912_6,False,0,,0.0,False,False,False,
case_000870,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000872,guard_inter_class,t915_120,True,250,27,0.037037,False,False,False,t915_56
case_000873,action_full_mutation,,False,0,,0.0,False,False,False,
case_000875,missing_transition,t918_44,True,79,,0.0,False,False,False,t918_10
case_000876,wrong_target,t919_219,True,251,1,1.0,True,True,True,t919_219
case_000877,wrong_source,t920_9,True,11,11,0.090909,False,False,False,t920_3
case_000878,wrong_event,t921_6,True,30,27,0.037037,False,False,False,t921_1
case_000879,wrong_initial_state,,True,80,,0.0,False,False,False,t922_39
case_000880,duplicate_transition,t923_124,False,0,,0.0,False,False,False,
case_000881,dead_state_intro,,False,0,,0.0,False,False,False,
case_000882,guard_flip,t925_9,True,31,31,0.032258,False,False,False,t925_7
case_000883,guard_weaken,t926_50,True,80,46,0.021739,False,False,False,t926_11
case_000884,guard_strengthen,t927_60,True,251,209,0.004785,False,False,False,t927_4
case_000885,action_corruption,t928_6,False,0,,0.0,False,False,False,
case_000886,timeout_corruption,t929_14,False,0,,0.0,False,False,False,
case_000887,delay_corruption,t930_61,False,0,,0.0,False,False,False,
case_000888,nondeterminism_intro,t931_170,False,0,,0.0,False,False,False,
