case_id,bug_type,mutation_operator,mutation_order,is_higher_order,reference_bpr,faulty_bpr,fault_detected
case_000430,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000431,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000432,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000433,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000434,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000435,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000436,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000437,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000438,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000439,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000440,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000441,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000442,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000443,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000444,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000445,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000446,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000447,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000448,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000449,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000450,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000451,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000452,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000453,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000454,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000455,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000456,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000457,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000458,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000459,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000460,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000461,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000462,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000463,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000464,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000465,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000466,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000467,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000468,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000469,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000470,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000471,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000472,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000473,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000474,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000475,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000476,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000477,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000478,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000479,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000480,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000481,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000482,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000483,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000484,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000485,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000486,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000487,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000488,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000489,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000490,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000491,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000492,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000493,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000494,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000495,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000496,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000497,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000498,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000499,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000500,dead_state_intro,dead_state_intro,1,False,1.0,1.0,0
case_000501,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000502,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000503,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000504,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000505,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000506,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000507,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000508,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000509,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000510,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000511,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000512,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000513,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000514,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000515,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000516,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000517,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000518,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000519,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000520,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000521,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000522,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000523,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000524,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000525,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000526,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000527,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000528,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000529,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000530,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000531,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000532,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000533,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000534,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000535,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000536,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000537,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000538,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000539,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000540,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000541,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000542,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000543,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000544,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000545,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000546,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000547,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000548,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000549,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000550,wrong_target,wrong_target,1,False,1.0,0.0,1
case_000551,guard_weaken,guard_weaken,1,False,1.0,0.833333,1
case_000552,guard_weaken,guard_weaken,1,False,1.0,0.833333,1
case_000553,guard_weaken,guard_weaken,1,False,1.0,0.833333,1
case_000554,guard_weaken,guard_weaken,1,False,1.0,0.5,1
case_000555,guard_weaken,guard_weaken,1,False,1.0,0.5,1
case_000556,guard_weaken,guard_weaken,1,False,1.0,0.5,1
case_000557,guard_weaken,guard_weaken,1,False,1.0,0.0,1
case_000558,guard_weaken,guard_weaken,1,False,1.0,0.0,1
case_000559,guard_weaken,guard_weaken,1,False,1.0,0.833333,1
case_000560,guard_weaken,guard_weaken,1,False,1.0,0.0,1
case_000561,guard_weaken,guard_weaken,1,False,1.0,0.5,1
case_000562,guard_weaken,guard_weaken,1,False,1.0,0.5,1
case_000563,guard_weaken,guard_weaken,1,False,1.0,0.833333,1
case_000564,guard_weaken,guard_weaken,1,False,1.0,0.833333,1
case_000565,guard_weaken,guard_weaken,1,False,1.0,0.833333,1
case_000566,guard_weaken,guard_weaken,1,False,1.0,0.833333,1
case_000567,guard_weaken,guard_weaken,1,False,1.0,0.5,1
case_000568,guard_weaken,guard_weaken,1,False,1.0,0.833333,1
case_000569,guard_weaken,guard_weaken,1,False,1.0,0.5,1
case_000570,guard_weaken,guard_weaken,1,False,1.0,0.5,1
case_000571,guard_weaken,guard_weaken,1,False,1.0,0.833333,1
case_000572,guard_weaken,guard_weaken,1,False,1.0,0.0,1
case_000573,guard_weaken,guard_weaken,1,False,1.0,0.833333,1
case_000574,guard_weaken,guard_weaken,1,False,1.0,0.5,1
case_000575,guard_weaken,guard_weaken,1,False,1.0,0.0,1
case_000576,guard_weaken,guard_weaken,1,False,1.0,0.5,1
case_000577,guard_weaken,guard_weaken,1,False,1.0,0.833333,1
case_000578,guard_weaken,guard_weaken,1,False,1.0,0.833333,1
case_000579,guard_weaken,guard_weaken,1,False,1.0,0.833333,1
case_000580,guard_weaken,guard_weaken,1,False,1.0,0.833333,1
case_000581,guard_weaken,guard_weaken,1,False,1.0,0.0,1
case_000582,guard_weaken,guard_weaken,1,False,1.0,0.5,1
case_000583,guard_weaken,guard_weaken,1,False,1.0,0.5,1
case_000584,guard_weaken,guard_weaken,1,False,1.0,0.833333,1
case_000585,guard_weaken,guard_weaken,1,False,1.0,0.833333,1
case_000586,guard_weaken,guard_weaken,1,False,1.0,0.833333,1
case_000587,guard_weaken,guard_weaken,1,False,1.0,0.833333,1
case_000588,guard_weaken,guard_weaken,1,False,1.0,0.833333,1
case_000589,guard_weaken,guard_weaken,1,False,1.0,0.5,1
case_000590,guard_weaken,guard_weaken,1,False,1.0,0.833333,1
case_000591,guard_weaken,guard_weaken,1,False,1.0,0.833333,1
case_000592,guard_weaken,guard_weaken,1,False,1.0,0.5,1
case_000593,guard_weaken,guard_weaken,1,False,1.0,0.833333,1
case_000594,guard_weaken,guard_weaken,1,False,1.0,0.833333,1
case_000595,guard_weaken,guard_weaken,1,False,1.0,0.833333,1
case_000596,guard_weaken,guard_weaken,1,False,1.0,0.833333,1
case_000597,guard_weaken,guard_weaken,1,False,1.0,0.5,1
case_000598,guard_weaken,guard_weaken,1,False,1.0,0.0,1
case_000599,guard_weaken,guard_weaken,1,False,1.0,0.5,1
case_000600,guard_weaken,guard_weaken,1,False,1.0,0.0,1
case_000601,guard_strengthen,guard_strengthen,1,False,1.0,0.75,1
case_000602,guard_strengthen,guard_strengthen,1,False,1.0,0.875,1
case_000603,guard_strengthen,guard_strengthen,1,False,1.0,0.888889,1
case_000604,guard_strengthen,guard_strengthen,1,False,1.0,0.25,1
case_000605,guard_strengthen,guard_strengthen,1,False,1.0,0.0,1
case_000606,guard_strengthen,guard_strengthen,1,False,1.0,0.0,1
case_000607,guard_strengthen,guard_strengthen,1,False,1.0,0.25,1
case_000608,guard_strengthen,guard_strengthen,1,False,1.0,0.0,1
case_000609,guard_strengthen,guard_strengthen,1,False,1.0,0.375,1
case_000610,guard_strengthen,guard_strengthen,1,False,1.0,0.111111,1
case_000611,guard_strengthen,guard_strengthen,1,False,1.0,0.75,1
case_000612,guard_strengthen,guard_strengthen,1,False,1.0,0.0,1
case_000613,guard_strengthen,guard_strengthen,1,False,1.0,0.375,1
case_000614,guard_strengthen,guard_strengthen,1,False,1.0,0.75,1
case_000615,guard_strengthen,guard_strengthen,1,False,1.0,0.375,1
case_000616,guard_strengthen,guard_strengthen,1,False,1.0,0.375,1
case_000617,guard_strengthen,guard_strengthen,1,False,1.0,0.0,1
case_000618,guard_strengthen,guard_strengthen,1,False,1.0,0.625,1
case_000619,guard_strengthen,guard_strengthen,1,False,1.0,0.666667,1
case_000620,guard_strengthen,guard_strengthen,1,False,1.0,0.625,1
case_000621,guard_strengthen,guard_strengthen,1,False,1.0,0.0,1
case_000622,guard_strengthen,guard_strengthen,1,False,1.0,0.875,1
case_000623,guard_strengthen,guard_strengthen,1,False,1.0,0.875,1
case_000624,guard_strengthen,guard_strengthen,1,False,1.0,0.888889,1
case_000625,guard_strengthen,guard_strengthen,1,False,1.0,0.0,1
case_000626,guard_strengthen,guard_strengthen,1,False,1.0,0.875,1
case_000627,guard_strengthen,guard_strengthen,1,False,1.0,0.75,1
case_000628,guard_strengthen,guard_strengthen,1,False,1.0,0.25,1
case_000629,guard_strengthen,guard_strengthen,1,False,1.0,0.0,1
case_000630,guard_strengthen,guard_strengthen,1,False,1.0,0.875,1
case_000631,guard_strengthen,guard_strengthen,1,False,1.0,0.888889,1
case_000632,guard_strengthen,guard_strengthen,1,False,1.0,0.875,1
case_000633,guard_strengthen,guard_strengthen,1,False,1.0,0.875,1
case_000634,guard_strengthen,guard_strengthen,1,False,1.0,0.0,1
case_000635,guard_strengthen,guard_strengthen,1,False,1.0,0.0,1
case_000636,guard_strengthen,guard_strengthen,1,False,1.0,0.75,1
case_000637,guard_strengthen,guard_strengthen,1,False,1.0,0.0,1
case_000638,guard_strengthen,guard_strengthen,1,False,1.0,0.75,1
case_000639,guard_strengthen,guard_strengthen,1,False,1.0,0.0,1
case_000640,guard_strengthen,guard_strengthen,1,False,1.0,0.875,1
case_000641,guard_strengthen,guard_strengthen,1,False,1.0,0.888889,1
case_000642,guard_strengthen,guard_strengthen,1,False,1.0,0.75,1
case_000643,guard_strengthen,guard_strengthen,1,False,1.0,0.0,1
case_000644,guard_strengthen,guard_strengthen,1,False,1.0,0.0,1
case_000645,guard_strengthen,guard_strengthen,1,False,1.0,0.75,1
case_000646,guard_strengthen,guard_strengthen,1,False,1.0,0.75,1
case_000647,guard_strengthen,guard_strengthen,1,False,1.0,0.75,1
case_000648,guard_strengthen,guard_strengthen,1,False,1.0,0.75,1
case_000649,guard_strengthen,guard_strengthen,1,False,1.0,0.0,1
case_000650,guard_strengthen,guard_strengthen,1,False,1.0,0.75,1
case_000651,guard_flip,guard_flip,1,False,1.0,0.95,1
case_000652,guard_flip,guard_flip,1,False,1.0,0.55,1
case_000653,guard_flip,guard_flip,1,False,1.0,0.55,1
case_000654,guard_flip,guard_flip,1,False,1.0,0.958333,1
case_000655,guard_flip,guard_flip,1,False,1.0,0.95,1
case_000656,guard_flip,guard_flip,1,False,1.0,0.95,1
case_000657,guard_flip,guard_flip,1,False,1.0,0.95,1
case_000658,guard_flip,guard_flip,1,False,1.0,0.95,1
case_000659,guard_flip,guard_flip,1,False,1.0,0.55,1
case_000660,guard_flip,guard_flip,1,False,1.0,0.95,1
case_000661,guard_flip,guard_flip,1,False,1.0,0.95,1
case_000662,guard_flip,guard_flip,1,False,1.0,0.95,1
case_000663,guard_flip,guard_flip,1,False,1.0,0.958333,1
case_000664,guard_flip,guard_flip,1,False,1.0,0.95,1
case_000665,guard_flip,guard_flip,1,False,1.0,0.95,1
case_000666,guard_flip,guard_flip,1,False,1.0,0.95,1
case_000667,guard_flip,guard_flip,1,False,1.0,0.958333,1
case_000668,guard_flip,guard_flip,1,False,1.0,0.95,1
case_000669,guard_flip,guard_flip,1,False,1.0,0.958333,1
case_000670,guard_flip,guard_flip,1,False,1.0,0.55,1
case_000671,guard_flip,guard_flip,1,False,1.0,0.55,1
case_000672,guard_flip,guard_flip,1,False,1.0,0.95,1
case_000673,guard_flip,guard_flip,1,False,1.0,0.95,1
case_000674,guard_flip,guard_flip,1,False,1.0,0.95,1
case_000675,guard_flip,guard_flip,1,False,1.0,0.958333,1
case_000676,guard_flip,guard_flip,1,False,1.0,0.95,1
case_000677,guard_flip,guard_flip,1,False,1.0,0.95,1
case_000678,guard_flip,guard_flip,1,False,1.0,0.95,1
case_000679,guard_flip,guard_flip,1,False,1.0,0.95,1
case_000680,guard_flip,guard_flip,1,False,1.0,0.95,1
case_000681,guard_flip,guard_flip,1,False,1.0,0.95,1
case_000682,guard_flip,guard_flip,1,False,1.0,0.95,1
case_000683,guard_flip,guard_flip,1,False,1.0,0.95,1
case_000684,guard_flip,guard_flip,1,False,1.0,0.958333,1
case_000685,guard_flip,guard_flip,1,False,1.0,0.95,1
case_000686,guard_flip,guard_flip,1,False,1.0,0.95,1
case_000687,guard_flip,guard_flip,1,False,1.0,0.95,1
case_000688,guard_flip,guard_flip,1,False,1.0,0.95,1
case_000689,guard_flip,guard_flip,1,False,1.0,0.95,1
case_000690,guard_flip,guard_flip,1,False,1.0,0.95,1
case_000691,guard_flip,guard_flip,1,False,1.0,0.958333,1
case_000692,guard_flip,guard_flip,1,False,1.0,0.95,1
case_000693,guard_flip,guard_flip,1,False,1.0,0.95,1
case_000694,guard_flip,guard_flip,1,False,1.0,0.95,1
case_000695,guard_flip,guard_flip,1,False,1.0,0.95,1
case_000696,guard_flip,guard_flip,1,False,1.0,0.95,1
case_000697,guard_flip,guard_flip,1,False,1.0,0.95,1
case_000698,guard_flip,guard_flip,1,False,1.0,0.95,1
case_000699,guard_flip,guard_flip,1,False,1.0,0.55,1
case_000700,guard_flip,guard_flip,1,False,1.0,0.55,1
case_000701,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000702,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000703,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000704,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000705,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000706,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000707,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000708,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000709,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000710,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000711,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000712,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000713,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000714,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000715,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000716,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000717,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000718,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000719,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000720,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000721,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000722,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000723,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000724,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000725,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000726,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000727,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000728,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000729,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000730,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000731,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000732,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000733,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000734,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000735,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000736,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000737,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000738,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000739,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000740,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000741,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000742,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000743,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000744,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000745,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000746,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000747,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000748,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000749,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000750,timeout_corruption,timeout_corruption,1,False,1.0,1.0,0
case_000751,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000752,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000753,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000754,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000755,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000756,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000757,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000758,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000759,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000760,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000761,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000762,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000763,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000764,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000765,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000766,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000767,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000768,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000769,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000770,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000771,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000772,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000773,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000774,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000775,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000776,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000777,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000778,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000779,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000780,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000781,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000782,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000783,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000784,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000785,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000786,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000787,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000788,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000789,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000790,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000791,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000792,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000793,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000794,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000795,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000796,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000797,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000798,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000799,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000800,delay_corruption,delay_corruption,1,False,1.0,1.0,0
case_000801,wrong_target,wrong_target,1,False,1.0,0.95,1
case_000802,wrong_target,wrong_target,1,False,1.0,0.95,1
case_000803,wrong_target,wrong_target,1,False,1.0,0.95,1
case_000804,wrong_target,wrong_target,1,False,1.0,0.95,1
case_000805,wrong_target,wrong_target,1,False,1.0,0.95,1
case_000806,wrong_target,wrong_target,1,False,1.0,0.95,1
case_000807,wrong_target,wrong_target,1,False,1.0,0.958333,1
case_000808,wrong_target,wrong_target,1,False,1.0,0.95,1
case_000809,wrong_target,wrong_target,1,False,1.0,0.95,1
case_000810,wrong_target,wrong_target,1,False,1.0,0.95,1
case_000811,wrong_target,wrong_target,1,False,1.0,0.958333,1
case_000812,wrong_target,wrong_target,1,False,1.0,0.958333,1
case_000813,wrong_target,wrong_target,1,False,1.0,0.55,1
case_000814,wrong_target,wrong_target,1,False,1.0,0.125,1
case_000815,wrong_target,wrong_target,1,False,1.0,0.95,1
case_000816,wrong_target,wrong_target,1,False,1.0,0.95,1
case_000817,wrong_target,wrong_target,1,False,1.0,0.95,1
case_000818,wrong_target,wrong_target,1,False,1.0,0.55,1
case_000819,wrong_target,wrong_target,1,False,1.0,0.95,1
case_000820,wrong_target,wrong_target,1,False,1.0,0.95,1
case_000821,wrong_target,wrong_target,1,False,1.0,0.95,1
case_000822,wrong_target,wrong_target,1,False,1.0,0.95,1
case_000823,wrong_target,wrong_target,1,False,1.0,0.958333,1
case_000824,wrong_target,wrong_target,1,False,1.0,0.95,1
case_000825,wrong_target,wrong_target,1,False,1.0,0.95,1
case_000826,wrong_target,wrong_target,1,False,1.0,0.95,1
case_000827,wrong_target,wrong_target,1,False,1.0,0.95,1
case_000828,wrong_target,wrong_target,1,False,1.0,0.95,1
case_000829,wrong_target,wrong_target,1,False,1.0,0.95,1
case_000830,wrong_target,wrong_target,1,False,1.0,0.95,1
case_000831,wrong_target,wrong_target,1,False,1.0,0.95,1
case_000832,wrong_target,wrong_target,1,False,1.0,0.95,1
case_000833,wrong_target,wrong_target,1,False,1.0,0.95,1
case_000834,wrong_target,wrong_target,1,False,1.0,0.55,1
case_000835,wrong_target,wrong_target,1,False,1.0,0.95,1
case_000836,wrong_target,wrong_target,1,False,1.0,0.958333,1
case_000837,wrong_target,wrong_target,1,False,1.0,0.95,1
case_000838,wrong_target,wrong_target,1,False,1.0,0.95,1
case_000839,wrong_target,wrong_target,1,False,1.0,0.55,1
case_000840,wrong_target,wrong_target,1,False,1.0,0.95,1
case_000841,wrong_target,wrong_target,1,False,1.0,0.95,1
case_000842,wrong_target,wrong_target,1,False,1.0,0.958333,1
case_000843,wrong_target,wrong_target,1,False,1.0,0.95,1
case_000844,wrong_target,wrong_target,1,False,1.0,0.95,1
case_000845,wrong_target,wrong_target,1,False,1.0,0.55,1
case_000846,wrong_target,wrong_target,1,False,1.0,0.95,1
case_000847,wrong_target,wrong_target,1,False,1.0,0.958333,1
