case_id,reference_fsm_id,faulty_fsm_id,complexity,state_count,transition_count,event_count,mutation_operator,difficulty_score,oracle_state_coverage,oracle_transition_coverage,oracle_event_coverage,reference_bpr,faulty_bpr,bpr_delta,valid_reference,valid_faulty,status
case_000220,synthetic_263_50_15,synthetic_263_50_15__faulty__action_corruption__220043,very_large,50,251,15,action_corruption,61.340000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000221,synthetic_264_5_3,synthetic_264_5_3__faulty__timeout_corruption__221043,small,5,11,3,timeout_corruption,14.480000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000222,synthetic_265_10_5,synthetic_265_10_5__faulty__delay_corruption__222043,medium,10,30,5,delay_corruption,19.750000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000223,synthetic_266_20_10,synthetic_266_20_10__faulty__nondeterminism_intro__223043,large,20,81,10,nondeterminism_intro,33.900000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,False,completed
case_000224,synthetic_267_50_15,synthetic_267_50_15__faulty__unreachable_state_intro__224043,very_large,50,250,15,unreachable_state_intro,59.770000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000225,,,small,0,0,0,variable_intra_class,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,failed: Could not apply operator 'variable_intra_class' for case 225: variable_intra_class requires at least one FSM variable
case_000226,synthetic_269_10_5,synthetic_269_10_5__faulty__guard_inter_class__226043,medium,10,31,5,guard_inter_class,22.930000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000227,synthetic_270_20_10,synthetic_270_20_10__faulty__action_full_mutation__227043,large,20,80,10,action_full_mutation,32.930000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000228,,,very_large,0,0,0,timed_selective_mutation,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,failed: Could not apply operator 'timed_selective_mutation' for case 228: timed_selective_mutation requires timed transitions
case_000229,synthetic_272_5_3,synthetic_272_5_3__faulty__missing_transition__229043,small,5,10,3,missing_transition,12.550000,1.000000,1.000000,1.000000,1.000000,0.954545,0.045455,True,True,completed
case_000230,synthetic_273_10_5,synthetic_273_10_5__faulty__wrong_target__230043,medium,10,30,5,wrong_target,22.520000,1.000000,1.000000,1.000000,1.000000,0.987179,0.012821,True,True,completed
case_000231,synthetic_274_20_10,synthetic_274_20_10__faulty__wrong_source__231043,large,20,80,10,wrong_source,33.900000,1.000000,1.000000,1.000000,1.000000,0.996212,0.003788,True,False,completed
case_000232,synthetic_275_50_15,synthetic_275_50_15__faulty__wrong_event__232043,very_large,50,251,15,wrong_event,61.980000,1.000000,1.000000,1.000000,1.000000,0.986858,0.013142,True,True,completed
case_000233,synthetic_276_5_3,synthetic_276_5_3__faulty__wrong_initial_state__233043,small,5,11,3,wrong_initial_state,17.330000,1.000000,1.000000,1.000000,1.000000,0.238095,0.761905,True,True,completed
case_000234,synthetic_277_10_5,synthetic_277_10_5__faulty__duplicate_transition__234043,medium,10,30,5,duplicate_transition,20.270000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,False,completed
case_000235,synthetic_278_20_10,synthetic_278_20_10__faulty__dead_state_intro__235043,large,20,80,10,dead_state_intro,32.280000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000236,synthetic_279_50_15,synthetic_279_50_15__faulty__guard_flip__236043,very_large,50,250,15,guard_flip,63.530000,1.000000,1.000000,1.000000,1.000000,0.998830,0.001170,True,True,completed
case_000237,synthetic_280_5_3,synthetic_280_5_3__faulty__guard_weaken__237043,small,5,10,3,guard_weaken,14.800000,1.000000,1.000000,1.000000,1.000000,0.954545,0.045455,True,True,completed
case_000238,synthetic_281_10_5,synthetic_281_10_5__faulty__guard_strengthen__238043,medium,10,30,5,guard_strengthen,21.830000,1.000000,1.000000,1.000000,1.000000,0.913580,0.086420,True,True,completed
case_000239,synthetic_282_20_10,synthetic_282_20_10__faulty__action_corruption__239043,large,20,80,10,action_corruption,30.620000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000240,synthetic_283_50_15,synthetic_283_50_15__faulty__timeout_corruption__240043,very_large,50,250,15,timeout_corruption,60.580000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000241,synthetic_284_5_3,synthetic_284_5_3__faulty__delay_corruption__241043,small,5,11,3,delay_corruption,14.030000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000242,synthetic_285_10_5,synthetic_285_10_5__faulty__nondeterminism_intro__242043,medium,10,30,5,nondeterminism_intro,20.480000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,False,completed
case_000243,synthetic_286_20_10,synthetic_286_20_10__faulty__unreachable_state_intro__243043,large,20,80,10,unreachable_state_intro,32.240000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000244,,,very_large,0,0,0,variable_intra_class,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,failed: Could not apply operator 'variable_intra_class' for case 244: variable_intra_class requires at least one FSM variable
case_000245,synthetic_288_5_3,synthetic_288_5_3__faulty__guard_inter_class__245043,small,5,10,3,guard_inter_class,12.250000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000246,synthetic_289_10_5,synthetic_289_10_5__faulty__action_full_mutation__246043,medium,10,31,5,action_full_mutation,19.860000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000247,,,large,0,0,0,timed_selective_mutation,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,failed: Could not apply operator 'timed_selective_mutation' for case 247: timed_selective_mutation requires timed transitions
case_000248,synthetic_291_50_15,synthetic_291_50_15__faulty__missing_transition__248043,very_large,50,250,15,missing_transition,58.240000,1.000000,1.000000,1.000000,1.000000,0.998810,0.001190,True,True,completed
case_000249,synthetic_292_5_3,synthetic_292_5_3__faulty__wrong_target__249043,small,5,10,3,wrong_target,13.750000,1.000000,1.000000,1.000000,1.000000,0.954545,0.045455,True,True,completed
case_000250,synthetic_293_10_5,synthetic_293_10_5__faulty__wrong_source__250043,medium,10,31,5,wrong_source,21.430000,1.000000,1.000000,1.000000,1.000000,0.986842,0.013158,True,True,completed
case_000251,synthetic_294_20_10,synthetic_294_20_10__faulty__wrong_event__251043,large,20,80,10,wrong_event,31.590000,1.000000,1.000000,1.000000,1.000000,0.996094,0.003906,True,False,completed
case_000252,synthetic_295_50_15,synthetic_295_50_15__faulty__wrong_initial_state__252043,very_large,50,254,15,wrong_initial_state,59.870000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,True,True,completed
case_000253,synthetic_296_5_3,synthetic_296_5_3__faulty__duplicate_transition__253043,small,5,10,3,duplicate_transition,14.650000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,False,completed
case_000254,synthetic_297_10_5,synthetic_297_10_5__faulty__dead_state_intro__254043,medium,10,30,5,dead_state_intro,20.270000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000255,synthetic_298_20_10,synthetic_298_20_10__faulty__guard_flip__255043,large,20,81,10,guard_flip,33.120000,1.000000,1.000000,1.000000,1.000000,0.995556,0.004444,True,True,completed
case_000256,synthetic_299_50_15,synthetic_299_50_15__faulty__guard_weaken__256043,very_large,50,250,15,guard_weaken,60.540000,1.000000,1.000000,1.000000,1.000000,0.998837,0.001163,True,True,completed
case_000257,synthetic_300_5_3,synthetic_300_5_3__faulty__guard_strengthen__257043,small,5,10,3,guard_strengthen,12.550000,1.000000,1.000000,1.000000,1.000000,0.954545,0.045455,True,True,completed
case_000258,synthetic_301_10_5,synthetic_301_10_5__faulty__action_corruption__258043,medium,10,30,5,action_corruption,21.830000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000259,synthetic_302_20_10,synthetic_302_20_10__faulty__timeout_corruption__259043,large,20,80,10,timeout_corruption,34.460000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000260,synthetic_303_50_15,synthetic_303_50_15__faulty__delay_corruption__260043,very_large,50,251,15,delay_corruption,59.720000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000261,synthetic_304_5_3,synthetic_304_5_3__faulty__nondeterminism_intro__261043,small,5,11,3,nondeterminism_intro,13.130000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,False,completed
case_000262,synthetic_305_10_5,synthetic_305_10_5__faulty__unreachable_state_intro__262043,medium,10,30,5,unreachable_state_intro,20.400000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000263,,,large,0,0,0,variable_intra_class,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,failed: Could not apply operator 'variable_intra_class' for case 263: variable_intra_class requires at least one FSM variable
case_000264,synthetic_307_50_15,synthetic_307_50_15__faulty__guard_inter_class__264043,very_large,50,250,15,guard_inter_class,59.950000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000265,synthetic_308_5_3,synthetic_308_5_3__faulty__action_full_mutation__265043,small,5,10,3,action_full_mutation,13.900000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000266,,,medium,0,0,0,timed_selective_mutation,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,failed: Could not apply operator 'timed_selective_mutation' for case 266: timed_selective_mutation requires timed transitions
case_000267,synthetic_310_20_10,synthetic_310_20_10__faulty__missing_transition__267043,large,20,81,10,missing_transition,35.560000,1.000000,1.000000,1.000000,1.000000,0.996016,0.003984,True,True,completed
case_000268,synthetic_311_50_15,synthetic_311_50_15__faulty__wrong_target__268043,very_large,50,253,15,wrong_target,62.090000,1.000000,1.000000,1.000000,1.000000,0.998874,0.001126,True,True,completed
case_000269,synthetic_312_5_3,synthetic_312_5_3__faulty__wrong_source__269043,small,5,10,3,wrong_source,12.550000,1.000000,1.000000,1.000000,1.000000,0.961538,0.038462,True,False,completed
case_000270,synthetic_313_10_5,synthetic_313_10_5__faulty__wrong_event__270043,medium,10,30,5,wrong_event,21.080000,1.000000,1.000000,1.000000,1.000000,0.913580,0.086420,True,False,completed
case_000271,synthetic_314_20_10,synthetic_314_20_10__faulty__wrong_initial_state__271043,large,20,80,10,wrong_initial_state,32.930000,1.000000,1.000000,1.000000,1.000000,0.258475,0.741525,True,True,completed
case_000272,synthetic_315_50_15,synthetic_315_50_15__faulty__duplicate_transition__272043,very_large,50,251,15,duplicate_transition,62.720000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,False,completed
case_000273,synthetic_316_5_3,synthetic_316_5_3__faulty__dead_state_intro__273043,small,5,10,3,dead_state_intro,12.250000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000274,synthetic_317_10_5,synthetic_317_10_5__faulty__guard_flip__274043,medium,10,30,5,guard_flip,20.270000,1.000000,1.000000,1.000000,1.000000,0.910256,0.089744,True,True,completed
case_000275,synthetic_318_20_10,synthetic_318_20_10__faulty__guard_weaken__275043,large,20,80,10,guard_weaken,32.900000,1.000000,1.000000,1.000000,1.000000,0.995690,0.004310,True,True,completed
case_000276,synthetic_319_50_15,synthetic_319_50_15__faulty__guard_strengthen__276043,very_large,50,251,15,guard_strengthen,58.970000,1.000000,1.000000,1.000000,1.000000,0.998797,0.001203,True,True,completed
case_000277,synthetic_320_5_3,synthetic_320_5_3__faulty__action_corruption__277043,small,5,11,3,action_corruption,14.030000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000278,synthetic_321_10_5,synthetic_321_10_5__faulty__timeout_corruption__278043,medium,10,30,5,timeout_corruption,21.080000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000279,synthetic_322_20_10,synthetic_322_20_10__faulty__delay_corruption__279043,large,20,81,10,delay_corruption,33.240000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000280,synthetic_323_50_15,synthetic_323_50_15__faulty__nondeterminism_intro__280043,very_large,50,250,15,nondeterminism_intro,63.820000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,False,completed
case_000281,synthetic_324_5_3,synthetic_324_5_3__faulty__unreachable_state_intro__281043,small,5,10,3,unreachable_state_intro,14.350000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000282,,,medium,0,0,0,variable_intra_class,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,failed: Could not apply operator 'variable_intra_class' for case 282: variable_intra_class requires at least one FSM variable
case_000283,synthetic_326_20_10,synthetic_326_20_10__faulty__guard_inter_class__283043,large,20,81,10,guard_inter_class,31.710000,1.000000,1.000000,1.000000,1.000000,0.995781,0.004219,True,False,completed
case_000284,synthetic_327_50_15,synthetic_327_50_15__faulty__action_full_mutation__284043,very_large,50,251,15,action_full_mutation,60.520000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000285,,,small,0,0,0,timed_selective_mutation,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,failed: Could not apply operator 'timed_selective_mutation' for case 285: timed_selective_mutation requires timed transitions
case_000286,synthetic_329_10_5,synthetic_329_10_5__faulty__missing_transition__286043,medium,10,31,5,missing_transition,22.750000,1.000000,1.000000,1.000000,1.000000,0.921348,0.078652,True,True,completed
case_000287,synthetic_330_20_10,synthetic_330_20_10__faulty__wrong_target__287043,large,20,80,10,wrong_target,35.180000,1.000000,1.000000,1.000000,1.000000,0.995763,0.004237,True,True,completed
case_000288,synthetic_331_50_15,synthetic_331_50_15__faulty__wrong_source__288043,very_large,50,250,15,wrong_source,61.280000,1.000000,1.000000,1.000000,1.000000,0.998830,0.001170,True,True,completed
case_000289,synthetic_332_5_3,synthetic_332_5_3__faulty__wrong_event__289043,small,5,10,3,wrong_event,14.350000,1.000000,1.000000,1.000000,1.000000,0.769231,0.230769,True,False,completed
case_000290,synthetic_333_10_5,synthetic_333_10_5__faulty__wrong_initial_state__290043,medium,10,30,5,wrong_initial_state,21.770000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,True,True,completed
case_000291,synthetic_334_20_10,synthetic_334_20_10__faulty__duplicate_transition__291043,large,20,80,10,duplicate_transition,31.430000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,False,completed
case_000292,synthetic_335_50_15,synthetic_335_50_15__faulty__dead_state_intro__292043,very_large,50,250,15,dead_state_intro,60.590000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000293,synthetic_336_5_3,synthetic_336_5_3__faulty__guard_flip__293043,small,5,10,3,guard_flip,12.250000,1.000000,1.000000,1.000000,1.000000,0.954545,0.045455,True,True,completed
case_000294,synthetic_337_10_5,synthetic_337_10_5__faulty__guard_weaken__294043,medium,10,30,5,guard_weaken,21.450000,1.000000,1.000000,1.000000,1.000000,0.988095,0.011905,True,True,completed
case_000295,synthetic_338_20_10,synthetic_338_20_10__faulty__guard_strengthen__295043,large,20,80,10,guard_strengthen,32.960000,1.000000,1.000000,1.000000,1.000000,0.962500,0.037500,True,True,completed
case_000296,synthetic_339_50_15,synthetic_339_50_15__faulty__action_corruption__296043,very_large,50,252,15,action_corruption,60.450000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000297,synthetic_340_5_3,synthetic_340_5_3__faulty__timeout_corruption__297043,small,5,10,3,timeout_corruption,12.550000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000298,synthetic_341_10_5,synthetic_341_10_5__faulty__delay_corruption__298043,medium,10,30,5,delay_corruption,21.020000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000299,synthetic_342_20_10,synthetic_342_20_10__faulty__nondeterminism_intro__299043,large,20,83,10,nondeterminism_intro,34.330000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,False,completed
case_000300,synthetic_343_50_15,synthetic_343_50_15__faulty__unreachable_state_intro__300043,very_large,50,251,15,unreachable_state_intro,59.070000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000301,,,small,0,0,0,variable_intra_class,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,failed: Could not apply operator 'variable_intra_class' for case 301: variable_intra_class requires at least one FSM variable
case_000302,synthetic_345_10_5,synthetic_345_10_5__faulty__guard_inter_class__302043,medium,10,31,5,guard_inter_class,22.250000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000303,synthetic_346_20_10,synthetic_346_20_10__faulty__action_full_mutation__303043,large,20,81,10,action_full_mutation,32.520000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000304,,,very_large,0,0,0,timed_selective_mutation,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,failed: Could not apply operator 'timed_selective_mutation' for case 304: timed_selective_mutation requires timed transitions
case_000305,synthetic_348_5_3,synthetic_348_5_3__faulty__missing_transition__305043,small,5,11,3,missing_transition,15.230000,1.000000,1.000000,1.000000,1.000000,0.952381,0.047619,True,True,completed
case_000306,synthetic_349_10_5,synthetic_349_10_5__faulty__wrong_target__306043,medium,10,31,5,wrong_target,21.630000,1.000000,1.000000,1.000000,1.000000,0.919540,0.080460,True,True,completed
case_000307,synthetic_350_20_10,synthetic_350_20_10__faulty__wrong_source__307043,large,20,80,10,wrong_source,35.210000,1.000000,1.000000,1.000000,1.000000,0.995833,0.004167,True,True,completed
case_000308,synthetic_351_50_15,synthetic_351_50_15__faulty__wrong_event__308043,very_large,50,250,15,wrong_event,59.770000,1.000000,1.000000,1.000000,1.000000,0.998824,0.001176,True,True,completed
case_000309,synthetic_352_5_3,synthetic_352_5_3__faulty__wrong_initial_state__309043,small,5,10,3,wrong_initial_state,12.250000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,True,True,completed
case_000310,synthetic_353_10_5,synthetic_353_10_5__faulty__duplicate_transition__310043,medium,10,30,5,duplicate_transition,23.330000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,False,completed
case_000311,synthetic_354_20_10,synthetic_354_20_10__faulty__dead_state_intro__311043,large,20,80,10,dead_state_intro,33.260000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000312,synthetic_355_50_15,synthetic_355_50_15__faulty__guard_flip__312043,very_large,50,250,15,guard_flip,60.570000,1.000000,1.000000,1.000000,1.000000,0.998851,0.001149,True,True,completed
case_000313,synthetic_356_5_3,synthetic_356_5_3__faulty__guard_weaken__313043,small,5,10,3,guard_weaken,14.050000,1.000000,1.000000,1.000000,1.000000,0.954545,0.045455,True,True,completed
case_000314,synthetic_357_10_5,synthetic_357_10_5__faulty__guard_strengthen__314043,medium,10,31,5,guard_strengthen,21.430000,1.000000,1.000000,1.000000,1.000000,0.986842,0.013158,True,True,completed
case_000315,synthetic_358_20_10,synthetic_358_20_10__faulty__action_corruption__315043,large,20,80,10,action_corruption,34.430000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000316,synthetic_359_50_15,synthetic_359_50_15__faulty__timeout_corruption__316043,very_large,50,255,15,timeout_corruption,59.510000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000317,synthetic_360_5_3,synthetic_360_5_3__faulty__delay_corruption__317043,small,5,11,3,delay_corruption,16.580000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000318,synthetic_361_10_5,synthetic_361_10_5__faulty__nondeterminism_intro__318043,medium,10,30,5,nondeterminism_intro,21.080000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,False,completed
case_000319,synthetic_362_20_10,synthetic_362_20_10__faulty__unreachable_state_intro__319043,large,20,80,10,unreachable_state_intro,32.990000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000320,,,very_large,0,0,0,variable_intra_class,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,failed: Could not apply operator 'variable_intra_class' for case 320: variable_intra_class requires at least one FSM variable
case_000321,synthetic_364_5_3,synthetic_364_5_3__faulty__guard_inter_class__321043,small,5,10,3,guard_inter_class,13.150000,1.000000,1.000000,1.000000,1.000000,0.208333,0.791667,True,True,completed
case_000322,synthetic_365_10_5,synthetic_365_10_5__faulty__action_full_mutation__322043,medium,10,30,5,action_full_mutation,21.020000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000323,,,large,0,0,0,timed_selective_mutation,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,failed: Could not apply operator 'timed_selective_mutation' for case 323: timed_selective_mutation requires timed transitions
case_000324,synthetic_367_50_15,synthetic_367_50_15__faulty__missing_transition__324043,very_large,50,250,15,missing_transition,61.270000,1.000000,1.000000,1.000000,1.000000,0.934118,0.065882,True,True,completed
case_000325,synthetic_368_5_3,synthetic_368_5_3__faulty__wrong_target__325043,small,5,11,3,wrong_target,13.730000,1.000000,1.000000,1.000000,1.000000,0.761905,0.238095,True,True,completed
case_000326,synthetic_369_10_5,synthetic_369_10_5__faulty__wrong_source__326043,medium,10,30,5,wrong_source,20.330000,1.000000,1.000000,1.000000,1.000000,0.913580,0.086420,True,False,completed
case_000327,synthetic_370_20_10,synthetic_370_20_10__faulty__wrong_event__327043,large,20,80,10,wrong_event,32.210000,1.000000,1.000000,1.000000,1.000000,0.995833,0.004167,True,True,completed
case_000328,synthetic_371_50_15,synthetic_371_50_15__faulty__wrong_initial_state__328043,very_large,50,250,15,wrong_initial_state,59.760000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,True,True,completed
case_000329,synthetic_372_5_3,synthetic_372_5_3__faulty__duplicate_transition__329043,small,5,10,3,duplicate_transition,12.550000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,False,completed
case_000330,synthetic_373_10_5,synthetic_373_10_5__faulty__dead_state_intro__330043,medium,10,32,5,dead_state_intro,22.530000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000331,synthetic_374_20_10,synthetic_374_20_10__faulty__guard_flip__331043,large,20,80,10,guard_flip,32.990000,1.000000,1.000000,1.000000,1.000000,0.995902,0.004098,True,True,completed
case_000332,synthetic_375_50_15,synthetic_375_50_15__faulty__guard_weaken__332043,very_large,50,250,15,guard_weaken,62.030000,1.000000,1.000000,1.000000,1.000000,0.998830,0.001170,True,True,completed
case_000333,synthetic_376_5_3,synthetic_376_5_3__faulty__guard_strengthen__333043,small,5,10,3,guard_strengthen,15.100000,1.000000,1.000000,1.000000,1.000000,0.772727,0.227273,True,True,completed
case_000334,synthetic_377_10_5,synthetic_377_10_5__faulty__action_corruption__334043,medium,10,30,5,action_corruption,22.130000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000335,synthetic_378_20_10,synthetic_378_20_10__faulty__timeout_corruption__335043,large,20,80,10,timeout_corruption,33.650000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000336,synthetic_379_50_15,synthetic_379_50_15__faulty__delay_corruption__336043,very_large,50,250,15,delay_corruption,62.770000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000337,synthetic_380_5_3,synthetic_380_5_3__faulty__nondeterminism_intro__337043,small,5,11,3,nondeterminism_intro,15.830000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,False,completed
case_000338,synthetic_381_10_5,synthetic_381_10_5__faulty__unreachable_state_intro__338043,medium,10,30,5,unreachable_state_intro,21.080000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000339,,,large,0,0,0,variable_intra_class,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,failed: Could not apply operator 'variable_intra_class' for case 339: variable_intra_class requires at least one FSM variable
case_000340,synthetic_383_50_15,synthetic_383_50_15__faulty__guard_inter_class__340043,very_large,50,253,15,guard_inter_class,60.380000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000341,synthetic_384_5_3,synthetic_384_5_3__faulty__action_full_mutation__341043,small,5,10,3,action_full_mutation,12.250000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000342,,,medium,0,0,0,timed_selective_mutation,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,failed: Could not apply operator 'timed_selective_mutation' for case 342: timed_selective_mutation requires timed transitions
case_000343,synthetic_386_20_10,synthetic_386_20_10__faulty__missing_transition__343043,large,20,80,10,missing_transition,33.770000,1.000000,1.000000,1.000000,1.000000,0.995614,0.004386,True,True,completed
case_000344,synthetic_387_50_15,synthetic_387_50_15__faulty__wrong_target__344043,very_large,50,251,15,wrong_target,58.220000,1.000000,1.000000,1.000000,1.000000,0.998798,0.001202,True,True,completed
case_000345,synthetic_388_5_3,synthetic_388_5_3__faulty__wrong_source__345043,small,5,11,3,wrong_source,14.480000,1.000000,1.000000,1.000000,1.000000,0.761905,0.238095,True,True,completed
case_000346,synthetic_389_10_5,synthetic_389_10_5__faulty__wrong_event__346043,medium,10,30,5,wrong_event,20.950000,1.000000,1.000000,1.000000,1.000000,0.813333,0.186667,True,False,completed
case_000347,synthetic_390_20_10,synthetic_390_20_10__faulty__wrong_initial_state__347043,large,20,80,10,wrong_initial_state,32.930000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,True,True,completed
case_000348,synthetic_391_50_15,synthetic_391_50_15__faulty__duplicate_transition__348043,very_large,50,250,15,duplicate_transition,59.040000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,False,completed
case_000349,synthetic_392_5_3,synthetic_392_5_3__faulty__dead_state_intro__349043,small,5,11,3,dead_state_intro,13.730000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000350,synthetic_393_10_5,synthetic_393_10_5__faulty__guard_flip__350043,medium,10,31,5,guard_flip,20.610000,1.000000,1.000000,1.000000,1.000000,0.986301,0.013699,True,True,completed
case_000351,synthetic_394_20_10,synthetic_394_20_10__faulty__guard_weaken__351043,large,20,80,10,guard_weaken,32.240000,1.000000,1.000000,1.000000,1.000000,0.995902,0.004098,True,True,completed
case_000352,synthetic_395_50_15,synthetic_395_50_15__faulty__guard_strengthen__352043,very_large,50,253,15,guard_strengthen,60.490000,1.000000,1.000000,1.000000,1.000000,0.986982,0.013018,True,True,completed
case_000353,synthetic_396_5_3,synthetic_396_5_3__faulty__action_corruption__353043,small,5,10,3,action_corruption,14.650000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000354,synthetic_397_10_5,synthetic_397_10_5__faulty__timeout_corruption__354043,medium,10,30,5,timeout_corruption,20.270000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000355,synthetic_398_20_10,synthetic_398_20_10__faulty__delay_corruption__355043,large,20,80,10,delay_corruption,33.680000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000356,synthetic_399_50_15,synthetic_399_50_15__faulty__nondeterminism_intro__356043,very_large,50,252,15,nondeterminism_intro,59.980000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,False,completed
case_000357,synthetic_400_5_3,synthetic_400_5_3__faulty__unreachable_state_intro__357043,small,5,10,3,unreachable_state_intro,13.750000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
