case_id,oracle_depth,declared_max_steps,mutation_operator,size_class,scenario_policy,reference_bpr,faulty_bpr,bpr_delta,fault_detected,final_bpr,repair_delta_bpr,complete_repair,effective_repair,oracle_state_coverage,oracle_transition_coverage,oracle_event_coverage,scenario_count,mean_scenario_length,median_scenario_length,max_scenario_length,max_scenario_steps
case_000180,shallow,5,guard_weaken,very_large,depth-forced,1.0,0.994089,0.005911,True,1.0,0.005911,True,True,1.0,1.0,1.0,240,4.229167,4.0,5,5
case_000191,shallow,5,missing_transition,large,depth-forced,1.0,0.993528,0.006472,True,1.0,0.006472,True,True,1.0,1.0,1.0,76,4.065789,4.0,5,5
case_000210,shallow,5,missing_transition,medium,depth-forced,1.0,0.965812,0.034188,True,1.0,0.034188,True,True,1.0,1.0,1.0,29,4.034483,4,5,5
case_000153,shallow,5,missing_transition,small,depth-forced,1.0,0.275,0.725,True,1.0,0.725,True,True,1.0,1.0,1.0,10,4,4.0,5,5
case_000172,shallow,5,missing_transition,very_large,depth-forced,1.0,0.996113,0.003887,True,1.0,0.003887,True,True,1.0,1.0,1.0,241,4.26971,4,5,5
case_000223,shallow,5,nondeterminism_intro,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,78,4.038462,4.0,5,5
case_000166,shallow,5,nondeterminism_intro,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,27,4.037037,4,5,5
case_000185,shallow,5,nondeterminism_intro,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,10,4,4.0,5,5
case_000204,shallow,5,nondeterminism_intro,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,244,4.20082,4.0,5,5
case_000183,shallow,5,timeout_corruption,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,76,4.118421,4.0,5,5
case_000202,shallow,5,timeout_corruption,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,29,4.068966,4,5,5
case_000221,shallow,5,timeout_corruption,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,9,4.111111,4,5,5
case_000164,shallow,5,timeout_corruption,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,243,4.193416,4,5,5
case_000167,shallow,5,unreachable_state_intro,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,76,4.052632,4.0,5,5
case_000186,shallow,5,unreachable_state_intro,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,29,4.068966,4,5,5
case_000205,shallow,5,unreachable_state_intro,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,10,3.9,4.0,5,5
case_000224,shallow,5,unreachable_state_intro,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,236,4.194915,4.0,5,5
case_000175,shallow,5,wrong_event,large,depth-forced,1.0,0.990354,0.009646,True,1.0,0.009646,True,True,1.0,1.0,1.0,75,4.146667,4,5,5
case_000194,shallow,5,wrong_event,medium,depth-forced,1.0,0.932203,0.067797,True,1.0,0.067797,True,True,1.0,1.0,1.0,29,4.068966,4,5,5
case_000213,shallow,5,wrong_event,small,depth-forced,1.0,0.891892,0.108108,True,1.0,0.108108,True,True,1.0,1.0,1.0,9,4.111111,4,5,5
case_000156,shallow,5,wrong_event,very_large,depth-forced,1.0,0.996994,0.003006,True,1.0,0.003006,True,True,1.0,1.0,1.0,238,4.193277,4.0,5,5
case_000195,shallow,5,wrong_initial_state,large,depth-forced,1.0,0.0,1.0,True,0.8375,0.8375,False,True,1.0,1.0,1.0,78,4.102564,4.0,5,5
case_000214,shallow,5,wrong_initial_state,medium,depth-forced,1.0,0.0,1.0,True,0.434426,0.434426,False,True,1.0,1.0,1.0,30,4.066667,4.0,5,5
case_000157,shallow,5,wrong_initial_state,small,depth-forced,1.0,0.0,1.0,True,0.511628,0.511628,False,True,1.0,1.0,1.0,11,3.909091,4,5,5
case_000176,shallow,5,wrong_initial_state,very_large,depth-forced,1.0,0.0,1.0,True,0.617108,0.617108,False,True,1.0,1.0,1.0,234,4.196581,4.0,5,5
case_000155,shallow,5,wrong_source,large,depth-forced,1.0,0.996825,0.003175,True,1.0,0.003175,True,True,1.0,1.0,1.0,77,4.090909,4,5,5
case_000174,shallow,5,wrong_source,medium,depth-forced,1.0,0.983607,0.016393,True,1.0,0.016393,True,True,1.0,1.0,1.0,30,4.066667,4.0,5,5
case_000193,shallow,5,wrong_source,small,depth-forced,1.0,0.925,0.075,True,1.0,0.075,True,True,1.0,1.0,1.0,10,4,4.0,5,5
case_000212,shallow,5,wrong_source,very_large,depth-forced,1.0,0.984466,0.015534,True,0.997087,0.012621,False,True,1.0,1.0,1.0,244,4.221311,4.0,5,5
case_000011,medium,12,action_corruption,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,88,9.136364,9.0,12,12
case_000030,medium,12,action_corruption,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,35,9.314286,9,12,12
case_000049,medium,12,action_corruption,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,14,9.785714,9.5,12,12
case_000068,medium,12,action_corruption,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,255,9.043137,9,12,12
case_000075,medium,12,action_full_mutation,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000018,medium,12,action_full_mutation,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,36,9.305556,9.0,12,12
case_000037,medium,12,action_full_mutation,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,14,9.785714,9.5,12,12
case_000056,medium,12,action_full_mutation,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,254,9.043307,9.0,12,12
case_000007,medium,12,dead_state_intro,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000026,medium,12,dead_state_intro,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000045,medium,12,dead_state_intro,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,14,9.785714,9.5,12,12
case_000064,medium,12,dead_state_intro,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,253,9.047431,9,12,12
case_000051,medium,12,delay_corruption,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000070,medium,12,delay_corruption,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000013,medium,12,delay_corruption,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,15,9.733333,9,12,12
case_000032,medium,12,delay_corruption,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,254,9.043307,9.0,12,12
case_000063,medium,12,duplicate_transition,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,85,9.141176,9,12,12
case_000006,medium,12,duplicate_transition,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000025,medium,12,duplicate_transition,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,14,9.785714,9.5,12,12
case_000044,medium,12,duplicate_transition,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,254,9.043307,9.0,12,12
case_000027,medium,12,guard_flip,large,depth-forced,1.0,0.601043,0.398957,True,1.0,0.398957,True,True,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000046,medium,12,guard_flip,medium,depth-forced,1.0,0.955975,0.044025,True,1.0,0.044025,True,True,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000065,medium,12,guard_flip,small,depth-forced,1.0,0.686131,0.313869,True,1.0,0.313869,True,True,1.0,1.0,1.0,14,9.785714,9.5,12,12
case_000008,medium,12,guard_flip,very_large,depth-forced,1.0,0.972258,0.027742,True,1.0,0.027742,True,True,1.0,1.0,1.0,259,9.046332,9,12,12
case_000055,medium,12,guard_inter_class,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000074,medium,12,guard_inter_class,medium,depth-forced,1.0,0.977987,0.022013,True,1.0,0.022013,True,True,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000017,medium,12,guard_inter_class,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,15,9.733333,9,12,12
case_000036,medium,12,guard_inter_class,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,257,9.042802,9,12,12
case_000067,medium,12,guard_strengthen,large,depth-forced,1.0,0.95176,0.04824,True,1.0,0.04824,True,True,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000010,medium,12,guard_strengthen,medium,depth-forced,1.0,0.707547,0.292453,True,1.0,0.292453,True,True,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000029,medium,12,guard_strengthen,small,depth-forced,1.0,0.656934,0.343066,True,1.0,0.343066,True,True,1.0,1.0,1.0,14,9.785714,9.5,12,12
case_000048,medium,12,guard_strengthen,very_large,depth-forced,1.0,0.98781,0.01219,True,1.0,0.01219,True,True,1.0,1.0,1.0,254,9.043307,9.0,12,12
case_000047,medium,12,guard_weaken,large,depth-forced,1.0,0.978589,0.021411,True,1.0,0.021411,True,True,1.0,1.0,1.0,87,9.126437,9,12,12
case_000066,medium,12,guard_weaken,medium,depth-forced,1.0,0.833333,0.166667,True,1.0,0.166667,True,True,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000009,medium,12,guard_weaken,small,depth-forced,1.0,0.5,0.5,True,1.0,0.5,True,True,1.0,1.0,1.0,15,9.733333,9,12,12
case_000028,medium,12,guard_weaken,very_large,depth-forced,1.0,0.990103,0.009897,True,1.0,0.009897,True,True,1.0,1.0,1.0,257,9.042802,9,12,12
case_000039,medium,12,missing_transition,large,depth-forced,1.0,0.975228,0.024772,True,1.0,0.024772,True,True,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000058,medium,12,missing_transition,medium,depth-forced,1.0,0.917178,0.082822,True,1.0,0.082822,True,True,1.0,1.0,1.0,35,9.314286,9,12,12
case_000001,medium,12,missing_transition,small,depth-forced,1.0,0.562044,0.437956,True,1.0,0.437956,True,True,1.0,1.0,1.0,14,9.785714,9.5,12,12
case_000020,medium,12,missing_transition,very_large,depth-forced,1.0,0.917173,0.082827,True,1.0,0.082827,True,True,1.0,1.0,1.0,255,9.043137,9,12,12
case_000071,medium,12,nondeterminism_intro,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000014,medium,12,nondeterminism_intro,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000033,medium,12,nondeterminism_intro,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,14,9.785714,9.5,12,12
case_000052,medium,12,nondeterminism_intro,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,254,9.043307,9.0,12,12
case_000031,medium,12,timeout_corruption,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,85,9.141176,9,12,12
case_000050,medium,12,timeout_corruption,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,35,9.314286,9,12,12
case_000069,medium,12,timeout_corruption,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,15,9.733333,9,12,12
case_000012,medium,12,timeout_corruption,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,256,9.046875,9.0,12,12
case_000015,medium,12,unreachable_state_intro,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000034,medium,12,unreachable_state_intro,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,36,9.305556,9.0,12,12
case_000053,medium,12,unreachable_state_intro,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,15,9.733333,9,12,12
case_000072,medium,12,unreachable_state_intro,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,256,9.046875,9.0,12,12
case_000023,medium,12,wrong_event,large,depth-forced,1.0,0.942085,0.057915,True,1.0,0.057915,True,True,1.0,1.0,1.0,85,9.141176,9,12,12
case_000042,medium,12,wrong_event,medium,depth-forced,1.0,0.858491,0.141509,True,1.0,0.141509,True,True,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000061,medium,12,wrong_event,small,depth-forced,1.0,0.452555,0.547445,True,1.0,0.547445,True,True,1.0,1.0,1.0,14,9.785714,9.5,12,12
case_000004,medium,12,wrong_event,very_large,depth-forced,1.0,0.984327,0.015673,True,1.0,0.015673,True,True,1.0,1.0,1.0,254,9.043307,9.0,12,12
case_000043,medium,12,wrong_initial_state,large,depth-forced,1.0,0.0,1.0,True,0.84485,0.84485,False,True,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000062,medium,12,wrong_initial_state,medium,depth-forced,1.0,0.0,1.0,True,0.377358,0.377358,False,True,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000005,medium,12,wrong_initial_state,small,depth-forced,1.0,0.0,1.0,True,0.0,0.0,False,False,1.0,1.0,1.0,14,9.785714,9.5,12,12
case_000024,medium,12,wrong_initial_state,very_large,depth-forced,1.0,0.0,1.0,True,0.703799,0.703799,False,True,1.0,1.0,1.0,259,9.046332,9,12,12
case_000003,medium,12,wrong_source,large,depth-forced,1.0,0.936115,0.063885,True,1.0,0.063885,True,True,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000022,medium,12,wrong_source,medium,depth-forced,1.0,0.839623,0.160377,True,1.0,0.160377,True,True,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000041,medium,12,wrong_source,small,depth-forced,1.0,0.540146,0.459854,True,1.0,0.459854,True,True,1.0,1.0,1.0,14,9.785714,9.5,12,12
case_000060,medium,12,wrong_source,very_large,depth-forced,1.0,0.977797,0.022203,True,1.0,0.022203,True,True,1.0,1.0,1.0,254,9.043307,9.0,12,12
case_000059,medium,12,wrong_target,large,depth-forced,1.0,0.965251,0.034749,True,0.965251,0.0,False,False,1.0,1.0,1.0,85,9.141176,9,12,12
case_000002,medium,12,wrong_target,medium,depth-forced,1.0,0.852761,0.147239,True,0.852761,0.0,False,False,1.0,1.0,1.0,35,9.314286,9,12,12
case_000021,medium,12,wrong_target,small,depth-forced,1.0,0.569343,0.430657,True,0.569343,0.0,False,False,1.0,1.0,1.0,14,9.785714,9.5,12,12
case_000040,medium,12,wrong_target,very_large,depth-forced,1.0,0.960843,0.039157,True,0.960843,0.0,False,False,1.0,1.0,1.0,257,9.042802,9,12,12
case_000087,medium,12,action_corruption,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000106,medium,12,action_corruption,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,36,9.305556,9.0,12,12
case_000125,medium,12,action_corruption,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,14,9.785714,9.5,12,12
case_000144,medium,12,action_corruption,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,254,9.043307,9.0,12,12
case_000151,medium,12,action_full_mutation,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,85,9.141176,9,12,12
case_000094,medium,12,action_full_mutation,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000113,medium,12,action_full_mutation,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,15,9.733333,9,12,12
case_000132,medium,12,action_full_mutation,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,254,9.043307,9.0,12,12
case_000083,medium,12,dead_state_intro,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000102,medium,12,dead_state_intro,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,36,9.305556,9.0,12,12
case_000121,medium,12,dead_state_intro,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,14,9.785714,9.5,12,12
case_000140,medium,12,dead_state_intro,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,259,9.046332,9,12,12
case_000127,medium,12,delay_corruption,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000146,medium,12,delay_corruption,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000089,medium,12,delay_corruption,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,14,9.785714,9.5,12,12
case_000108,medium,12,delay_corruption,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,254,9.043307,9.0,12,12
case_000139,medium,12,duplicate_transition,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000082,medium,12,duplicate_transition,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000101,medium,12,duplicate_transition,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,14,9.785714,9.5,12,12
case_000120,medium,12,duplicate_transition,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,257,9.042802,9,12,12
case_000103,medium,12,guard_flip,large,depth-forced,1.0,0.919166,0.080834,True,1.0,0.080834,True,True,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000122,medium,12,guard_flip,medium,depth-forced,1.0,0.874233,0.125767,True,1.0,0.125767,True,True,1.0,1.0,1.0,35,9.314286,9,12,12
case_000141,medium,12,guard_flip,small,depth-forced,1.0,0.459854,0.540146,True,1.0,0.540146,True,True,1.0,1.0,1.0,14,9.785714,9.5,12,12
case_000084,medium,12,guard_flip,very_large,depth-forced,1.0,0.976149,0.023851,True,1.0,0.023851,True,True,1.0,1.0,1.0,255,9.043137,9,12,12
case_000131,medium,12,guard_inter_class,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,87,9.126437,9,12,12
case_000150,medium,12,guard_inter_class,medium,depth-forced,1.0,0.81761,0.18239,True,1.0,0.18239,True,True,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000093,medium,12,guard_inter_class,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,13,9.923077,10,12,12
case_000112,medium,12,guard_inter_class,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,257,9.042802,9,12,12
case_000143,medium,12,guard_strengthen,large,depth-forced,1.0,0.954955,0.045045,True,1.0,0.045045,True,True,1.0,1.0,1.0,85,9.141176,9,12,12
case_000086,medium,12,guard_strengthen,medium,depth-forced,1.0,0.874214,0.125786,True,1.0,0.125786,True,True,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000105,medium,12,guard_strengthen,small,depth-forced,1.0,0.759124,0.240876,True,1.0,0.240876,True,True,1.0,1.0,1.0,14,9.785714,9.5,12,12
case_000124,medium,12,guard_strengthen,very_large,depth-forced,1.0,0.986183,0.013817,True,1.0,0.013817,True,True,1.0,1.0,1.0,256,9.046875,9.0,12,12
case_000123,medium,12,guard_weaken,large,depth-forced,1.0,0.963494,0.036506,True,1.0,0.036506,True,True,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000142,medium,12,guard_weaken,medium,depth-forced,1.0,0.808176,0.191824,True,1.0,0.191824,True,True,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000085,medium,12,guard_weaken,small,depth-forced,1.0,0.452055,0.547945,True,1.0,0.547945,True,True,1.0,1.0,1.0,15,9.733333,9,12,12
case_000104,medium,12,guard_weaken,very_large,depth-forced,1.0,0.952982,0.047018,True,1.0,0.047018,True,True,1.0,1.0,1.0,254,9.043307,9.0,12,12
case_000115,medium,12,missing_transition,large,depth-forced,1.0,0.952866,0.047134,True,1.0,0.047134,True,True,1.0,1.0,1.0,86,9.127907,9.0,12,12
case_000134,medium,12,missing_transition,medium,depth-forced,1.0,0.836478,0.163522,True,1.0,0.163522,True,True,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000077,medium,12,missing_transition,small,depth-forced,1.0,0.616438,0.383562,True,1.0,0.383562,True,True,1.0,1.0,1.0,15,9.733333,9,12,12
case_000096,medium,12,missing_transition,very_large,depth-forced,1.0,0.990422,0.009578,True,1.0,0.009578,True,True,1.0,1.0,1.0,254,9.043307,9.0,12,12
case_000147,medium,12,nondeterminism_intro,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,85,9.141176,9,12,12
case_000090,medium,12,nondeterminism_intro,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000109,medium,12,nondeterminism_intro,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,16,9.75,9.5,12,12
case_000128,medium,12,nondeterminism_intro,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,255,9.043137,9,12,12
case_000107,medium,12,timeout_corruption,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000126,medium,12,timeout_corruption,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000145,medium,12,timeout_corruption,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,15,9.733333,9,12,12
case_000088,medium,12,timeout_corruption,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,254,9.043307,9.0,12,12
case_000091,medium,12,unreachable_state_intro,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000110,medium,12,unreachable_state_intro,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000129,medium,12,unreachable_state_intro,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,15,9.733333,9,12,12
case_000148,medium,12,unreachable_state_intro,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,254,9.043307,9.0,12,12
case_000099,medium,12,wrong_event,large,depth-forced,1.0,0.956975,0.043025,True,1.0,0.043025,True,True,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000118,medium,12,wrong_event,medium,depth-forced,1.0,0.889937,0.110063,True,1.0,0.110063,True,True,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000137,medium,12,wrong_event,small,depth-forced,1.0,0.656934,0.343066,True,1.0,0.343066,True,True,1.0,1.0,1.0,14,9.785714,9.5,12,12
case_000080,medium,12,wrong_event,very_large,depth-forced,1.0,0.99266,0.00734,True,1.0,0.00734,True,True,1.0,1.0,1.0,256,9.046875,9.0,12,12
case_000119,medium,12,wrong_initial_state,large,depth-forced,1.0,0.0,1.0,True,0.431551,0.431551,False,True,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000138,medium,12,wrong_initial_state,medium,depth-forced,1.0,0.0,1.0,True,0.303681,0.303681,False,True,1.0,1.0,1.0,35,9.314286,9,12,12
case_000081,medium,12,wrong_initial_state,small,depth-forced,1.0,0.0,1.0,True,0.630137,0.630137,False,True,1.0,1.0,1.0,15,9.733333,9,12,12
case_000100,medium,12,wrong_initial_state,very_large,depth-forced,1.0,0.0,1.0,True,0.354247,0.354247,False,True,1.0,1.0,1.0,259,9.046332,9,12,12
case_000079,medium,12,wrong_source,large,depth-forced,1.0,0.918919,0.081081,True,0.947233,0.028314,False,True,1.0,1.0,1.0,85,9.141176,9,12,12
case_000098,medium,12,wrong_source,medium,depth-forced,1.0,0.937107,0.062893,True,1.0,0.062893,True,True,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000117,medium,12,wrong_source,small,depth-forced,1.0,0.364964,0.635036,True,1.0,0.635036,True,True,1.0,1.0,1.0,14,9.785714,9.5,12,12
case_000136,medium,12,wrong_source,very_large,depth-forced,1.0,0.953959,0.046041,True,0.984509,0.030551,False,True,1.0,1.0,1.0,257,9.042802,9,12,12
case_000135,medium,12,wrong_target,large,depth-forced,1.0,0.988417,0.011583,True,0.988417,0.0,False,False,1.0,1.0,1.0,85,9.141176,9,12,12
case_000078,medium,12,wrong_target,medium,depth-forced,1.0,0.880503,0.119497,True,0.880503,0.0,False,False,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000097,medium,12,wrong_target,small,depth-forced,1.0,0.430657,0.569343,True,0.430657,0.0,False,False,1.0,1.0,1.0,14,9.785714,9.5,12,12
case_000116,medium,12,wrong_target,very_large,depth-forced,1.0,0.992194,0.007806,True,0.992194,0.0,False,False,1.0,1.0,1.0,255,9.043137,9,12,12
case_000163,medium,12,action_corruption,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000182,medium,12,action_corruption,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000201,medium,12,action_corruption,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,15,9.733333,9,12,12
case_000220,medium,12,action_corruption,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,255,9.043137,9,12,12
case_000227,medium,12,action_full_mutation,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000170,medium,12,action_full_mutation,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000189,medium,12,action_full_mutation,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,15,9.733333,9,12,12
