case_id,tool_id,tool_type,model,mutation_operator,status,failure_class,initial_bpr,final_bpr,delta_bpr,complete_repair,effective_repair,regression,patch_parse_failures,patch_validation_failures,patch_application_failures,iterations_completed,runtime_seconds
case_000224,baseline_search_bpr,baseline,baseline_search_bpr,unreachable_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0101
case_000226,baseline_llm_template,baseline,baseline_llm_template,guard_inter_class,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005
case_000226,baseline_oracle_composite,baseline,baseline_oracle_composite,guard_inter_class,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0009
case_000226,baseline_search_bpr,baseline,baseline_search_bpr,guard_inter_class,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005
case_000227,baseline_llm_template,baseline,baseline_llm_template,action_full_mutation,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0017
case_000227,baseline_oracle_composite,baseline,baseline_oracle_composite,action_full_mutation,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0017
case_000227,baseline_search_bpr,baseline,baseline_search_bpr,action_full_mutation,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0017
case_000229,baseline_llm_template,baseline,baseline_llm_template,missing_transition,completed,complete_repair,0.9545454545454546,1.0,0.045454545454545414,True,True,False,0,0,0,1,0.0009
case_000229,baseline_oracle_composite,baseline,baseline_oracle_composite,missing_transition,completed,complete_repair,0.9545454545454546,1.0,0.045454545454545414,True,True,False,0,0,0,1,0.0008
case_000229,baseline_search_bpr,baseline,baseline_search_bpr,missing_transition,completed,complete_repair,0.9545454545454546,1.0,0.045454545454545414,True,True,False,0,0,0,1,0.0008
case_000230,baseline_llm_template,baseline,baseline_llm_template,wrong_target,completed,complete_repair,0.9871794871794872,1.0,0.012820512820512775,True,True,False,0,0,0,1,0.0026
case_000230,baseline_oracle_composite,baseline,baseline_oracle_composite,wrong_target,completed,complete_repair,0.9871794871794872,1.0,0.012820512820512775,True,True,False,0,0,0,1,0.0018
case_000230,baseline_search_bpr,baseline,baseline_search_bpr,wrong_target,completed,complete_repair,0.9871794871794872,1.0,0.012820512820512775,True,True,False,0,0,0,1,0.0024
case_000231,baseline_llm_template,baseline,baseline_llm_template,wrong_source,completed,complete_repair,0.9962121212121212,1.0,0.0037878787878787845,True,True,False,0,0,0,1,0.0121
case_000231,baseline_oracle_composite,baseline,baseline_oracle_composite,wrong_source,completed,complete_repair,0.9962121212121212,1.0,0.0037878787878787845,True,True,False,0,0,0,1,0.0164
case_000231,baseline_search_bpr,baseline,baseline_search_bpr,wrong_source,completed,complete_repair,0.9962121212121212,1.0,0.0037878787878787845,True,True,False,0,0,0,1,0.0199
case_000232,baseline_llm_template,baseline,baseline_llm_template,wrong_event,completed,effective_repair,0.986857825567503,0.998805256869773,0.01194743130226994,False,True,False,0,0,0,1,0.0813
case_000232,baseline_oracle_composite,baseline,baseline_oracle_composite,wrong_event,completed,effective_repair,0.986857825567503,0.998805256869773,0.01194743130226994,False,True,False,0,0,0,1,0.0775
case_000232,baseline_search_bpr,baseline,baseline_search_bpr,wrong_event,completed,complete_repair,0.986857825567503,1.0,0.01314217443249699,True,True,False,0,0,0,1,0.1361
case_000233,baseline_llm_template,baseline,baseline_llm_template,wrong_initial_state,completed,effective_repair,0.23809523809523808,0.9523809523809523,0.7142857142857142,False,True,False,0,0,0,1,0.0009
case_000233,baseline_oracle_composite,baseline,baseline_oracle_composite,wrong_initial_state,completed,effective_repair,0.23809523809523808,0.9523809523809523,0.7142857142857142,False,True,False,0,0,0,1,0.0011
case_000233,baseline_search_bpr,baseline,baseline_search_bpr,wrong_initial_state,completed,effective_repair,0.23809523809523808,0.9523809523809523,0.7142857142857142,False,True,False,0,0,0,1,0.0025
case_000234,baseline_llm_template,baseline,baseline_llm_template,duplicate_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.001
case_000234,baseline_oracle_composite,baseline,baseline_oracle_composite,duplicate_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005
case_000234,baseline_search_bpr,baseline,baseline_search_bpr,duplicate_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005
case_000235,baseline_llm_template,baseline,baseline_llm_template,dead_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0017
case_000235,baseline_oracle_composite,baseline,baseline_oracle_composite,dead_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0018
case_000235,baseline_search_bpr,baseline,baseline_search_bpr,dead_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0017
case_000236,baseline_llm_template,baseline,baseline_llm_template,guard_flip,completed,complete_repair,0.9988304093567252,1.0,0.0011695906432748204,True,True,False,0,0,0,1,0.0803
case_000236,baseline_oracle_composite,baseline,baseline_oracle_composite,guard_flip,completed,complete_repair,0.9988304093567252,1.0,0.0011695906432748204,True,True,False,0,0,0,1,0.058
case_000236,baseline_search_bpr,baseline,baseline_search_bpr,guard_flip,completed,complete_repair,0.9988304093567252,1.0,0.0011695906432748204,True,True,False,0,0,0,1,0.1378
case_000237,baseline_llm_template,baseline,baseline_llm_template,guard_weaken,completed,complete_repair,0.9545454545454546,1.0,0.045454545454545414,True,True,False,0,0,0,1,0.0006
case_000237,baseline_oracle_composite,baseline,baseline_oracle_composite,guard_weaken,completed,complete_repair,0.9545454545454546,1.0,0.045454545454545414,True,True,False,0,0,0,1,0.0005
case_000237,baseline_search_bpr,baseline,baseline_search_bpr,guard_weaken,completed,complete_repair,0.9545454545454546,1.0,0.045454545454545414,True,True,False,0,0,0,1,0.0014
case_000238,baseline_llm_template,baseline,baseline_llm_template,guard_strengthen,completed,complete_repair,0.9135802469135802,1.0,0.0864197530864198,True,True,False,0,0,0,1,0.0018
case_000238,baseline_oracle_composite,baseline,baseline_oracle_composite,guard_strengthen,completed,complete_repair,0.9135802469135802,1.0,0.0864197530864198,True,True,False,0,0,0,1,0.0019
case_000238,baseline_search_bpr,baseline,baseline_search_bpr,guard_strengthen,completed,complete_repair,0.9135802469135802,1.0,0.0864197530864198,True,True,False,0,0,0,1,0.0034
case_000239,baseline_llm_template,baseline,baseline_llm_template,action_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0016
case_000239,baseline_oracle_composite,baseline,baseline_oracle_composite,action_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0017
case_000239,baseline_search_bpr,baseline,baseline_search_bpr,action_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0016
case_000240,baseline_llm_template,baseline,baseline_llm_template,timeout_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0088
case_000240,baseline_oracle_composite,baseline,baseline_oracle_composite,timeout_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0195
case_000240,baseline_search_bpr,baseline,baseline_search_bpr,timeout_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0189
case_000241,baseline_llm_template,baseline,baseline_llm_template,delay_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002
case_000241,baseline_oracle_composite,baseline,baseline_oracle_composite,delay_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002
case_000241,baseline_search_bpr,baseline,baseline_search_bpr,delay_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002
case_000242,baseline_llm_template,baseline,baseline_llm_template,nondeterminism_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005
case_000242,baseline_oracle_composite,baseline,baseline_oracle_composite,nondeterminism_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005
case_000242,baseline_search_bpr,baseline,baseline_search_bpr,nondeterminism_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005
case_000243,baseline_llm_template,baseline,baseline_llm_template,unreachable_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0016
case_000243,baseline_oracle_composite,baseline,baseline_oracle_composite,unreachable_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0017
case_000243,baseline_search_bpr,baseline,baseline_search_bpr,unreachable_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0018
case_000245,baseline_llm_template,baseline,baseline_llm_template,guard_inter_class,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002
case_000245,baseline_oracle_composite,baseline,baseline_oracle_composite,guard_inter_class,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002
case_000245,baseline_search_bpr,baseline,baseline_search_bpr,guard_inter_class,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0001
case_000246,baseline_llm_template,baseline,baseline_llm_template,action_full_mutation,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005
case_000246,baseline_oracle_composite,baseline,baseline_oracle_composite,action_full_mutation,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005
case_000246,baseline_search_bpr,baseline,baseline_search_bpr,action_full_mutation,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005
case_000248,baseline_llm_template,baseline,baseline_llm_template,missing_transition,completed,complete_repair,0.9988095238095238,1.0,0.0011904761904761862,True,True,False,0,0,0,1,0.05
case_000248,baseline_oracle_composite,baseline,baseline_oracle_composite,missing_transition,completed,complete_repair,0.9988095238095238,1.0,0.0011904761904761862,True,True,False,0,0,0,1,0.0631
case_000248,baseline_search_bpr,baseline,baseline_search_bpr,missing_transition,completed,complete_repair,0.9988095238095238,1.0,0.0011904761904761862,True,True,False,0,0,0,1,0.1037
case_000249,baseline_llm_template,baseline,baseline_llm_template,wrong_target,completed,complete_repair,0.9545454545454546,1.0,0.045454545454545414,True,True,False,0,0,0,1,0.0005
case_000249,baseline_oracle_composite,baseline,baseline_oracle_composite,wrong_target,completed,complete_repair,0.9545454545454546,1.0,0.045454545454545414,True,True,False,0,0,0,1,0.0005
case_000249,baseline_search_bpr,baseline,baseline_search_bpr,wrong_target,completed,complete_repair,0.9545454545454546,1.0,0.045454545454545414,True,True,False,0,0,0,1,0.0008
case_000250,baseline_llm_template,baseline,baseline_llm_template,wrong_source,completed,no_improvement,0.9868421052631579,0.9868421052631579,0.0,False,False,False,0,0,0,1,0.0023
case_000250,baseline_oracle_composite,baseline,baseline_oracle_composite,wrong_source,completed,no_improvement,0.9868421052631579,0.9868421052631579,0.0,False,False,False,0,0,0,1,0.002
case_000250,baseline_search_bpr,baseline,baseline_search_bpr,wrong_source,completed,complete_repair,0.9868421052631579,1.0,0.013157894736842146,True,True,False,0,0,0,1,0.0039
case_000251,baseline_llm_template,baseline,baseline_llm_template,wrong_event,completed,regression,0.99609375,0.9921875,-0.00390625,False,False,True,0,0,0,1,0.0165
case_000251,baseline_oracle_composite,baseline,baseline_oracle_composite,wrong_event,completed,regression,0.99609375,0.9921875,-0.00390625,False,False,True,0,0,0,1,0.0137
case_000251,baseline_search_bpr,baseline,baseline_search_bpr,wrong_event,completed,complete_repair,0.99609375,1.0,0.00390625,True,True,False,0,0,0,1,0.0107
case_000252,baseline_llm_template,baseline,baseline_llm_template,wrong_initial_state,completed,effective_repair,0.0,0.9977924944812362,0.9977924944812362,False,True,False,0,0,0,1,0.1612
case_000252,baseline_oracle_composite,baseline,baseline_oracle_composite,wrong_initial_state,completed,effective_repair,0.0,0.9977924944812362,0.9977924944812362,False,True,False,0,0,0,1,0.1226
case_000252,baseline_search_bpr,baseline,baseline_search_bpr,wrong_initial_state,completed,effective_repair,0.0,0.6037527593818984,0.6037527593818984,False,True,False,0,0,0,1,0.3069
case_000253,baseline_llm_template,baseline,baseline_llm_template,duplicate_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002
case_000253,baseline_oracle_composite,baseline,baseline_oracle_composite,duplicate_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002
case_000253,baseline_search_bpr,baseline,baseline_search_bpr,duplicate_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002
case_000254,baseline_llm_template,baseline,baseline_llm_template,dead_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005
case_000254,baseline_oracle_composite,baseline,baseline_oracle_composite,dead_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005
case_000254,baseline_search_bpr,baseline,baseline_search_bpr,dead_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005
case_000255,baseline_llm_template,baseline,baseline_llm_template,guard_flip,completed,complete_repair,0.9955555555555555,1.0,0.004444444444444473,True,True,False,0,0,0,1,0.0055
case_000255,baseline_oracle_composite,baseline,baseline_oracle_composite,guard_flip,completed,complete_repair,0.9955555555555555,1.0,0.004444444444444473,True,True,False,0,0,0,1,0.0176
case_000255,baseline_search_bpr,baseline,baseline_search_bpr,guard_flip,completed,complete_repair,0.9955555555555555,1.0,0.004444444444444473,True,True,False,0,0,0,1,0.0248
case_000256,baseline_llm_template,baseline,baseline_llm_template,guard_weaken,completed,no_improvement,0.9988372093023256,0.9988372093023256,0.0,False,False,False,0,0,0,1,0.1086
case_000256,baseline_oracle_composite,baseline,baseline_oracle_composite,guard_weaken,completed,no_improvement,0.9988372093023256,0.9988372093023256,0.0,False,False,False,0,0,0,1,0.0734
case_000256,baseline_search_bpr,baseline,baseline_search_bpr,guard_weaken,completed,complete_repair,0.9988372093023256,1.0,0.0011627906976744429,True,True,False,0,0,0,1,0.1324
case_000257,baseline_llm_template,baseline,baseline_llm_template,guard_strengthen,completed,complete_repair,0.9545454545454546,1.0,0.045454545454545414,True,True,False,0,0,0,1,0.0005
case_000257,baseline_oracle_composite,baseline,baseline_oracle_composite,guard_strengthen,completed,complete_repair,0.9545454545454546,1.0,0.045454545454545414,True,True,False,0,0,0,1,0.0005
case_000257,baseline_search_bpr,baseline,baseline_search_bpr,guard_strengthen,completed,complete_repair,0.9545454545454546,1.0,0.045454545454545414,True,True,False,0,0,0,1,0.0008
case_000258,baseline_llm_template,baseline,baseline_llm_template,action_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005
case_000258,baseline_oracle_composite,baseline,baseline_oracle_composite,action_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005
case_000258,baseline_search_bpr,baseline,baseline_search_bpr,action_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005
case_000259,baseline_llm_template,baseline,baseline_llm_template,timeout_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0018
case_000259,baseline_oracle_composite,baseline,baseline_oracle_composite,timeout_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0016
case_000259,baseline_search_bpr,baseline,baseline_search_bpr,timeout_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0017
case_000260,baseline_llm_template,baseline,baseline_llm_template,delay_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0294
case_000260,baseline_oracle_composite,baseline,baseline_oracle_composite,delay_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0266
case_000260,baseline_search_bpr,baseline,baseline_search_bpr,delay_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0091
case_000261,baseline_llm_template,baseline,baseline_llm_template,nondeterminism_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002
case_000261,baseline_oracle_composite,baseline,baseline_oracle_composite,nondeterminism_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002
case_000261,baseline_search_bpr,baseline,baseline_search_bpr,nondeterminism_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002
case_000262,baseline_llm_template,baseline,baseline_llm_template,unreachable_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005
case_000262,baseline_oracle_composite,baseline,baseline_oracle_composite,unreachable_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005
case_000262,baseline_search_bpr,baseline,baseline_search_bpr,unreachable_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005
case_000264,baseline_llm_template,baseline,baseline_llm_template,guard_inter_class,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0111
case_000264,baseline_oracle_composite,baseline,baseline_oracle_composite,guard_inter_class,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0249
case_000264,baseline_search_bpr,baseline,baseline_search_bpr,guard_inter_class,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0159
case_000265,baseline_llm_template,baseline,baseline_llm_template,action_full_mutation,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002
case_000265,baseline_oracle_composite,baseline,baseline_oracle_composite,action_full_mutation,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002
case_000265,baseline_search_bpr,baseline,baseline_search_bpr,action_full_mutation,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002
case_000267,baseline_llm_template,baseline,baseline_llm_template,missing_transition,completed,complete_repair,0.9960159362549801,1.0,0.003984063745019917,True,True,False,0,0,0,1,0.0108
case_000267,baseline_oracle_composite,baseline,baseline_oracle_composite,missing_transition,completed,complete_repair,0.9960159362549801,1.0,0.003984063745019917,True,True,False,0,0,0,1,0.013
case_000267,baseline_search_bpr,baseline,baseline_search_bpr,missing_transition,completed,complete_repair,0.9960159362549801,1.0,0.003984063745019917,True,True,False,0,0,0,1,0.0292
case_000268,baseline_llm_template,baseline,baseline_llm_template,wrong_target,completed,complete_repair,0.9988738738738738,1.0,0.0011261261261261701,True,True,False,0,0,0,1,0.0703
case_000268,baseline_oracle_composite,baseline,baseline_oracle_composite,wrong_target,completed,complete_repair,0.9988738738738738,1.0,0.0011261261261261701,True,True,False,0,0,0,1,0.0613
case_000268,baseline_search_bpr,baseline,baseline_search_bpr,wrong_target,completed,complete_repair,0.9988738738738738,1.0,0.0011261261261261701,True,True,False,0,0,0,1,0.1226
case_000269,baseline_llm_template,baseline,baseline_llm_template,wrong_source,completed,complete_repair,0.9615384615384616,1.0,0.038461538461538436,True,True,False,0,0,0,1,0.0007
case_000269,baseline_oracle_composite,baseline,baseline_oracle_composite,wrong_source,completed,complete_repair,0.9615384615384616,1.0,0.038461538461538436,True,True,False,0,0,0,1,0.0007
case_000269,baseline_search_bpr,baseline,baseline_search_bpr,wrong_source,completed,complete_repair,0.9615384615384616,1.0,0.038461538461538436,True,True,False,0,0,0,1,0.0012
case_000270,baseline_llm_template,baseline,baseline_llm_template,wrong_event,completed,regression,0.9135802469135802,0.4567901234567901,-0.4567901234567901,False,False,True,0,0,0,1,0.002
case_000270,baseline_oracle_composite,baseline,baseline_oracle_composite,wrong_event,completed,regression,0.9135802469135802,0.4567901234567901,-0.4567901234567901,False,False,True,0,0,0,1,0.0019
case_000270,baseline_search_bpr,baseline,baseline_search_bpr,wrong_event,completed,complete_repair,0.9135802469135802,1.0,0.0864197530864198,True,True,False,0,0,0,1,0.0033
case_000271,baseline_llm_template,baseline,baseline_llm_template,wrong_initial_state,completed,effective_repair,0.2584745762711864,0.9957627118644068,0.7372881355932204,False,True,False,0,0,0,1,0.0252
case_000271,baseline_oracle_composite,baseline,baseline_oracle_composite,wrong_initial_state,completed,effective_repair,0.2584745762711864,0.9957627118644068,0.7372881355932204,False,True,False,0,0,0,1,0.0096
case_000271,baseline_search_bpr,baseline,baseline_search_bpr,wrong_initial_state,completed,effective_repair,0.2584745762711864,0.9067796610169492,0.6483050847457628,False,True,False,0,0,0,1,0.0654
case_000272,baseline_llm_template,baseline,baseline_llm_template,duplicate_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0196
case_000272,baseline_oracle_composite,baseline,baseline_oracle_composite,duplicate_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0221
case_000272,baseline_search_bpr,baseline,baseline_search_bpr,duplicate_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0198
case_000273,baseline_llm_template,baseline,baseline_llm_template,dead_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0003
case_000273,baseline_oracle_composite,baseline,baseline_oracle_composite,dead_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0003
case_000273,baseline_search_bpr,baseline,baseline_search_bpr,dead_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0003
case_000274,baseline_llm_template,baseline,baseline_llm_template,guard_flip,completed,complete_repair,0.9102564102564102,1.0,0.08974358974358976,True,True,False,0,0,0,1,0.0017
case_000274,baseline_oracle_composite,baseline,baseline_oracle_composite,guard_flip,completed,complete_repair,0.9102564102564102,1.0,0.08974358974358976,True,True,False,0,0,0,1,0.0031
case_000274,baseline_search_bpr,baseline,baseline_search_bpr,guard_flip,completed,complete_repair,0.9102564102564102,1.0,0.08974358974358976,True,True,False,0,0,0,1,0.0033
case_000275,baseline_llm_template,baseline,baseline_llm_template,guard_weaken,completed,no_improvement,0.9956896551724138,0.9956896551724138,0.0,False,False,False,0,0,0,1,0.0113
case_000275,baseline_oracle_composite,baseline,baseline_oracle_composite,guard_weaken,completed,no_improvement,0.9956896551724138,0.9956896551724138,0.0,False,False,False,0,0,0,1,0.0099
case_000275,baseline_search_bpr,baseline,baseline_search_bpr,guard_weaken,completed,complete_repair,0.9956896551724138,1.0,0.004310344827586188,True,True,False,0,0,0,1,0.014
case_000276,baseline_llm_template,baseline,baseline_llm_template,guard_strengthen,completed,complete_repair,0.9987966305655837,1.0,0.001203369434416346,True,True,False,0,0,0,1,0.046
case_000276,baseline_oracle_composite,baseline,baseline_oracle_composite,guard_strengthen,completed,complete_repair,0.9987966305655837,1.0,0.001203369434416346,True,True,False,0,0,0,1,0.0882
case_000276,baseline_search_bpr,baseline,baseline_search_bpr,guard_strengthen,completed,complete_repair,0.9987966305655837,1.0,0.001203369434416346,True,True,False,0,0,0,1,0.118
case_000277,baseline_llm_template,baseline,baseline_llm_template,action_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002
case_000277,baseline_oracle_composite,baseline,baseline_oracle_composite,action_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002
case_000277,baseline_search_bpr,baseline,baseline_search_bpr,action_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002
case_000278,baseline_llm_template,baseline,baseline_llm_template,timeout_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005
case_000278,baseline_oracle_composite,baseline,baseline_oracle_composite,timeout_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005
case_000278,baseline_search_bpr,baseline,baseline_search_bpr,timeout_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005
case_000279,baseline_llm_template,baseline,baseline_llm_template,delay_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0017
case_000279,baseline_oracle_composite,baseline,baseline_oracle_composite,delay_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0021
case_000279,baseline_search_bpr,baseline,baseline_search_bpr,delay_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0017
case_000280,baseline_llm_template,baseline,baseline_llm_template,nondeterminism_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0287
case_000280,baseline_oracle_composite,baseline,baseline_oracle_composite,nondeterminism_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0098
case_000280,baseline_search_bpr,baseline,baseline_search_bpr,nondeterminism_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0172
case_000281,baseline_llm_template,baseline,baseline_llm_template,unreachable_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002
case_000281,baseline_oracle_composite,baseline,baseline_oracle_composite,unreachable_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002
case_000281,baseline_search_bpr,baseline,baseline_search_bpr,unreachable_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002
case_000283,baseline_llm_template,baseline,baseline_llm_template,guard_inter_class,completed,no_improvement,0.9957805907172996,0.9957805907172996,0.0,False,False,False,0,1,0,1,0.0146
case_000283,baseline_oracle_composite,baseline,baseline_oracle_composite,guard_inter_class,completed,no_improvement,0.9957805907172996,0.9957805907172996,0.0,False,False,False,0,1,0,1,0.026
case_000283,baseline_search_bpr,baseline,baseline_search_bpr,guard_inter_class,completed,no_improvement,0.9957805907172996,0.9957805907172996,0.0,False,False,False,0,1,0,1,0.0116
case_000284,baseline_llm_template,baseline,baseline_llm_template,action_full_mutation,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0119
case_000284,baseline_oracle_composite,baseline,baseline_oracle_composite,action_full_mutation,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0105
case_000284,baseline_search_bpr,baseline,baseline_search_bpr,action_full_mutation,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0106
case_000286,baseline_llm_template,baseline,baseline_llm_template,missing_transition,completed,complete_repair,0.9213483146067416,1.0,0.0786516853932584,True,True,False,0,0,0,1,0.002
case_000286,baseline_oracle_composite,baseline,baseline_oracle_composite,missing_transition,completed,complete_repair,0.9213483146067416,1.0,0.0786516853932584,True,True,False,0,0,0,1,0.0034
case_000286,baseline_search_bpr,baseline,baseline_search_bpr,missing_transition,completed,complete_repair,0.9213483146067416,1.0,0.0786516853932584,True,True,False,0,0,0,1,0.0068
case_000287,baseline_llm_template,baseline,baseline_llm_template,wrong_target,completed,complete_repair,0.9957627118644068,1.0,0.004237288135593209,True,True,False,0,0,0,1,0.0046
case_000287,baseline_oracle_composite,baseline,baseline_oracle_composite,wrong_target,completed,complete_repair,0.9957627118644068,1.0,0.004237288135593209,True,True,False,0,0,0,1,0.0053
case_000287,baseline_search_bpr,baseline,baseline_search_bpr,wrong_target,completed,complete_repair,0.9957627118644068,1.0,0.004237288135593209,True,True,False,0,0,0,1,0.0127
case_000288,baseline_llm_template,baseline,baseline_llm_template,wrong_source,completed,complete_repair,0.9988304093567252,1.0,0.0011695906432748204,True,True,False,0,0,0,1,0.0965
case_000288,baseline_oracle_composite,baseline,baseline_oracle_composite,wrong_source,completed,complete_repair,0.9988304093567252,1.0,0.0011695906432748204,True,True,False,0,0,0,1,0.1113
case_000288,baseline_search_bpr,baseline,baseline_search_bpr,wrong_source,completed,complete_repair,0.9988304093567252,1.0,0.0011695906432748204,True,True,False,0,0,0,1,0.1438
case_000289,baseline_llm_template,baseline,baseline_llm_template,wrong_event,completed,complete_repair,0.7692307692307693,1.0,0.23076923076923073,True,True,False,0,0,0,1,0.0007
