case_id,tool_id,mutation_operator,oracle_detected,complete_repair,effective_repair,delta_bpr,structural_diff_top1_hit,structural_diff_top3_hit,structural_diff_top5_hit,structural_diff_rank,structural_diff_mrr
case_000294,baseline_llm_template,guard_weaken,True,False,False,0.0,True,True,True,1,1.0
case_000294,baseline_oracle_composite,guard_weaken,True,False,False,0.0,True,True,True,1,1.0
case_000294,baseline_search_bpr,guard_weaken,True,True,True,0.011904761904761862,True,True,True,1,1.0
case_000295,baseline_llm_template,guard_strengthen,True,True,True,0.03749999999999998,True,True,True,1,1.0
case_000295,baseline_oracle_composite,guard_strengthen,True,True,True,0.03749999999999998,True,True,True,1,1.0
case_000295,baseline_search_bpr,guard_strengthen,True,True,True,0.03749999999999998,True,True,True,1,1.0
case_000296,baseline_llm_template,action_corruption,False,True,False,0.0,False,False,False,,0.0
case_000296,baseline_oracle_composite,action_corruption,False,True,False,0.0,False,False,False,,0.0
case_000296,baseline_search_bpr,action_corruption,False,True,False,0.0,False,False,False,,0.0
case_000297,baseline_llm_template,timeout_corruption,False,True,False,0.0,False,False,False,,0.0
case_000297,baseline_oracle_composite,timeout_corruption,False,True,False,0.0,False,False,False,,0.0
case_000297,baseline_search_bpr,timeout_corruption,False,True,False,0.0,False,False,False,,0.0
case_000298,baseline_llm_template,delay_corruption,False,True,False,0.0,False,False,False,,0.0
case_000298,baseline_oracle_composite,delay_corruption,False,True,False,0.0,False,False,False,,0.0
case_000298,baseline_search_bpr,delay_corruption,False,True,False,0.0,False,False,False,,0.0
case_000299,baseline_llm_template,nondeterminism_intro,False,True,False,0.0,False,False,False,,0.0
case_000299,baseline_oracle_composite,nondeterminism_intro,False,True,False,0.0,False,False,False,,0.0
case_000299,baseline_search_bpr,nondeterminism_intro,False,True,False,0.0,False,False,False,,0.0
case_000300,baseline_llm_template,unreachable_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000300,baseline_oracle_composite,unreachable_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000300,baseline_search_bpr,unreachable_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000302,baseline_llm_template,guard_inter_class,False,True,False,0.0,False,False,False,,0.0
case_000302,baseline_oracle_composite,guard_inter_class,False,True,False,0.0,False,False,False,,0.0
case_000302,baseline_search_bpr,guard_inter_class,False,True,False,0.0,False,False,False,,0.0
case_000303,baseline_llm_template,action_full_mutation,False,True,False,0.0,False,False,False,,0.0
case_000303,baseline_oracle_composite,action_full_mutation,False,True,False,0.0,False,False,False,,0.0
case_000303,baseline_search_bpr,action_full_mutation,False,True,False,0.0,False,False,False,,0.0
case_000305,baseline_llm_template,missing_transition,True,True,True,0.04761904761904767,False,False,False,,0.0
case_000305,baseline_oracle_composite,missing_transition,True,True,True,0.04761904761904767,False,False,False,,0.0
case_000305,baseline_search_bpr,missing_transition,True,True,True,0.04761904761904767,False,False,False,,0.0
case_000306,baseline_llm_template,wrong_target,True,True,True,0.08045977011494254,True,True,True,1,1.0
case_000306,baseline_oracle_composite,wrong_target,True,True,True,0.08045977011494254,True,True,True,1,1.0
case_000306,baseline_search_bpr,wrong_target,True,True,True,0.08045977011494254,True,True,True,1,1.0
case_000307,baseline_llm_template,wrong_source,True,True,True,0.004166666666666652,True,True,True,1,1.0
case_000307,baseline_oracle_composite,wrong_source,True,True,True,0.004166666666666652,True,True,True,1,1.0
case_000307,baseline_search_bpr,wrong_source,True,True,True,0.004166666666666652,True,True,True,1,1.0
case_000308,baseline_llm_template,wrong_event,True,True,True,0.0011764705882353343,True,True,True,1,1.0
case_000308,baseline_oracle_composite,wrong_event,True,True,True,0.0011764705882353343,True,True,True,1,1.0
case_000308,baseline_search_bpr,wrong_event,True,True,True,0.0011764705882353343,True,True,True,1,1.0
case_000309,baseline_llm_template,wrong_initial_state,True,False,True,0.9090909090909091,False,False,False,,0.0
case_000309,baseline_oracle_composite,wrong_initial_state,True,False,True,0.9090909090909091,False,False,False,,0.0
case_000309,baseline_search_bpr,wrong_initial_state,True,False,True,0.9545454545454546,False,False,False,,0.0
case_000310,baseline_llm_template,duplicate_transition,False,True,False,0.0,False,False,False,,0.0
case_000310,baseline_oracle_composite,duplicate_transition,False,True,False,0.0,False,False,False,,0.0
case_000310,baseline_search_bpr,duplicate_transition,False,True,False,0.0,False,False,False,,0.0
case_000311,baseline_llm_template,dead_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000311,baseline_oracle_composite,dead_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000311,baseline_search_bpr,dead_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000312,baseline_llm_template,guard_flip,True,True,True,0.0011494252873562871,True,True,True,1,1.0
case_000312,baseline_oracle_composite,guard_flip,True,True,True,0.0011494252873562871,True,True,True,1,1.0
case_000312,baseline_search_bpr,guard_flip,True,True,True,0.0011494252873562871,True,True,True,1,1.0
case_000313,baseline_llm_template,guard_weaken,True,False,False,0.0,True,True,True,1,1.0
case_000313,baseline_oracle_composite,guard_weaken,True,False,False,0.0,True,True,True,1,1.0
case_000313,baseline_search_bpr,guard_weaken,True,True,True,0.045454545454545414,True,True,True,1,1.0
case_000314,baseline_llm_template,guard_strengthen,True,True,True,0.013157894736842146,True,True,True,1,1.0
case_000314,baseline_oracle_composite,guard_strengthen,True,True,True,0.013157894736842146,True,True,True,1,1.0
case_000314,baseline_search_bpr,guard_strengthen,True,True,True,0.013157894736842146,True,True,True,1,1.0
case_000315,baseline_llm_template,action_corruption,False,True,False,0.0,False,False,False,,0.0
case_000315,baseline_oracle_composite,action_corruption,False,True,False,0.0,False,False,False,,0.0
case_000315,baseline_search_bpr,action_corruption,False,True,False,0.0,False,False,False,,0.0
case_000316,baseline_llm_template,timeout_corruption,False,True,False,0.0,False,False,False,,0.0
case_000316,baseline_oracle_composite,timeout_corruption,False,True,False,0.0,False,False,False,,0.0
case_000316,baseline_search_bpr,timeout_corruption,False,True,False,0.0,False,False,False,,0.0
case_000317,baseline_llm_template,delay_corruption,False,True,False,0.0,False,False,False,,0.0
case_000317,baseline_oracle_composite,delay_corruption,False,True,False,0.0,False,False,False,,0.0
case_000317,baseline_search_bpr,delay_corruption,False,True,False,0.0,False,False,False,,0.0
case_000318,baseline_llm_template,nondeterminism_intro,False,True,False,0.0,False,False,False,,0.0
case_000318,baseline_oracle_composite,nondeterminism_intro,False,True,False,0.0,False,False,False,,0.0
case_000318,baseline_search_bpr,nondeterminism_intro,False,True,False,0.0,False,False,False,,0.0
case_000319,baseline_llm_template,unreachable_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000319,baseline_oracle_composite,unreachable_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000319,baseline_search_bpr,unreachable_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000321,baseline_llm_template,guard_inter_class,True,True,True,0.7916666666666666,True,True,True,1,1.0
case_000321,baseline_oracle_composite,guard_inter_class,True,True,True,0.7916666666666666,True,True,True,1,1.0
case_000321,baseline_search_bpr,guard_inter_class,True,True,True,0.7916666666666666,True,True,True,1,1.0
case_000322,baseline_llm_template,action_full_mutation,False,True,False,0.0,False,False,False,,0.0
case_000322,baseline_oracle_composite,action_full_mutation,False,True,False,0.0,False,False,False,,0.0
case_000322,baseline_search_bpr,action_full_mutation,False,True,False,0.0,False,False,False,,0.0
case_000324,baseline_llm_template,missing_transition,True,False,True,0.03529411764705881,False,False,False,,0.0
case_000324,baseline_oracle_composite,missing_transition,True,False,True,0.03529411764705881,False,False,False,,0.0
case_000324,baseline_search_bpr,missing_transition,True,True,True,0.0658823529411765,False,False,False,,0.0
case_000325,baseline_llm_template,wrong_target,True,True,True,0.23809523809523814,True,True,True,1,1.0
case_000325,baseline_oracle_composite,wrong_target,True,True,True,0.23809523809523814,True,True,True,1,1.0
case_000325,baseline_search_bpr,wrong_target,True,True,True,0.23809523809523814,True,True,True,1,1.0
case_000326,baseline_llm_template,wrong_source,True,True,True,0.0864197530864198,True,True,True,1,1.0
case_000326,baseline_oracle_composite,wrong_source,True,True,True,0.0864197530864198,True,True,True,1,1.0
case_000326,baseline_search_bpr,wrong_source,True,True,True,0.0864197530864198,True,True,True,1,1.0
case_000327,baseline_llm_template,wrong_event,True,True,True,0.004166666666666652,True,True,True,1,1.0
case_000327,baseline_oracle_composite,wrong_event,True,True,True,0.004166666666666652,True,True,True,1,1.0
case_000327,baseline_search_bpr,wrong_event,True,True,True,0.004166666666666652,True,True,True,1,1.0
case_000328,baseline_llm_template,wrong_initial_state,True,False,True,0.9976331360946745,False,False,False,,0.0
case_000328,baseline_oracle_composite,wrong_initial_state,True,False,True,0.9976331360946745,False,False,False,,0.0
case_000328,baseline_search_bpr,wrong_initial_state,True,False,True,0.421301775147929,False,False,False,,0.0
case_000329,baseline_llm_template,duplicate_transition,False,True,False,0.0,False,False,False,,0.0
case_000329,baseline_oracle_composite,duplicate_transition,False,True,False,0.0,False,False,False,,0.0
case_000329,baseline_search_bpr,duplicate_transition,False,True,False,0.0,False,False,False,,0.0
case_000330,baseline_llm_template,dead_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000330,baseline_oracle_composite,dead_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000330,baseline_search_bpr,dead_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000331,baseline_llm_template,guard_flip,True,True,True,0.004098360655737654,True,True,True,1,1.0
case_000331,baseline_oracle_composite,guard_flip,True,True,True,0.004098360655737654,True,True,True,1,1.0
case_000331,baseline_search_bpr,guard_flip,True,True,True,0.004098360655737654,True,True,True,1,1.0
case_000332,baseline_llm_template,guard_weaken,True,True,True,0.0011695906432748204,True,True,True,1,1.0
case_000332,baseline_oracle_composite,guard_weaken,True,True,True,0.0011695906432748204,True,True,True,1,1.0
case_000332,baseline_search_bpr,guard_weaken,True,True,True,0.0011695906432748204,True,True,True,1,1.0
case_000333,baseline_llm_template,guard_strengthen,True,True,True,0.2272727272727273,True,True,True,1,1.0
case_000333,baseline_oracle_composite,guard_strengthen,True,True,True,0.2272727272727273,True,True,True,1,1.0
case_000333,baseline_search_bpr,guard_strengthen,True,True,True,0.2272727272727273,True,True,True,1,1.0
case_000334,baseline_llm_template,action_corruption,False,True,False,0.0,False,False,False,,0.0
case_000334,baseline_oracle_composite,action_corruption,False,True,False,0.0,False,False,False,,0.0
case_000334,baseline_search_bpr,action_corruption,False,True,False,0.0,False,False,False,,0.0
case_000335,baseline_llm_template,timeout_corruption,False,True,False,0.0,False,False,False,,0.0
case_000335,baseline_oracle_composite,timeout_corruption,False,True,False,0.0,False,False,False,,0.0
case_000335,baseline_search_bpr,timeout_corruption,False,True,False,0.0,False,False,False,,0.0
case_000336,baseline_llm_template,delay_corruption,False,True,False,0.0,False,False,False,,0.0
case_000336,baseline_oracle_composite,delay_corruption,False,True,False,0.0,False,False,False,,0.0
case_000336,baseline_search_bpr,delay_corruption,False,True,False,0.0,False,False,False,,0.0
case_000337,baseline_llm_template,nondeterminism_intro,False,True,False,0.0,False,False,False,,0.0
case_000337,baseline_oracle_composite,nondeterminism_intro,False,True,False,0.0,False,False,False,,0.0
case_000337,baseline_search_bpr,nondeterminism_intro,False,True,False,0.0,False,False,False,,0.0
case_000338,baseline_llm_template,unreachable_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000338,baseline_oracle_composite,unreachable_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000338,baseline_search_bpr,unreachable_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000340,baseline_llm_template,guard_inter_class,False,True,False,0.0,False,False,False,,0.0
case_000340,baseline_oracle_composite,guard_inter_class,False,True,False,0.0,False,False,False,,0.0
case_000340,baseline_search_bpr,guard_inter_class,False,True,False,0.0,False,False,False,,0.0
case_000341,baseline_llm_template,action_full_mutation,False,True,False,0.0,False,False,False,,0.0
case_000341,baseline_oracle_composite,action_full_mutation,False,True,False,0.0,False,False,False,,0.0
case_000341,baseline_search_bpr,action_full_mutation,False,True,False,0.0,False,False,False,,0.0
case_000343,baseline_llm_template,missing_transition,True,True,True,0.004385964912280715,False,False,False,,0.0
case_000343,baseline_oracle_composite,missing_transition,True,True,True,0.004385964912280715,False,False,False,,0.0
case_000343,baseline_search_bpr,missing_transition,True,True,True,0.004385964912280715,False,False,False,,0.0
case_000344,baseline_llm_template,wrong_target,True,True,True,0.0012019230769231282,True,True,True,1,1.0
case_000344,baseline_oracle_composite,wrong_target,True,True,True,0.0012019230769231282,True,True,True,1,1.0
case_000344,baseline_search_bpr,wrong_target,True,True,True,0.0012019230769231282,True,True,True,1,1.0
case_000345,baseline_llm_template,wrong_source,True,True,True,0.23809523809523814,True,True,True,1,1.0
case_000345,baseline_oracle_composite,wrong_source,True,True,True,0.23809523809523814,True,True,True,1,1.0
case_000345,baseline_search_bpr,wrong_source,True,True,True,0.23809523809523814,True,True,True,1,1.0
case_000346,baseline_llm_template,wrong_event,True,True,True,0.18666666666666665,True,True,True,1,1.0
case_000346,baseline_oracle_composite,wrong_event,True,True,True,0.18666666666666665,True,True,True,1,1.0
case_000346,baseline_search_bpr,wrong_event,True,True,True,0.18666666666666665,True,True,True,1,1.0
case_000347,baseline_llm_template,wrong_initial_state,True,False,True,0.9957627118644068,False,False,False,,0.0
case_000347,baseline_oracle_composite,wrong_initial_state,True,False,True,0.9957627118644068,False,False,False,,0.0
case_000347,baseline_search_bpr,wrong_initial_state,True,False,True,0.461864406779661,False,False,False,,0.0
case_000348,baseline_llm_template,duplicate_transition,False,True,False,0.0,False,False,False,,0.0
case_000348,baseline_oracle_composite,duplicate_transition,False,True,False,0.0,False,False,False,,0.0
case_000348,baseline_search_bpr,duplicate_transition,False,True,False,0.0,False,False,False,,0.0
case_000349,baseline_llm_template,dead_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000349,baseline_oracle_composite,dead_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000349,baseline_search_bpr,dead_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000350,baseline_llm_template,guard_flip,True,True,True,0.013698630136986356,True,True,True,1,1.0
case_000350,baseline_oracle_composite,guard_flip,True,True,True,0.013698630136986356,True,True,True,1,1.0
case_000350,baseline_search_bpr,guard_flip,True,True,True,0.013698630136986356,True,True,True,1,1.0
case_000351,baseline_llm_template,guard_weaken,True,True,True,0.004098360655737654,True,True,True,1,1.0
case_000351,baseline_oracle_composite,guard_weaken,True,True,True,0.004098360655737654,True,True,True,1,1.0
case_000351,baseline_search_bpr,guard_weaken,True,True,True,0.004098360655737654,True,True,True,1,1.0
case_000352,baseline_llm_template,guard_strengthen,True,True,True,0.013017751479289963,True,True,True,1,1.0
case_000352,baseline_oracle_composite,guard_strengthen,True,True,True,0.013017751479289963,True,True,True,1,1.0
case_000352,baseline_search_bpr,guard_strengthen,True,True,True,0.013017751479289963,True,True,True,1,1.0
case_000353,baseline_llm_template,action_corruption,False,True,False,0.0,False,False,False,,0.0
case_000353,baseline_oracle_composite,action_corruption,False,True,False,0.0,False,False,False,,0.0
case_000353,baseline_search_bpr,action_corruption,False,True,False,0.0,False,False,False,,0.0
case_000354,baseline_llm_template,timeout_corruption,False,True,False,0.0,False,False,False,,0.0
case_000354,baseline_oracle_composite,timeout_corruption,False,True,False,0.0,False,False,False,,0.0
case_000354,baseline_search_bpr,timeout_corruption,False,True,False,0.0,False,False,False,,0.0
case_000355,baseline_llm_template,delay_corruption,False,True,False,0.0,False,False,False,,0.0
case_000355,baseline_oracle_composite,delay_corruption,False,True,False,0.0,False,False,False,,0.0
case_000355,baseline_search_bpr,delay_corruption,False,True,False,0.0,False,False,False,,0.0
case_000356,baseline_llm_template,nondeterminism_intro,False,True,False,0.0,False,False,False,,0.0
case_000356,baseline_oracle_composite,nondeterminism_intro,False,True,False,0.0,False,False,False,,0.0
case_000356,baseline_search_bpr,nondeterminism_intro,False,True,False,0.0,False,False,False,,0.0
case_000357,baseline_llm_template,unreachable_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000357,baseline_oracle_composite,unreachable_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000357,baseline_search_bpr,unreachable_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000359,baseline_llm_template,guard_inter_class,True,False,True,0.032786885245901676,True,True,True,1,1.0
case_000359,baseline_oracle_composite,guard_inter_class,True,False,True,0.032786885245901676,True,True,True,1,1.0
case_000359,baseline_search_bpr,guard_inter_class,True,True,True,0.03688524590163933,True,True,True,1,1.0
case_000360,baseline_llm_template,action_full_mutation,False,True,False,0.0,False,False,False,,0.0
case_000360,baseline_oracle_composite,action_full_mutation,False,True,False,0.0,False,False,False,,0.0
case_000360,baseline_search_bpr,action_full_mutation,False,True,False,0.0,False,False,False,,0.0
case_000362,baseline_llm_template,missing_transition,True,True,True,0.012345679012345734,False,False,False,,0.0
case_000362,baseline_oracle_composite,missing_transition,True,True,True,0.012345679012345734,False,False,False,,0.0
case_000362,baseline_search_bpr,missing_transition,True,True,True,0.012345679012345734,False,False,False,,0.0
case_000363,baseline_llm_template,wrong_target,True,True,True,0.004166666666666652,True,True,True,1,1.0
case_000363,baseline_oracle_composite,wrong_target,True,True,True,0.004166666666666652,True,True,True,1,1.0
case_000363,baseline_search_bpr,wrong_target,True,True,True,0.004166666666666652,True,True,True,1,1.0
case_000364,baseline_llm_template,wrong_source,True,True,True,0.03023255813953485,True,True,True,1,1.0
case_000364,baseline_oracle_composite,wrong_source,True,True,True,0.03023255813953485,True,True,True,1,1.0
case_000364,baseline_search_bpr,wrong_source,True,True,True,0.03023255813953485,True,True,True,1,1.0
case_000365,baseline_llm_template,wrong_event,True,True,True,0.2272727272727273,True,True,True,1,1.0
case_000365,baseline_oracle_composite,wrong_event,True,True,True,0.2272727272727273,True,True,True,1,1.0
case_000365,baseline_search_bpr,wrong_event,True,True,True,0.2272727272727273,True,True,True,1,1.0
case_000366,baseline_llm_template,wrong_initial_state,True,False,True,0.9651162790697675,False,False,False,,0.0
case_000366,baseline_oracle_composite,wrong_initial_state,True,False,True,0.9651162790697675,False,False,False,,0.0
case_000366,baseline_search_bpr,wrong_initial_state,True,False,True,0.9767441860465116,False,False,False,,0.0
case_000367,baseline_llm_template,duplicate_transition,False,True,False,0.0,False,False,False,,0.0
case_000367,baseline_oracle_composite,duplicate_transition,False,True,False,0.0,False,False,False,,0.0
case_000367,baseline_search_bpr,duplicate_transition,False,True,False,0.0,False,False,False,,0.0
case_000368,baseline_llm_template,dead_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000368,baseline_oracle_composite,dead_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000368,baseline_search_bpr,dead_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000369,baseline_llm_template,guard_flip,True,True,True,0.04761904761904767,True,True,True,1,1.0
case_000369,baseline_oracle_composite,guard_flip,True,True,True,0.04761904761904767,True,True,True,1,1.0
case_000369,baseline_search_bpr,guard_flip,True,True,True,0.04761904761904767,True,True,True,1,1.0
case_000370,baseline_llm_template,guard_weaken,True,True,True,0.012820512820512775,True,True,True,1,1.0
case_000370,baseline_oracle_composite,guard_weaken,True,True,True,0.012820512820512775,True,True,True,1,1.0
case_000370,baseline_search_bpr,guard_weaken,True,True,True,0.012820512820512775,True,True,True,1,1.0
case_000371,baseline_llm_template,guard_strengthen,True,True,True,0.0040322580645161255,True,True,True,1,1.0
case_000371,baseline_oracle_composite,guard_strengthen,True,True,True,0.0040322580645161255,True,True,True,1,1.0
case_000371,baseline_search_bpr,guard_strengthen,True,True,True,0.0040322580645161255,True,True,True,1,1.0
case_000372,baseline_llm_template,action_corruption,False,True,False,0.0,False,False,False,,0.0
case_000372,baseline_oracle_composite,action_corruption,False,True,False,0.0,False,False,False,,0.0
case_000372,baseline_search_bpr,action_corruption,False,True,False,0.0,False,False,False,,0.0
case_000373,baseline_llm_template,timeout_corruption,False,True,False,0.0,False,False,False,,0.0
case_000373,baseline_oracle_composite,timeout_corruption,False,True,False,0.0,False,False,False,,0.0
case_000373,baseline_search_bpr,timeout_corruption,False,True,False,0.0,False,False,False,,0.0
case_000374,baseline_llm_template,delay_corruption,False,True,False,0.0,False,False,False,,0.0
case_000374,baseline_oracle_composite,delay_corruption,False,True,False,0.0,False,False,False,,0.0
case_000374,baseline_search_bpr,delay_corruption,False,True,False,0.0,False,False,False,,0.0
case_000375,baseline_llm_template,nondeterminism_intro,False,True,False,0.0,False,False,False,,0.0
case_000375,baseline_oracle_composite,nondeterminism_intro,False,True,False,0.0,False,False,False,,0.0
case_000375,baseline_search_bpr,nondeterminism_intro,False,True,False,0.0,False,False,False,,0.0
case_000376,baseline_llm_template,unreachable_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000376,baseline_oracle_composite,unreachable_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000376,baseline_search_bpr,unreachable_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000378,baseline_llm_template,guard_inter_class,True,True,True,0.20512820512820518,True,True,True,1,1.0
case_000378,baseline_oracle_composite,guard_inter_class,True,True,True,0.20512820512820518,True,True,True,1,1.0
case_000378,baseline_search_bpr,guard_inter_class,True,True,True,0.20512820512820518,True,True,True,1,1.0
case_000379,baseline_llm_template,action_full_mutation,False,True,False,0.0,False,False,False,,0.0
case_000379,baseline_oracle_composite,action_full_mutation,False,True,False,0.0,False,False,False,,0.0
case_000379,baseline_search_bpr,action_full_mutation,False,True,False,0.0,False,False,False,,0.0
case_000381,baseline_llm_template,missing_transition,True,True,True,0.04166666666666663,False,False,False,,0.0
case_000381,baseline_oracle_composite,missing_transition,True,True,True,0.04166666666666663,False,False,False,,0.0
case_000381,baseline_search_bpr,missing_transition,True,True,True,0.04166666666666663,False,False,False,,0.0
case_000382,baseline_llm_template,wrong_target,True,True,True,0.012658227848101222,True,True,True,1,1.0
case_000382,baseline_oracle_composite,wrong_target,True,True,True,0.012658227848101222,True,True,True,1,1.0
case_000382,baseline_search_bpr,wrong_target,True,True,True,0.012658227848101222,True,True,True,1,1.0
case_000383,baseline_llm_template,wrong_source,True,False,False,0.0,True,True,True,1,1.0
case_000383,baseline_oracle_composite,wrong_source,True,False,False,0.0,True,True,True,1,1.0
case_000383,baseline_search_bpr,wrong_source,True,True,True,0.004166666666666652,True,True,True,1,1.0
case_000384,baseline_llm_template,wrong_event,True,False,False,0.0,True,True,True,1,1.0
case_000384,baseline_oracle_composite,wrong_event,True,False,False,0.0,True,True,True,1,1.0
case_000384,baseline_search_bpr,wrong_event,True,True,True,0.0011337868480725266,True,True,True,1,1.0
case_000385,baseline_llm_template,wrong_initial_state,True,False,True,0.9230769230769231,False,False,False,,0.0
case_000385,baseline_oracle_composite,wrong_initial_state,True,False,True,0.9230769230769231,False,False,False,,0.0
case_000385,baseline_search_bpr,wrong_initial_state,True,False,True,0.9230769230769231,False,False,False,,0.0
case_000386,baseline_llm_template,duplicate_transition,False,True,False,0.0,False,False,False,,0.0
case_000386,baseline_oracle_composite,duplicate_transition,False,True,False,0.0,False,False,False,,0.0
case_000386,baseline_search_bpr,duplicate_transition,False,True,False,0.0,False,False,False,,0.0
case_000387,baseline_llm_template,dead_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000387,baseline_oracle_composite,dead_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000387,baseline_search_bpr,dead_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000388,baseline_llm_template,guard_flip,True,True,True,0.0011627906976744429,True,True,True,1,1.0
case_000388,baseline_oracle_composite,guard_flip,True,True,True,0.0011627906976744429,True,True,True,1,1.0
case_000388,baseline_search_bpr,guard_flip,True,True,True,0.0011627906976744429,True,True,True,1,1.0
case_000389,baseline_llm_template,guard_weaken,True,True,True,0.1923076923076923,True,True,True,1,1.0
case_000389,baseline_oracle_composite,guard_weaken,True,True,True,0.1923076923076923,True,True,True,1,1.0
case_000389,baseline_search_bpr,guard_weaken,True,True,True,0.1923076923076923,True,True,True,1,1.0
case_000390,baseline_llm_template,guard_strengthen,True,True,True,0.013698630136986356,True,True,True,1,1.0
case_000390,baseline_oracle_composite,guard_strengthen,True,True,True,0.013698630136986356,True,True,True,1,1.0
case_000390,baseline_search_bpr,guard_strengthen,True,True,True,0.013698630136986356,True,True,True,1,1.0
case_000391,baseline_llm_template,action_corruption,False,True,False,0.0,False,False,False,,0.0
case_000391,baseline_oracle_composite,action_corruption,False,True,False,0.0,False,False,False,,0.0
case_000391,baseline_search_bpr,action_corruption,False,True,False,0.0,False,False,False,,0.0
case_000392,baseline_llm_template,timeout_corruption,False,True,False,0.0,False,False,False,,0.0
case_000392,baseline_oracle_composite,timeout_corruption,False,True,False,0.0,False,False,False,,0.0
case_000392,baseline_search_bpr,timeout_corruption,False,True,False,0.0,False,False,False,,0.0
case_000393,baseline_llm_template,delay_corruption,False,True,False,0.0,False,False,False,,0.0
case_000393,baseline_oracle_composite,delay_corruption,False,True,False,0.0,False,False,False,,0.0
case_000393,baseline_search_bpr,delay_corruption,False,True,False,0.0,False,False,False,,0.0
case_000394,baseline_llm_template,nondeterminism_intro,False,True,False,0.0,False,False,False,,0.0
case_000394,baseline_oracle_composite,nondeterminism_intro,False,True,False,0.0,False,False,False,,0.0
case_000394,baseline_search_bpr,nondeterminism_intro,False,True,False,0.0,False,False,False,,0.0
case_000395,baseline_llm_template,unreachable_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000395,baseline_oracle_composite,unreachable_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000395,baseline_search_bpr,unreachable_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000398,baseline_llm_template,action_full_mutation,False,True,False,0.0,False,False,False,,0.0
case_000398,baseline_oracle_composite,action_full_mutation,False,True,False,0.0,False,False,False,,0.0
case_000398,baseline_search_bpr,action_full_mutation,False,True,False,0.0,False,False,False,,0.0
case_000400,baseline_llm_template,missing_transition,True,True,True,0.0012019230769231282,False,False,False,,0.0
case_000400,baseline_oracle_composite,missing_transition,True,True,True,0.0012019230769231282,False,False,False,,0.0
case_000400,baseline_search_bpr,missing_transition,True,True,True,0.0012019230769231282,False,False,False,,0.0
case_000401,baseline_llm_template,wrong_target,True,True,True,0.045454545454545414,True,True,True,1,1.0
case_000401,baseline_oracle_composite,wrong_target,True,True,True,0.045454545454545414,True,True,True,1,1.0
case_000401,baseline_search_bpr,wrong_target,True,True,True,0.045454545454545414,True,True,True,1,1.0
case_000402,baseline_llm_template,wrong_source,True,True,True,0.012820512820512775,True,True,True,1,1.0
case_000402,baseline_oracle_composite,wrong_source,True,True,True,0.012820512820512775,True,True,True,1,1.0
case_000402,baseline_search_bpr,wrong_source,True,True,True,0.012820512820512775,True,True,True,1,1.0
case_000403,baseline_llm_template,wrong_event,True,False,False,0.0,True,True,True,1,1.0
case_000403,baseline_oracle_composite,wrong_event,True,False,False,0.0,True,True,True,1,1.0
case_000403,baseline_search_bpr,wrong_event,True,True,True,0.09333333333333338,True,True,True,1,1.0
case_000404,baseline_llm_template,wrong_initial_state,True,False,True,0.9976553341148886,False,False,False,,0.0
case_000404,baseline_oracle_composite,wrong_initial_state,True,False,True,0.9976553341148886,False,False,False,,0.0
case_000404,baseline_search_bpr,wrong_initial_state,True,False,True,0.6611957796014069,False,False,False,,0.0
case_000405,baseline_llm_template,duplicate_transition,False,True,False,0.0,False,False,False,,0.0
case_000405,baseline_oracle_composite,duplicate_transition,False,True,False,0.0,False,False,False,,0.0
case_000405,baseline_search_bpr,duplicate_transition,False,True,False,0.0,False,False,False,,0.0
case_000406,baseline_llm_template,dead_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000406,baseline_oracle_composite,dead_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000406,baseline_search_bpr,dead_state_intro,False,True,False,0.0,False,False,False,,0.0
