case_id,source_case_id,mutation_order,is_higher_order,primary_operator,mutation_operator,ho_seed,reference_bpr,faulty_bpr,bpr_delta,fault_detected,first_order_components_detected,first_order_components_total,all_first_order_detected,coupling_eligible,coupling_detected,complete_repair,effective_repair,repair_final_bpr,repair_delta_bpr,generation_status
case_000903__ho2,case_000903,2,True,wrong_target,"wrong_target,missing_transition",40726,1.0,0.916667,0.083333,True,2,2,True,True,True,False,True,0.958333,0.041667,generated
case_000903__ho3,case_000903,3,True,wrong_target,"wrong_target,guard_weaken,guard_strengthen",67899,1.0,0.875,0.125,True,3,3,True,True,True,False,True,0.958333,0.083333,generated
case_000704,case_000704,1,False,guard_flip,guard_flip,,1.0,0.55,0.45,True,1,1,True,False,False,True,True,1.0,0.45,source
case_000704__ho2,case_000704,2,True,guard_flip,"guard_flip,wrong_source",70284,1.0,0.9,0.1,True,2,2,True,True,True,True,True,1.0,0.1,generated
case_000704__ho3,case_000704,3,True,guard_flip,"guard_flip,wrong_event,wrong_source",59889,1.0,0.45,0.55,True,3,3,True,True,True,True,True,1.0,0.55,generated
case_000654,case_000654,1,False,guard_strengthen,guard_strengthen,,1.0,0.0,1.0,True,1,1,True,False,False,True,True,1.0,1.0,source
case_000654__ho2,case_000654,2,True,guard_strengthen,"guard_strengthen,wrong_target",66333,1.0,0.0,1.0,True,2,2,True,True,True,True,True,1.0,1.0,generated
case_000654__ho3,case_000654,3,True,guard_strengthen,"guard_strengthen,wrong_initial_state,wrong_target",24352,1.0,0.0,1.0,True,3,3,True,True,True,True,True,1.0,1.0,generated
case_000604,case_000604,1,False,guard_weaken,guard_weaken,,1.0,0.5,0.5,True,1,1,True,False,False,True,True,1.0,0.5,source
case_000604__ho2,case_000604,2,True,guard_weaken,"guard_weaken,wrong_target",42602,1.0,0.333333,0.666667,True,2,2,True,True,True,False,True,0.833333,0.5,generated
case_000604__ho3,case_000604,3,True,guard_weaken,"guard_weaken,guard_strengthen,wrong_initial_state",4391,1.0,0.0,1.0,True,3,3,True,True,True,True,True,1.0,1.0,generated
case_000754,case_000754,1,False,missing_transition,missing_transition,,1.0,0.916667,0.083333,True,1,1,True,False,False,True,True,1.0,0.083333,source
case_000754__ho2,case_000754,2,True,missing_transition,"missing_transition,wrong_source",987,1.0,0.833333,0.166667,True,2,2,True,True,True,True,True,1.0,0.166667,generated
case_000754__ho3,case_000754,3,True,missing_transition,"missing_transition,wrong_target,guard_flip",47638,1.0,0.75,0.25,True,3,3,True,True,True,False,True,0.916667,0.166667,generated
case_000204,case_000204,1,False,action_corruption,action_corruption,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000204__ho2,case_000204,2,True,action_corruption,"action_corruption,guard_strengthen",49424,1.0,0.833333,0.166667,True,1,2,False,False,False,True,True,1.0,0.166667,generated
case_000204__ho3,case_000204,3,True,action_corruption,"action_corruption,wrong_target,guard_flip",57869,1.0,0.0,1.0,True,2,3,False,False,False,False,True,0.833333,0.833333,generated
case_000304,case_000304,1,False,duplicate_transition,duplicate_transition,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000304__ho2,case_000304,2,True,duplicate_transition,"duplicate_transition,wrong_target",85990,1.0,0.95,0.05,True,1,2,False,False,False,False,False,0.95,0.0,generated
case_000304__ho3,case_000304,3,True,duplicate_transition,"duplicate_transition,guard_strengthen,wrong_initial_state",14955,1.0,0.0,1.0,True,2,3,False,False,False,True,True,1.0,1.0,generated
case_000254,case_000254,1,False,guard_flip,guard_flip,,1.0,0.0,1.0,True,1,1,True,False,False,True,True,1.0,1.0,source
case_000254__ho2,case_000254,2,True,guard_flip,"guard_flip,wrong_initial_state",91703,1.0,0.0,1.0,True,2,2,True,True,True,True,True,1.0,1.0,generated
case_000254__ho3,case_000254,3,True,guard_flip,"guard_flip,wrong_event,wrong_source",21466,1.0,0.0,1.0,True,3,3,True,True,True,True,True,1.0,1.0,generated
case_000354,case_000354,1,False,wrong_target,wrong_target,,1.0,0.5,0.5,True,1,1,True,False,False,False,False,0.5,0.0,source
case_000354__ho2,case_000354,2,True,wrong_target,"wrong_target,guard_weaken",36257,1.0,0.4,0.6,True,2,2,True,True,True,False,True,0.5,0.1,generated
case_000354__ho3,case_000354,3,True,wrong_target,"wrong_target,guard_weaken,guard_strengthen",96668,1.0,0.5,0.5,True,3,3,True,True,True,False,True,0.9,0.4,generated
case_000454,case_000454,1,False,dead_state_intro,dead_state_intro,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000454__ho2,case_000454,2,True,dead_state_intro,"dead_state_intro,guard_strengthen",98424,1.0,0.666667,0.333333,True,1,2,False,False,False,True,True,1.0,0.333333,generated
case_000454__ho3,case_000454,3,True,dead_state_intro,"dead_state_intro,wrong_target,guard_flip",16565,1.0,0.0,1.0,True,2,3,False,False,False,False,True,0.666667,0.666667,generated
case_000554,case_000554,1,False,unreachable_state_intro,unreachable_state_intro,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000554__ho2,case_000554,2,True,unreachable_state_intro,"unreachable_state_intro,wrong_target",48350,1.0,0.0,1.0,True,1,2,False,False,False,False,False,0.0,0.0,generated
case_000554__ho3,case_000554,3,True,unreachable_state_intro,"unreachable_state_intro,guard_strengthen,wrong_initial_state",66371,1.0,0.0,1.0,True,2,3,False,False,False,True,True,1.0,1.0,generated
case_000404,case_000404,1,False,wrong_initial_state,wrong_initial_state,,1.0,0.0,1.0,True,1,1,True,False,False,True,True,1.0,1.0,source
case_000404__ho2,case_000404,2,True,wrong_initial_state,"wrong_initial_state,wrong_event",71631,1.0,0.0,1.0,True,2,2,True,True,True,False,True,0.5,0.5,generated
case_000404__ho3,case_000404,3,True,wrong_initial_state,"wrong_initial_state,wrong_source,guard_weaken",61778,1.0,0.0,1.0,True,3,3,True,True,True,False,True,0.5,0.5,generated
case_000504,case_000504,1,False,wrong_target,wrong_target,,1.0,0.0,1.0,True,1,1,True,False,False,False,False,0.0,0.0,source
case_000504__ho2,case_000504,2,True,wrong_target,"wrong_target,guard_weaken",25737,1.0,0.0,1.0,True,2,2,True,True,True,True,True,1.0,1.0,generated
case_000504__ho3,case_000504,3,True,wrong_target,"wrong_target,wrong_event,wrong_source",32708,1.0,0.0,1.0,True,3,3,True,True,True,True,True,1.0,1.0,generated
case_000004,case_000004,1,False,missing_transition,missing_transition,,1.0,0.0,1.0,True,1,1,True,False,False,True,True,1.0,1.0,source
case_000054,case_000054,1,False,nondeterminism_intro,nondeterminism_intro,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000054__ho2,case_000054,2,True,nondeterminism_intro,"nondeterminism_intro,wrong_source",80482,1.0,1.0,0.0,False,0,2,False,False,False,True,False,1.0,0.0,generated
case_000054__ho3,case_000054,3,True,nondeterminism_intro,"nondeterminism_intro,missing_transition,wrong_event",27455,1.0,0.0,1.0,True,2,3,False,False,False,True,True,1.0,1.0,generated
case_000154,case_000154,1,False,wrong_event,wrong_event,,1.0,0.0,1.0,True,1,1,True,False,False,True,True,1.0,1.0,source
case_000154__ho2,case_000154,2,True,wrong_event,"wrong_event,guard_strengthen",8756,1.0,0.0,1.0,True,2,2,True,True,True,True,True,1.0,1.0,generated
case_000104,case_000104,1,False,wrong_source,wrong_source,,1.0,0.0,1.0,True,1,1,True,False,False,True,True,1.0,1.0,source
case_000104__ho2,case_000104,2,True,wrong_source,"wrong_source,guard_weaken",58835,1.0,0.0,1.0,True,2,2,True,True,True,True,True,1.0,1.0,generated
case_000104__ho3,case_000104,3,True,wrong_source,"wrong_source,wrong_initial_state,wrong_target",61998,1.0,0.0,1.0,True,3,3,True,True,True,False,False,0.0,0.0,generated
case_000854,case_000854,1,False,delay_corruption,delay_corruption,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000854__ho2,case_000854,2,True,delay_corruption,"delay_corruption,guard_flip",62478,1.0,0.0,1.0,True,1,2,False,False,False,True,True,1.0,1.0,generated
case_000854__ho3,case_000854,3,True,delay_corruption,"delay_corruption,wrong_initial_state,wrong_target",27155,1.0,0.0,1.0,True,2,3,False,False,False,True,True,1.0,1.0,generated
case_000954,case_000954,1,False,missing_transition,missing_transition,,1.0,0.916667,0.083333,True,1,1,True,False,False,True,True,1.0,0.083333,source
case_000954__ho2,case_000954,2,True,missing_transition,"missing_transition,wrong_target",88168,1.0,0.0,1.0,True,2,2,True,True,True,False,True,0.916667,0.916667,generated
case_000954__ho3,case_000954,3,True,missing_transition,"missing_transition,guard_weaken,guard_strengthen",83493,1.0,0.75,0.25,True,3,3,True,True,True,True,True,1.0,0.25,generated
case_000804,case_000804,1,False,timeout_corruption,timeout_corruption,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000804__ho2,case_000804,2,True,timeout_corruption,"timeout_corruption,guard_strengthen",73625,1.0,0.833333,0.166667,True,1,2,False,False,False,True,True,1.0,0.166667,generated
case_000804__ho3,case_000804,3,True,timeout_corruption,"timeout_corruption,wrong_target,guard_flip",16724,1.0,0.0,1.0,True,2,3,False,False,False,False,True,0.833333,0.833333,generated
case_000904,case_000904,1,False,wrong_target,wrong_target,,1.0,0.55,0.45,True,1,1,True,False,False,False,False,0.55,0.0,source
case_000904__ho2,case_000904,2,True,wrong_target,"wrong_target,guard_flip",84735,1.0,0.9,0.1,True,2,2,True,True,True,False,True,0.95,0.05,generated
case_000904__ho3,case_000904,3,True,wrong_target,"wrong_target,wrong_initial_state,guard_flip",48354,1.0,0.0,1.0,True,3,3,True,True,True,False,True,0.9,0.9,generated
case_000705,case_000705,1,False,guard_flip,guard_flip,,1.0,0.95,0.05,True,1,1,True,False,False,True,True,1.0,0.05,source
case_000705__ho2,case_000705,2,True,guard_flip,"guard_flip,guard_weaken",39402,1.0,0.5,0.5,True,2,2,True,True,True,True,True,1.0,0.5,generated
case_000705__ho3,case_000705,3,True,guard_flip,"guard_flip,wrong_event,wrong_source",51847,1.0,0.5,0.5,True,3,3,True,True,True,False,True,0.95,0.45,generated
case_000655,case_000655,1,False,guard_strengthen,guard_strengthen,,1.0,0.666667,0.333333,True,1,1,True,False,False,True,True,1.0,0.333333,source
case_000655__ho2,case_000655,2,True,guard_strengthen,"guard_strengthen,guard_weaken",20443,1.0,0.111111,0.888889,True,2,2,True,True,True,True,True,1.0,0.888889,generated
case_000655__ho3,case_000655,3,True,guard_strengthen,"guard_strengthen,wrong_source,guard_weaken",66710,1.0,0.777778,0.222222,True,3,3,True,True,True,True,True,1.0,0.222222,generated
case_000605,case_000605,1,False,guard_weaken,guard_weaken,,1.0,0.833333,0.166667,True,1,1,True,False,False,True,True,1.0,0.166667,source
case_000605__ho2,case_000605,2,True,guard_weaken,"guard_weaken,wrong_event",30860,1.0,0.333333,0.666667,True,2,2,True,True,True,True,True,1.0,0.666667,generated
case_000605__ho3,case_000605,3,True,guard_weaken,"guard_weaken,wrong_source,guard_strengthen",55569,1.0,0.333333,0.666667,True,3,3,True,True,True,True,True,1.0,0.666667,generated
case_000755,case_000755,1,False,missing_transition,missing_transition,,1.0,0.9,0.1,True,1,1,True,False,False,True,True,1.0,0.1,source
case_000755__ho2,case_000755,2,True,missing_transition,"missing_transition,guard_flip",4253,1.0,0.8,0.2,True,2,2,True,True,True,True,True,1.0,0.2,generated
case_000755__ho3,case_000755,3,True,missing_transition,"missing_transition,wrong_event,wrong_source",48416,1.0,0.4,0.6,True,3,3,True,True,True,False,True,0.9,0.5,generated
case_000205,case_000205,1,False,action_corruption,action_corruption,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000205__ho2,case_000205,2,True,action_corruption,"action_corruption,wrong_event",30086,1.0,0.0,1.0,True,1,2,False,False,False,True,True,1.0,1.0,generated
case_000205__ho3,case_000205,3,True,action_corruption,"action_corruption,guard_weaken,guard_strengthen",41035,1.0,0.5,0.5,True,2,3,False,False,False,False,True,0.833333,0.333333,generated
case_000305,case_000305,1,False,duplicate_transition,duplicate_transition,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000305__ho2,case_000305,2,True,duplicate_transition,"duplicate_transition,guard_weaken",48464,1.0,0.95,0.05,True,1,2,False,False,False,True,True,1.0,0.05,generated
case_000305__ho3,case_000305,3,True,duplicate_transition,"duplicate_transition,wrong_event,wrong_source",89165,1.0,0.9,0.1,True,2,3,False,False,False,True,True,1.0,0.1,generated
case_000255,case_000255,1,False,guard_flip,guard_flip,,1.0,0.875,0.125,True,1,1,True,False,False,True,True,1.0,0.125,source
case_000255__ho2,case_000255,2,True,guard_flip,"guard_flip,wrong_target",39233,1.0,0.375,0.625,True,2,2,True,True,True,False,False,0.375,0.0,generated
case_000255__ho3,case_000255,3,True,guard_flip,"guard_flip,wrong_event,wrong_source",46140,1.0,0.0,1.0,True,3,3,True,True,True,False,True,0.875,0.875,generated
case_000355,case_000355,1,False,wrong_target,wrong_target,,1.0,0.588235,0.411765,True,1,1,True,False,False,False,False,0.588235,0.0,source
case_000355__ho2,case_000355,2,True,wrong_target,"wrong_target,guard_weaken",31863,1.0,0.058824,0.941176,True,2,2,True,True,True,True,True,1.0,0.941176,generated
case_000355__ho3,case_000355,3,True,wrong_target,"wrong_target,wrong_event,wrong_source",29370,1.0,0.823529,0.176471,True,3,3,True,True,True,False,True,0.941176,0.117647,generated
case_000455,case_000455,1,False,dead_state_intro,dead_state_intro,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000455__ho2,case_000455,2,True,dead_state_intro,"dead_state_intro,wrong_event",6334,1.0,0.0,1.0,True,1,2,False,False,False,True,True,1.0,1.0,generated
case_000455__ho3,case_000455,3,True,dead_state_intro,"dead_state_intro,guard_weaken,guard_strengthen",69699,1.0,0.0,1.0,True,2,3,False,False,False,True,True,1.0,1.0,generated
case_000555,case_000555,1,False,unreachable_state_intro,unreachable_state_intro,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000555__ho2,case_000555,2,True,unreachable_state_intro,"unreachable_state_intro,guard_weaken",86424,1.0,0.0,1.0,True,1,2,False,False,False,True,True,1.0,1.0,generated
case_000555__ho3,case_000555,3,True,unreachable_state_intro,"unreachable_state_intro,wrong_event,wrong_source",67765,1.0,0.0,1.0,True,2,3,False,False,False,True,True,1.0,1.0,generated
case_000405,case_000405,1,False,wrong_initial_state,wrong_initial_state,,1.0,0.0,1.0,True,1,1,True,False,False,True,True,1.0,1.0,source
case_000405__ho2,case_000405,2,True,wrong_initial_state,"wrong_initial_state,wrong_source",59305,1.0,0.0,1.0,True,2,2,True,True,True,True,True,1.0,1.0,generated
case_000405__ho3,case_000405,3,True,wrong_initial_state,"wrong_initial_state,wrong_target,guard_flip",78180,1.0,0.0,1.0,True,3,3,True,True,True,True,True,1.0,1.0,generated
case_000505,case_000505,1,False,wrong_target,wrong_target,,1.0,0.0,1.0,True,1,1,True,False,False,False,False,0.0,0.0,source
case_000505__ho2,case_000505,2,True,wrong_target,"wrong_target,guard_strengthen",84047,1.0,0.0,1.0,True,2,2,True,True,True,True,True,1.0,1.0,generated
case_000505__ho3,case_000505,3,True,wrong_target,"wrong_target,guard_weaken,guard_strengthen",70834,1.0,0.0,1.0,True,3,3,True,True,True,True,True,1.0,1.0,generated
case_000005,case_000005,1,False,missing_transition,missing_transition,,1.0,0.0,1.0,True,1,1,True,False,False,True,True,1.0,1.0,source
case_000055,case_000055,1,False,nondeterminism_intro,nondeterminism_intro,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000055__ho2,case_000055,2,True,nondeterminism_intro,"nondeterminism_intro,guard_flip",38740,1.0,1.0,0.0,False,1,2,False,False,False,True,False,1.0,0.0,generated
case_000055__ho3,case_000055,3,True,nondeterminism_intro,"nondeterminism_intro,wrong_initial_state,wrong_target",5913,1.0,0.0,1.0,True,2,3,False,False,False,True,True,1.0,1.0,generated
case_000155,case_000155,1,False,wrong_event,wrong_event,,1.0,0.0,1.0,True,1,1,True,False,False,True,True,1.0,1.0,source
case_000155__ho2,case_000155,2,True,wrong_event,"wrong_event,wrong_source",5026,1.0,0.0,1.0,True,2,2,True,True,True,True,True,1.0,1.0,generated
case_000105,case_000105,1,False,wrong_source,wrong_source,,1.0,0.0,1.0,True,1,1,True,False,False,True,True,1.0,1.0,source
case_000105__ho2,case_000105,2,True,wrong_source,"wrong_source,wrong_target",67557,1.0,0.0,1.0,True,2,2,True,True,True,True,True,1.0,1.0,generated
case_000855,case_000855,1,False,delay_corruption,delay_corruption,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000855__ho2,case_000855,2,True,delay_corruption,"delay_corruption,wrong_source",59880,1.0,0.75,0.25,True,1,2,False,False,False,True,True,1.0,0.25,generated
case_000855__ho3,case_000855,3,True,delay_corruption,"delay_corruption,missing_transition,wrong_event",90309,1.0,0.5,0.5,True,2,3,False,False,False,True,True,1.0,0.5,generated
case_000955,case_000955,1,False,missing_transition,missing_transition,,1.0,0.153846,0.846154,True,1,1,True,False,False,True,True,1.0,0.846154,source
case_000955__ho2,case_000955,2,True,missing_transition,"missing_transition,guard_flip",44782,1.0,0.153846,0.846154,True,2,2,True,True,True,False,True,0.923077,0.769231,generated
case_000955__ho3,case_000955,3,True,missing_transition,"missing_transition,wrong_source,guard_weaken",65811,1.0,0.769231,0.230769,True,3,3,True,True,True,True,True,1.0,0.230769,generated
case_000805,case_000805,1,False,timeout_corruption,timeout_corruption,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000805__ho2,case_000805,2,True,timeout_corruption,"timeout_corruption,wrong_event",79839,1.0,0.833333,0.166667,True,1,2,False,False,False,True,True,1.0,0.166667,generated
case_000805__ho3,case_000805,3,True,timeout_corruption,"timeout_corruption,guard_weaken,guard_strengthen",14050,1.0,0.5,0.5,True,2,3,False,False,False,False,True,0.833333,0.333333,generated
case_000905,case_000905,1,False,wrong_target,wrong_target,,1.0,0.95,0.05,True,1,1,True,False,False,False,False,0.95,0.0,source
case_000905__ho2,case_000905,2,True,wrong_target,"wrong_target,guard_weaken",32537,1.0,0.9,0.1,True,2,2,True,True,True,False,True,0.95,0.05,generated
case_000905__ho3,case_000905,3,True,wrong_target,"wrong_target,wrong_source,guard_weaken",96500,1.0,0.5,0.5,True,3,3,True,True,True,False,True,0.9,0.4,generated
case_000706,case_000706,1,False,guard_flip,guard_flip,,1.0,0.95,0.05,True,1,1,True,False,False,True,True,1.0,0.05,source
case_000706__ho2,case_000706,2,True,guard_flip,"guard_flip,wrong_source",14633,1.0,0.9,0.1,True,2,2,True,True,True,True,True,1.0,0.1,generated
case_000706__ho3,case_000706,3,True,guard_flip,"guard_flip,wrong_event,wrong_source",71876,1.0,0.45,0.55,True,3,3,True,True,True,True,True,1.0,0.55,generated
case_000656,case_000656,1,False,guard_strengthen,guard_strengthen,,1.0,0.888889,0.111111,True,1,1,True,False,False,True,True,1.0,0.111111,source
case_000656__ho2,case_000656,2,True,guard_strengthen,"guard_strengthen,wrong_initial_state",52408,1.0,0.0,1.0,True,2,2,True,True,True,False,True,0.888889,0.888889,generated
case_000656__ho3,case_000656,3,True,guard_strengthen,"guard_strengthen,wrong_initial_state,wrong_target",32405,1.0,0.0,1.0,True,3,3,True,True,True,False,True,0.888889,0.888889,generated
case_000606,case_000606,1,False,guard_weaken,guard_weaken,,1.0,0.833333,0.166667,True,1,1,True,False,False,True,True,1.0,0.166667,source
case_000606__ho2,case_000606,2,True,guard_weaken,"guard_weaken,wrong_target",61231,1.0,0.5,0.5,True,2,2,True,True,True,True,True,1.0,0.5,generated
case_000606__ho3,case_000606,3,True,guard_weaken,"guard_weaken,missing_transition,wrong_event",91570,1.0,0.333333,0.666667,True,3,3,True,True,True,False,True,0.833333,0.5,generated
case_000756,case_000756,1,False,missing_transition,missing_transition,,1.0,0.916667,0.083333,True,1,1,True,False,False,True,True,1.0,0.083333,source
case_000756__ho2,case_000756,2,True,missing_transition,"missing_transition,wrong_initial_state",63326,1.0,0.0,1.0,True,2,2,True,True,True,False,True,0.916667,0.916667,generated
case_000756__ho3,case_000756,3,True,missing_transition,"missing_transition,guard_weaken,guard_strengthen",29027,1.0,0.083333,0.916667,True,3,3,True,True,True,False,True,0.833333,0.75,generated
case_000206,case_000206,1,False,action_corruption,action_corruption,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000206__ho2,case_000206,2,True,action_corruption,"action_corruption,guard_weaken",31397,1.0,0.0,1.0,True,1,2,False,False,False,True,True,1.0,1.0,generated
case_000206__ho3,case_000206,3,True,action_corruption,"action_corruption,wrong_event,wrong_source",19656,1.0,0.833333,0.166667,True,2,3,False,False,False,True,True,1.0,0.166667,generated
case_000306,case_000306,1,False,duplicate_transition,duplicate_transition,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000306__ho2,case_000306,2,True,duplicate_transition,"duplicate_transition,wrong_event",93715,1.0,0.95,0.05,True,1,2,False,False,False,True,True,1.0,0.05,generated
case_000306__ho3,case_000306,3,True,duplicate_transition,"duplicate_transition,guard_weaken,guard_strengthen",1326,1.0,0.9,0.1,True,2,3,False,False,False,True,True,1.0,0.1,generated
case_000256,case_000256,1,False,guard_flip,guard_flip,,1.0,0.888889,0.111111,True,1,1,True,False,False,True,True,1.0,0.111111,source
case_000256__ho2,case_000256,2,True,guard_flip,"guard_flip,wrong_target",2978,1.0,0.666667,0.333333,True,2,2,True,True,True,False,False,0.666667,0.0,generated
case_000256__ho3,case_000256,3,True,guard_flip,"guard_flip,missing_transition,wrong_event",66495,1.0,0.111111,0.888889,True,3,3,True,True,True,False,True,0.666667,0.555556,generated
case_000356,case_000356,1,False,wrong_target,wrong_target,,1.0,0.461538,0.538462,True,1,1,True,False,False,False,False,0.461538,0.0,source
case_000356__ho2,case_000356,2,True,wrong_target,"wrong_target,guard_weaken",23892,1.0,0.846154,0.153846,True,2,2,True,True,True,False,True,0.923077,0.076923,generated
case_000356__ho3,case_000356,3,True,wrong_target,"wrong_target,missing_transition,wrong_event",14873,1.0,0.538462,0.461538,True,3,3,True,True,True,False,True,0.846154,0.307692,generated
case_000456,case_000456,1,False,dead_state_intro,dead_state_intro,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000456__ho2,case_000456,2,True,dead_state_intro,"dead_state_intro,guard_weaken",34109,1.0,0.0,1.0,True,1,2,False,False,False,True,True,1.0,1.0,generated
case_000456__ho3,case_000456,3,True,dead_state_intro,"dead_state_intro,wrong_event,wrong_source",37184,1.0,0.0,1.0,True,2,3,False,False,False,True,True,1.0,1.0,generated
case_000556,case_000556,1,False,unreachable_state_intro,unreachable_state_intro,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000556__ho2,case_000556,2,True,unreachable_state_intro,"unreachable_state_intro,wrong_event",60411,1.0,0.0,1.0,True,1,2,False,False,False,True,True,1.0,1.0,generated
case_000556__ho3,case_000556,3,True,unreachable_state_intro,"unreachable_state_intro,guard_weaken,guard_strengthen",60150,1.0,0.666667,0.333333,True,2,3,False,False,False,True,True,1.0,0.333333,generated
case_000406,case_000406,1,False,wrong_initial_state,wrong_initial_state,,1.0,0.0,1.0,True,1,1,True,False,False,True,True,1.0,1.0,source
case_000406__ho2,case_000406,2,True,wrong_initial_state,"wrong_initial_state,wrong_event",29194,1.0,0.0,1.0,True,2,2,True,True,True,True,True,1.0,1.0,generated
case_000406__ho3,case_000406,3,True,wrong_initial_state,"wrong_initial_state,guard_weaken,guard_strengthen",47975,1.0,0.0,1.0,True,3,3,True,True,True,True,True,1.0,1.0,generated
case_000506,case_000506,1,False,wrong_target,wrong_target,,1.0,0.0,1.0,True,1,1,True,False,False,False,False,0.0,0.0,source
case_000506__ho2,case_000506,2,True,wrong_target,"wrong_target,guard_strengthen",9036,1.0,0.0,1.0,True,2,2,True,True,True,True,True,1.0,1.0,generated
case_000506__ho3,case_000506,3,True,wrong_target,"wrong_target,wrong_initial_state,guard_flip",43505,1.0,0.0,1.0,True,3,3,True,True,True,True,True,1.0,1.0,generated
case_000006,case_000006,1,False,missing_transition,missing_transition,,1.0,0.0,1.0,True,1,1,True,False,False,True,True,1.0,1.0,source
case_000056,case_000056,1,False,nondeterminism_intro,nondeterminism_intro,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000056__ho2,case_000056,2,True,nondeterminism_intro,"nondeterminism_intro,wrong_initial_state",90711,1.0,0.0,1.0,True,1,2,False,False,False,True,True,1.0,1.0,generated
case_000056__ho3,case_000056,3,True,nondeterminism_intro,"nondeterminism_intro,guard_flip,missing_transition",11354,1.0,0.0,1.0,True,2,3,False,False,False,False,False,0.0,0.0,generated
case_000156,case_000156,1,False,wrong_event,wrong_event,,1.0,0.0,1.0,True,1,1,True,False,False,True,True,1.0,1.0,source
case_000156__ho2,case_000156,2,True,wrong_event,"wrong_event,guard_weaken",95265,1.0,0.0,1.0,True,2,2,True,True,True,True,True,1.0,1.0,generated
case_000106,case_000106,1,False,wrong_source,wrong_source,,1.0,0.0,1.0,True,1,1,True,False,False,True,True,1.0,1.0,source
case_000106__ho2,case_000106,2,True,wrong_source,"wrong_source,guard_strengthen",79014,1.0,0.0,1.0,True,2,2,True,True,True,True,True,1.0,1.0,generated
case_000106__ho3,case_000106,3,True,wrong_source,"wrong_source,guard_weaken,guard_strengthen",98155,1.0,0.0,1.0,True,3,3,True,True,True,True,True,1.0,1.0,generated
case_000856,case_000856,1,False,delay_corruption,delay_corruption,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000856__ho2,case_000856,2,True,delay_corruption,"delay_corruption,missing_transition",70731,1.0,0.888889,0.111111,True,1,2,False,False,False,True,True,1.0,0.111111,generated
case_000856__ho3,case_000856,3,True,delay_corruption,"delay_corruption,wrong_source,guard_weaken",57510,1.0,0.777778,0.222222,True,2,3,False,False,False,True,True,1.0,0.222222,generated
case_000956,case_000956,1,False,missing_transition,missing_transition,,1.0,0.916667,0.083333,True,1,1,True,False,False,True,True,1.0,0.083333,source
case_000956__ho2,case_000956,2,True,missing_transition,"missing_transition,wrong_initial_state",90477,1.0,0.0,1.0,True,2,2,True,True,True,False,True,0.916667,0.916667,generated
case_000956__ho3,case_000956,3,True,missing_transition,"missing_transition,guard_weaken,guard_strengthen",4720,1.0,0.083333,0.916667,True,3,3,True,True,True,False,True,0.833333,0.75,generated
case_000806,case_000806,1,False,timeout_corruption,timeout_corruption,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000806__ho2,case_000806,2,True,timeout_corruption,"timeout_corruption,guard_weaken",70012,1.0,0.5,0.5,True,1,2,False,False,False,True,True,1.0,0.5,generated
case_000806__ho3,case_000806,3,True,timeout_corruption,"timeout_corruption,wrong_event,wrong_source",81793,1.0,0.0,1.0,True,2,3,False,False,False,True,True,1.0,1.0,generated
case_000906,case_000906,1,False,wrong_target,wrong_target,,1.0,0.95,0.05,True,1,1,True,False,False,False,False,0.95,0.0,source
case_000906__ho2,case_000906,2,True,wrong_target,"wrong_target,wrong_source",89178,1.0,0.9,0.1,True,2,2,True,True,True,False,True,0.95,0.05,generated
case_000906__ho3,case_000906,3,True,wrong_target,"wrong_target,guard_flip,missing_transition",20311,1.0,0.5,0.5,True,3,3,True,True,True,False,True,0.55,0.05,generated
case_000707,case_000707,1,False,guard_flip,guard_flip,,1.0,0.95,0.05,True,1,1,True,False,False,True,True,1.0,0.05,source
