secondary_random_seed,case_id,source_case_id,mutation_order,is_higher_order,primary_operator,mutation_operator,ho_seed,reference_bpr,faulty_bpr,bpr_delta,fault_detected,first_order_components_detected,first_order_components_total,all_first_order_detected,coupling_eligible,coupling_detected,complete_repair,effective_repair,repair_final_bpr,repair_delta_bpr,generation_status
2,case_000127,case_000127,1,False,delay_corruption,delay_corruption,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
2,case_000127__ho2,case_000127,2,True,delay_corruption,"delay_corruption,missing_transition",6204,1.0,0.996094,0.003906,True,1,2,False,False,False,True,True,1.0,0.003906,generated
2,case_000127__ho3,case_000127,3,True,delay_corruption,"delay_corruption,wrong_initial_state,wrong_target",19225,1.0,0.0,1.0,True,2,3,False,False,False,False,True,0.535156,0.535156,generated
2,case_000146,case_000146,1,False,delay_corruption,delay_corruption,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
2,case_000146__ho2,case_000146,2,True,delay_corruption,"delay_corruption,guard_weaken",95976,1.0,0.987654,0.012346,True,1,2,False,False,False,True,True,1.0,0.012346,generated
2,case_000146__ho3,case_000146,3,True,delay_corruption,"delay_corruption,wrong_event,guard_flip",52557,1.0,0.975309,0.024691,True,2,3,False,False,False,True,True,1.0,0.024691,generated
2,case_000089,case_000089,1,False,delay_corruption,delay_corruption,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
2,case_000089__ho2,case_000089,2,True,delay_corruption,"delay_corruption,wrong_source",93834,1.0,0.772727,0.227273,True,1,2,False,False,False,True,True,1.0,0.227273,generated
2,case_000089__ho3,case_000089,3,True,delay_corruption,"delay_corruption,wrong_event,guard_flip",50695,1.0,0.227273,0.772727,True,2,3,False,False,False,False,True,0.954545,0.727273,generated
2,case_000108,case_000108,1,False,delay_corruption,delay_corruption,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
2,case_000108__ho2,case_000108,2,True,delay_corruption,"delay_corruption,guard_flip",40594,1.0,0.99881,0.00119,True,1,2,False,False,False,True,True,1.0,0.00119,generated
2,case_000108__ho3,case_000108,3,True,delay_corruption,"delay_corruption,guard_flip,guard_weaken",65071,1.0,0.985714,0.014286,True,2,3,False,False,False,True,True,1.0,0.014286,generated
2,case_000139,case_000139,1,False,duplicate_transition,duplicate_transition,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
2,case_000139__ho2,case_000139,2,True,duplicate_transition,"duplicate_transition,wrong_source",47437,1.0,0.991803,0.008197,True,1,2,False,False,False,False,True,0.995902,0.004098,generated
2,case_000139__ho3,case_000139,3,True,duplicate_transition,"duplicate_transition,wrong_source,guard_strengthen",49480,1.0,0.991803,0.008197,True,2,3,False,False,False,True,True,1.0,0.008197,generated
2,case_000082,case_000082,1,False,duplicate_transition,duplicate_transition,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
2,case_000082__ho2,case_000082,2,True,duplicate_transition,"duplicate_transition,wrong_event",74392,1.0,0.987179,0.012821,True,1,2,False,False,False,True,True,1.0,0.012821,generated
2,case_000082__ho3,case_000082,3,True,duplicate_transition,"duplicate_transition,guard_weaken,guard_strengthen",72797,1.0,0.782051,0.217949,True,2,3,False,False,False,True,True,1.0,0.217949,generated
2,case_000101,case_000101,1,False,duplicate_transition,duplicate_transition,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
2,case_000101__ho2,case_000101,2,True,duplicate_transition,"duplicate_transition,missing_transition",86013,1.0,1.0,0.0,False,1,2,False,False,False,True,False,1.0,0.0,generated
2,case_000101__ho3,case_000101,3,True,duplicate_transition,"duplicate_transition,wrong_initial_state,guard_weaken",91992,1.0,0.0,1.0,True,2,3,False,False,False,False,True,0.954545,0.954545,generated
2,case_000120,case_000120,1,False,duplicate_transition,duplicate_transition,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
2,case_000120__ho2,case_000120,2,True,duplicate_transition,"duplicate_transition,wrong_source",45445,1.0,0.998825,0.001175,True,1,2,False,False,False,True,True,1.0,0.001175,generated
2,case_000120__ho3,case_000120,3,True,duplicate_transition,"duplicate_transition,missing_transition,guard_weaken",47360,1.0,0.99765,0.00235,True,2,3,False,False,False,True,True,1.0,0.00235,generated
2,case_000103,case_000103,1,False,guard_flip,guard_flip,,1.0,0.995763,0.004237,True,1,1,True,False,False,True,True,1.0,0.004237,source
2,case_000103__ho2,case_000103,2,True,guard_flip,"guard_flip,wrong_event",13216,1.0,0.885593,0.114407,True,2,2,True,True,True,False,True,0.961864,0.076271,generated
2,case_000103__ho3,case_000103,3,True,guard_flip,"guard_flip,wrong_source,wrong_source",3365,1.0,0.987288,0.012712,True,3,3,True,True,True,True,True,1.0,0.012712,generated
2,case_000122,case_000122,1,False,guard_flip,guard_flip,,1.0,0.987952,0.012048,True,1,1,True,False,False,True,True,1.0,0.012048,source
2,case_000122__ho2,case_000122,2,True,guard_flip,"guard_flip,wrong_target",40856,1.0,0.975904,0.024096,True,2,2,True,True,True,False,True,0.987952,0.012048,generated
2,case_000122__ho3,case_000122,3,True,guard_flip,"guard_flip,wrong_source,wrong_target",75517,1.0,0.891566,0.108434,True,3,3,True,True,True,False,True,0.987952,0.096386,generated
2,case_000141,case_000141,1,False,guard_flip,guard_flip,,1.0,0.772727,0.227273,True,1,1,True,False,False,True,True,1.0,0.227273,source
2,case_000141__ho2,case_000141,2,True,guard_flip,"guard_flip,wrong_event",61329,1.0,0.727273,0.272727,True,2,2,True,True,True,True,True,1.0,0.272727,generated
2,case_000141__ho3,case_000141,3,True,guard_flip,"guard_flip,guard_weaken,wrong_event",80436,1.0,0.909091,0.090909,True,3,3,True,True,True,True,True,1.0,0.090909,generated
2,case_000084,case_000084,1,False,guard_flip,guard_flip,,1.0,0.986352,0.013648,True,1,1,True,False,False,True,True,1.0,0.013648,source
2,case_000084__ho2,case_000084,2,True,guard_flip,"guard_flip,wrong_target",62267,1.0,0.997519,0.002481,True,2,2,True,True,True,False,True,0.998759,0.001241,generated
2,case_000084__ho3,case_000084,3,True,guard_flip,"guard_flip,guard_strengthen,wrong_target",6006,1.0,0.996278,0.003722,True,3,3,True,True,True,False,True,0.998759,0.002481,generated
2,case_000131,case_000131,1,False,guard_inter_class,guard_inter_class,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
2,case_000131__ho2,case_000131,2,True,guard_inter_class,"guard_inter_class,wrong_source",34168,1.0,0.991304,0.008696,True,1,2,False,False,False,False,True,0.995652,0.004348,generated
2,case_000131__ho3,case_000131,3,True,guard_inter_class,"guard_inter_class,guard_flip,wrong_target",24829,1.0,0.991304,0.008696,True,2,3,False,False,False,False,True,0.995652,0.004348,generated
2,case_000150,case_000150,1,False,guard_inter_class,guard_inter_class,,1.0,0.987654,0.012346,True,1,1,True,False,False,True,True,1.0,0.012346,source
2,case_000150__ho2,case_000150,2,True,guard_inter_class,"guard_inter_class,wrong_initial_state",74028,1.0,0.0,1.0,True,1,2,False,False,False,False,True,0.802469,0.802469,generated
2,case_000150__ho3,case_000150,3,True,guard_inter_class,"guard_inter_class,wrong_event,wrong_source",8745,1.0,0.814815,0.185185,True,3,3,True,True,True,True,True,1.0,0.185185,generated
2,case_000093,case_000093,1,False,guard_inter_class,guard_inter_class,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
2,case_000093__ho2,case_000093,2,True,guard_inter_class,"guard_inter_class,wrong_initial_state",61797,1.0,0.0,1.0,True,1,2,False,False,False,True,True,1.0,1.0,generated
2,case_000093__ho3,case_000093,3,True,guard_inter_class,"guard_inter_class,missing_transition,wrong_source",11744,1.0,0.833333,0.166667,True,3,3,True,True,True,False,True,0.958333,0.125,generated
2,case_000112,case_000112,1,False,guard_inter_class,guard_inter_class,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
2,case_000112__ho2,case_000112,2,True,guard_inter_class,"guard_inter_class,missing_transition",54589,1.0,0.997534,0.002466,True,2,2,True,True,True,True,True,1.0,0.002466,generated
2,case_000112__ho3,case_000112,3,True,guard_inter_class,"guard_inter_class,guard_weaken,wrong_target",88824,1.0,0.935882,0.064118,True,2,3,False,False,False,False,True,0.986436,0.050555,generated
2,case_000143,case_000143,1,False,guard_strengthen,guard_strengthen,,1.0,0.995726,0.004274,True,1,1,True,False,False,True,True,1.0,0.004274,source
2,case_000143__ho2,case_000143,2,True,guard_strengthen,"guard_strengthen,missing_transition",53100,1.0,0.991453,0.008547,True,2,2,True,True,True,True,True,1.0,0.008547,generated
2,case_000143__ho3,case_000143,3,True,guard_strengthen,"guard_strengthen,wrong_target,wrong_source",94569,1.0,0.952991,0.047009,True,3,3,True,True,True,False,True,0.995726,0.042735,generated
2,case_000086,case_000086,1,False,guard_strengthen,guard_strengthen,,1.0,0.988506,0.011494,True,1,1,True,False,False,True,True,1.0,0.011494,source
2,case_000086__ho2,case_000086,2,True,guard_strengthen,"guard_strengthen,wrong_initial_state",97854,1.0,0.183908,0.816092,True,2,2,True,True,True,False,True,0.195402,0.011494,generated
2,case_000086__ho3,case_000086,3,True,guard_strengthen,"guard_strengthen,wrong_initial_state,wrong_target",8995,1.0,0.0,1.0,True,3,3,True,True,True,False,True,0.977011,0.977011,generated
2,case_000105,case_000105,1,False,guard_strengthen,guard_strengthen,,1.0,0.954545,0.045455,True,1,1,True,False,False,True,True,1.0,0.045455,source
2,case_000105__ho2,case_000105,2,True,guard_strengthen,"guard_strengthen,guard_weaken",69731,1.0,0.454545,0.545455,True,2,2,True,True,True,True,True,1.0,0.545455,generated
2,case_000105__ho3,case_000105,3,True,guard_strengthen,"guard_strengthen,missing_transition,wrong_target",60254,1.0,0.454545,0.545455,True,3,3,True,True,True,False,True,0.772727,0.318182,generated
2,case_000124,case_000124,1,False,guard_strengthen,guard_strengthen,,1.0,0.998729,0.001271,True,1,1,True,False,False,True,True,1.0,0.001271,source
2,case_000124__ho2,case_000124,2,True,guard_strengthen,"guard_strengthen,wrong_event",3131,1.0,0.997459,0.002541,True,2,2,True,True,True,True,True,1.0,0.002541,generated
2,case_000124__ho3,case_000124,3,True,guard_strengthen,"guard_strengthen,wrong_initial_state,missing_transition",27030,1.0,0.0,1.0,True,3,3,True,True,True,False,True,0.778907,0.778907,generated
2,case_000123,case_000123,1,False,guard_weaken,guard_weaken,,1.0,0.995763,0.004237,True,1,1,True,False,False,True,True,1.0,0.004237,source
2,case_000123__ho2,case_000123,2,True,guard_weaken,"guard_weaken,missing_transition",71202,1.0,0.991525,0.008475,True,2,2,True,True,True,True,True,1.0,0.008475,generated
2,case_000123__ho3,case_000123,3,True,guard_weaken,"guard_weaken,missing_transition,wrong_initial_state",6207,1.0,0.0,1.0,True,3,3,True,True,True,False,True,0.669492,0.669492,generated
2,case_000142,case_000142,1,False,guard_weaken,guard_weaken,,1.0,0.987179,0.012821,True,1,1,True,False,False,True,True,1.0,0.012821,source
2,case_000142__ho2,case_000142,2,True,guard_weaken,"guard_weaken,missing_transition",50062,1.0,0.679487,0.320513,True,2,2,True,True,True,False,True,0.910256,0.230769,generated
2,case_000142__ho3,case_000142,3,True,guard_weaken,"guard_weaken,missing_transition,guard_strengthen",94035,1.0,0.397436,0.602564,True,3,3,True,True,True,False,True,0.987179,0.589744,generated
2,case_000085,case_000085,1,False,guard_weaken,guard_weaken,,1.0,0.958333,0.041667,True,1,1,True,False,False,True,True,1.0,0.041667,source
2,case_000085__ho2,case_000085,2,True,guard_weaken,"guard_weaken,guard_flip",2817,1.0,0.916667,0.083333,True,2,2,True,True,True,True,True,1.0,0.083333,generated
2,case_000085__ho3,case_000085,3,True,guard_weaken,"guard_weaken,guard_flip,wrong_event",37668,1.0,0.875,0.125,True,3,3,True,True,True,True,True,1.0,0.125,generated
2,case_000104,case_000104,1,False,guard_weaken,guard_weaken,,1.0,0.969591,0.030409,True,1,1,True,False,False,True,True,1.0,0.030409,source
2,case_000104__ho2,case_000104,2,True,guard_weaken,"guard_weaken,wrong_target",49689,1.0,0.997661,0.002339,True,2,2,True,True,True,False,True,0.99883,0.00117,generated
2,case_000104__ho3,case_000104,3,True,guard_weaken,"guard_weaken,missing_transition,guard_flip",51964,1.0,0.996491,0.003509,True,3,3,True,True,True,True,True,1.0,0.003509,generated
2,case_000115,case_000115,1,False,missing_transition,missing_transition,,1.0,0.995495,0.004505,True,1,1,True,False,False,True,True,1.0,0.004505,source
2,case_000115__ho2,case_000115,2,True,missing_transition,"missing_transition,wrong_initial_state",89220,1.0,0.0,1.0,True,2,2,True,True,True,False,True,0.900901,0.900901,generated
2,case_000115__ho3,case_000115,3,True,missing_transition,"missing_transition,wrong_event,wrong_source",60929,1.0,0.981982,0.018018,True,3,3,True,True,True,False,True,0.995495,0.013514,generated
2,case_000134,case_000134,1,False,missing_transition,missing_transition,,1.0,0.987654,0.012346,True,1,1,True,False,False,True,True,1.0,0.012346,source
2,case_000134__ho2,case_000134,2,True,missing_transition,"missing_transition,guard_weaken",91452,1.0,0.790123,0.209877,True,2,2,True,True,True,True,True,1.0,0.209877,generated
2,case_000134__ho3,case_000134,3,True,missing_transition,"missing_transition,wrong_initial_state,wrong_source",99385,1.0,0.0,1.0,True,3,3,True,True,True,False,True,0.975309,0.975309,generated
2,case_000077,case_000077,1,False,missing_transition,missing_transition,,1.0,0.958333,0.041667,True,1,1,True,False,False,True,True,1.0,0.041667,source
2,case_000077__ho2,case_000077,2,True,missing_transition,"missing_transition,guard_weaken",4589,1.0,0.208333,0.791667,True,2,2,True,True,True,False,True,0.958333,0.75,generated
2,case_000077__ho3,case_000077,3,True,missing_transition,"missing_transition,guard_strengthen,wrong_target",24936,1.0,0.875,0.125,True,3,3,True,True,True,False,True,0.958333,0.083333,generated
2,case_000096,case_000096,1,False,missing_transition,missing_transition,,1.0,0.998876,0.001124,True,1,1,True,False,False,True,True,1.0,0.001124,source
2,case_000096__ho2,case_000096,2,True,missing_transition,"missing_transition,wrong_initial_state",19201,1.0,0.0,1.0,True,2,2,True,True,True,False,True,0.559551,0.559551,generated
2,case_000096__ho3,case_000096,3,True,missing_transition,"missing_transition,wrong_target,wrong_source",63396,1.0,0.867416,0.132584,True,3,3,True,True,True,False,True,0.869663,0.002247,generated
2,case_000147,case_000147,1,False,nondeterminism_intro,nondeterminism_intro,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
2,case_000147__ho2,case_000147,2,True,nondeterminism_intro,"nondeterminism_intro,missing_transition",94962,1.0,0.803493,0.196507,True,1,2,False,False,False,True,True,1.0,0.196507,generated
2,case_000147__ho3,case_000147,3,True,nondeterminism_intro,"nondeterminism_intro,wrong_event,wrong_source",17295,1.0,0.991266,0.008734,True,2,3,False,False,False,True,True,1.0,0.008734,generated
2,case_000090,case_000090,1,False,nondeterminism_intro,nondeterminism_intro,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
2,case_000090__ho2,case_000090,2,True,nondeterminism_intro,"nondeterminism_intro,wrong_initial_state",98434,1.0,0.197531,0.802469,True,1,2,False,False,False,False,True,0.54321,0.345679,generated
2,case_000090__ho3,case_000090,3,True,nondeterminism_intro,"nondeterminism_intro,missing_transition,wrong_initial_state",41983,1.0,0.0,1.0,True,2,3,False,False,False,False,True,0.345679,0.345679,generated
2,case_000109,case_000109,1,False,nondeterminism_intro,nondeterminism_intro,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
2,case_000109__ho2,case_000109,2,True,nondeterminism_intro,"nondeterminism_intro,wrong_target",52680,1.0,0.95,0.05,True,1,2,False,False,False,False,False,0.95,0.0,generated
2,case_000109__ho3,case_000109,3,True,nondeterminism_intro,"nondeterminism_intro,wrong_target,wrong_source",25229,1.0,0.75,0.25,True,2,3,False,False,False,False,False,0.75,0.0,generated
2,case_000128,case_000128,1,False,nondeterminism_intro,nondeterminism_intro,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
2,case_000128__ho2,case_000128,2,True,nondeterminism_intro,"nondeterminism_intro,wrong_source",5712,1.0,0.986683,0.013317,True,1,2,False,False,False,True,True,1.0,0.013317,generated
2,case_000128__ho3,case_000128,3,True,nondeterminism_intro,"nondeterminism_intro,guard_strengthen,wrong_initial_state",57365,1.0,0.0,1.0,True,2,3,False,False,False,False,True,0.767554,0.767554,generated
2,case_000107,case_000107,1,False,timeout_corruption,timeout_corruption,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
2,case_000107__ho2,case_000107,2,True,timeout_corruption,"timeout_corruption,missing_transition",182,1.0,0.99569,0.00431,True,1,2,False,False,False,True,True,1.0,0.00431,generated
2,case_000107__ho3,case_000107,3,True,timeout_corruption,"timeout_corruption,guard_strengthen,guard_weaken",68347,1.0,0.991379,0.008621,True,2,3,False,False,False,True,True,1.0,0.008621,generated
2,case_000126,case_000126,1,False,timeout_corruption,timeout_corruption,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
2,case_000126__ho2,case_000126,2,True,timeout_corruption,"timeout_corruption,guard_flip",1822,1.0,0.987654,0.012346,True,1,2,False,False,False,True,True,1.0,0.012346,generated
2,case_000126__ho3,case_000126,3,True,timeout_corruption,"timeout_corruption,wrong_source,guard_weaken",51939,1.0,0.975309,0.024691,True,2,3,False,False,False,True,True,1.0,0.024691,generated
2,case_000145,case_000145,1,False,timeout_corruption,timeout_corruption,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
2,case_000145__ho2,case_000145,2,True,timeout_corruption,"timeout_corruption,guard_flip",99975,1.0,0.952381,0.047619,True,1,2,False,False,False,True,True,1.0,0.047619,generated
2,case_000145__ho3,case_000145,3,True,timeout_corruption,"timeout_corruption,guard_weaken,wrong_target",6474,1.0,0.714286,0.285714,True,2,3,False,False,False,False,True,0.761905,0.047619,generated
2,case_000088,case_000088,1,False,timeout_corruption,timeout_corruption,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
2,case_000088__ho2,case_000088,2,True,timeout_corruption,"timeout_corruption,wrong_initial_state",2256,1.0,0.0,1.0,True,1,2,False,False,False,False,True,0.729341,0.729341,generated
2,case_000088__ho3,case_000088,3,True,timeout_corruption,"timeout_corruption,wrong_event,wrong_event",13909,1.0,0.997605,0.002395,True,2,3,False,False,False,True,True,1.0,0.002395,generated
2,case_000091,case_000091,1,False,unreachable_state_intro,unreachable_state_intro,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
2,case_000091__ho2,case_000091,2,True,unreachable_state_intro,"unreachable_state_intro,wrong_initial_state",65720,1.0,0.0,1.0,True,1,2,False,False,False,True,True,1.0,1.0,generated
2,case_000091__ho3,case_000091,3,True,unreachable_state_intro,"unreachable_state_intro,guard_strengthen,guard_flip",46365,1.0,0.991379,0.008621,True,2,3,False,False,False,True,True,1.0,0.008621,generated
2,case_000110,case_000110,1,False,unreachable_state_intro,unreachable_state_intro,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
2,case_000110__ho2,case_000110,2,True,unreachable_state_intro,"unreachable_state_intro,guard_strengthen",63776,1.0,0.987654,0.012346,True,1,2,False,False,False,True,True,1.0,0.012346,generated
2,case_000110__ho3,case_000110,3,True,unreachable_state_intro,"unreachable_state_intro,guard_strengthen,missing_transition",18213,1.0,0.395062,0.604938,True,2,3,False,False,False,False,True,0.987654,0.592593,generated
2,case_000129,case_000129,1,False,unreachable_state_intro,unreachable_state_intro,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
2,case_000129__ho2,case_000129,2,True,unreachable_state_intro,"unreachable_state_intro,wrong_source",25898,1.0,0.952381,0.047619,True,1,2,False,False,False,True,True,1.0,0.047619,generated
2,case_000129__ho3,case_000129,3,True,unreachable_state_intro,"unreachable_state_intro,guard_flip,missing_transition",97735,1.0,0.714286,0.285714,True,2,3,False,False,False,True,True,1.0,0.285714,generated
2,case_000148,case_000148,1,False,unreachable_state_intro,unreachable_state_intro,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
2,case_000148__ho2,case_000148,2,True,unreachable_state_intro,"unreachable_state_intro,wrong_target",85910,1.0,0.998837,0.001163,True,1,2,False,False,False,False,False,0.998837,0.0,generated
2,case_000148__ho3,case_000148,3,True,unreachable_state_intro,"unreachable_state_intro,guard_strengthen,missing_transition",88699,1.0,0.997674,0.002326,True,2,3,False,False,False,True,True,1.0,0.002326,generated
2,case_000099,case_000099,1,False,wrong_event,wrong_event,,1.0,0.995614,0.004386,True,1,1,True,False,False,True,True,1.0,0.004386,source
2,case_000099__ho2,case_000099,2,True,wrong_event,"wrong_event,missing_transition",38029,1.0,0.95614,0.04386,True,2,2,True,True,True,True,True,1.0,0.04386,generated
2,case_000099__ho3,case_000099,3,True,wrong_event,"wrong_event,guard_weaken,guard_flip",74728,1.0,0.745614,0.254386,True,3,3,True,True,True,False,True,0.995614,0.25,generated
2,case_000118,case_000118,1,False,wrong_event,wrong_event,,1.0,0.987179,0.012821,True,1,1,True,False,False,True,True,1.0,0.012821,source
2,case_000118__ho2,case_000118,2,True,wrong_event,"wrong_event,guard_strengthen",11029,1.0,0.525641,0.474359,True,2,2,True,True,True,False,True,0.974359,0.448718,generated
2,case_000118__ho3,case_000118,3,True,wrong_event,"wrong_event,guard_strengthen,missing_transition",62864,1.0,0.897436,0.102564,True,3,3,True,True,True,False,True,0.987179,0.089744,generated
2,case_000137,case_000137,1,False,wrong_event,wrong_event,,1.0,0.954545,0.045455,True,1,1,True,False,False,True,True,1.0,0.045455,source
2,case_000137__ho2,case_000137,2,True,wrong_event,"wrong_event,guard_strengthen",45403,1.0,0.727273,0.272727,True,2,2,True,True,True,True,True,1.0,0.272727,generated
2,case_000137__ho3,case_000137,3,True,wrong_event,"wrong_event,guard_flip,guard_strengthen",49654,1.0,0.727273,0.272727,True,3,3,True,True,True,False,True,0.954545,0.227273,generated
2,case_000080,case_000080,1,False,wrong_event,wrong_event,,1.0,0.998761,0.001239,True,1,1,True,False,False,True,True,1.0,0.001239,source
2,case_000080__ho2,case_000080,2,True,wrong_event,"wrong_event,guard_weaken",41957,1.0,0.98513,0.01487,True,2,2,True,True,True,True,True,1.0,0.01487,generated
2,case_000080__ho3,case_000080,3,True,wrong_event,"wrong_event,guard_strengthen,guard_flip",66688,1.0,0.934325,0.065675,True,3,3,True,True,True,True,True,1.0,0.065675,generated
2,case_000119,case_000119,1,False,wrong_initial_state,wrong_initial_state,,1.0,0.0,1.0,True,1,1,True,False,False,False,True,0.356557,0.356557,source
2,case_000119__ho2,case_000119,2,True,wrong_initial_state,"wrong_initial_state,guard_flip",24647,1.0,0.0,1.0,True,2,2,True,True,True,False,True,0.811475,0.811475,generated
2,case_000119__ho3,case_000119,3,True,wrong_initial_state,"wrong_initial_state,guard_flip,wrong_event",10314,1.0,0.0,1.0,True,3,3,True,True,True,False,True,0.811475,0.811475,generated
2,case_000138,case_000138,1,False,wrong_initial_state,wrong_initial_state,,1.0,0.0,1.0,True,1,1,True,False,False,False,True,0.219178,0.219178,source
2,case_000138__ho2,case_000138,2,True,wrong_initial_state,"wrong_initial_state,missing_transition",25935,1.0,0.0,1.0,True,2,2,True,True,True,False,True,0.465753,0.465753,generated
2,case_000138__ho3,case_000138,3,True,wrong_initial_state,"wrong_initial_state,wrong_target,guard_weaken",99250,1.0,0.0,1.0,True,3,3,True,True,True,False,True,0.753425,0.753425,generated
2,case_000081,case_000081,1,False,wrong_initial_state,wrong_initial_state,,1.0,0.0,1.0,True,1,1,True,False,False,False,True,0.47619,0.47619,source
2,case_000081__ho2,case_000081,2,True,wrong_initial_state,"wrong_initial_state,wrong_source",10775,1.0,0.0,1.0,True,2,2,True,True,True,False,True,0.428571,0.428571,generated
2,case_000081__ho3,case_000081,3,True,wrong_initial_state,"wrong_initial_state,guard_strengthen,wrong_target",58362,1.0,0.0,1.0,True,3,3,True,True,True,False,True,0.52381,0.52381,generated
2,case_000100,case_000100,1,False,wrong_initial_state,wrong_initial_state,,1.0,0.0,1.0,True,1,1,True,False,False,False,True,0.316867,0.316867,source
2,case_000100__ho2,case_000100,2,True,wrong_initial_state,"wrong_initial_state,wrong_target",29375,1.0,0.0,1.0,True,2,2,True,True,True,False,True,0.315663,0.315663,generated
2,case_000100__ho3,case_000100,3,True,wrong_initial_state,"wrong_initial_state,missing_transition,wrong_source",9666,1.0,0.0,1.0,True,3,3,True,True,True,False,True,0.862651,0.862651,generated
2,case_000079,case_000079,1,False,wrong_source,wrong_source,,1.0,0.991453,0.008547,True,1,1,True,False,False,False,True,0.995726,0.004274,source
2,case_000079__ho2,case_000079,2,True,wrong_source,"wrong_source,wrong_event",97499,1.0,0.957265,0.042735,True,2,2,True,True,True,True,True,1.0,0.042735,generated
2,case_000079__ho3,case_000079,3,True,wrong_source,"wrong_source,wrong_event,missing_transition",74486,1.0,0.987179,0.012821,True,3,3,True,True,True,True,True,1.0,0.012821,generated
2,case_000098,case_000098,1,False,wrong_source,wrong_source,,1.0,0.988095,0.011905,True,1,1,True,False,False,True,True,1.0,0.011905,source
2,case_000098__ho2,case_000098,2,True,wrong_source,"wrong_source,guard_flip",36591,1.0,0.690476,0.309524,True,2,2,True,True,True,True,True,1.0,0.309524,generated
2,case_000098__ho3,case_000098,3,True,wrong_source,"wrong_source,guard_weaken,guard_strengthen",36626,1.0,0.97619,0.02381,True,3,3,True,True,True,True,True,1.0,0.02381,generated
2,case_000117,case_000117,1,False,wrong_source,wrong_source,,1.0,0.772727,0.227273,True,1,1,True,False,False,True,True,1.0,0.227273,source
2,case_000117__ho2,case_000117,2,True,wrong_source,"wrong_source,guard_weaken",985,1.0,0.909091,0.090909,True,2,2,True,True,True,True,True,1.0,0.090909,generated
2,case_000117__ho3,case_000117,3,True,wrong_source,"wrong_source,guard_weaken,wrong_initial_state",43292,1.0,0.0,1.0,True,3,3,True,True,True,False,True,0.227273,0.227273,generated
2,case_000136,case_000136,1,False,wrong_source,wrong_source,,1.0,0.997608,0.002392,True,1,1,True,False,False,False,True,0.998804,0.001196,source
2,case_000136__ho2,case_000136,2,True,wrong_source,"wrong_source,wrong_initial_state",53729,1.0,0.0,1.0,True,2,2,True,True,True,False,True,0.907895,0.907895,generated
2,case_000136__ho3,case_000136,3,True,wrong_source,"wrong_source,wrong_event,guard_weaken",80836,1.0,0.996411,0.003589,True,3,3,True,True,True,True,True,1.0,0.003589,generated
2,case_000135,case_000135,1,False,wrong_target,wrong_target,,1.0,0.996124,0.003876,True,1,1,True,False,False,False,False,0.996124,0.0,source
2,case_000135__ho2,case_000135,2,True,wrong_target,"wrong_target,guard_weaken",72478,1.0,0.992248,0.007752,True,2,2,True,True,True,False,True,0.996124,0.003876,generated
2,case_000135__ho3,case_000135,3,True,wrong_target,"wrong_target,guard_flip,guard_flip",46179,1.0,0.864341,0.135659,True,3,3,True,True,True,False,True,0.996124,0.131783,generated
2,case_000078,case_000078,1,False,wrong_target,wrong_target,,1.0,0.906667,0.093333,True,1,1,True,False,False,False,False,0.906667,0.0,source
2,case_000078__ho2,case_000078,2,True,wrong_target,"wrong_target,missing_transition",26913,1.0,0.973333,0.026667,True,2,2,True,True,True,False,True,0.986667,0.013333,generated
2,case_000078__ho3,case_000078,3,True,wrong_target,"wrong_target,missing_transition,missing_transition",49124,1.0,0.546667,0.453333,True,3,3,True,True,True,False,False,0.546667,0.0,generated
2,case_000097,case_000097,1,False,wrong_target,wrong_target,,1.0,0.791667,0.208333,True,1,1,True,False,False,False,False,0.791667,0.0,source
