case_id,mutation_operator,changed_transition_id,localized,transition_count,rank_of_target,reciprocal_rank,top1_hit,top3_hit,top5_hit,top_ranked_transition
case_000383,wrong_target,t7264_1,True,4,1,1.0,True,True,True,t7264_1
case_000384,wrong_target,t7281_4,True,6,1,1.0,True,True,True,t7281_4
case_000385,wrong_target,t7298_2,True,7,1,1.0,True,True,True,t7298_2
case_000386,wrong_target,t7315_4,True,8,1,1.0,True,True,True,t7315_4
case_000387,wrong_target,t7332_6,True,6,1,1.0,True,True,True,t7332_6
case_000388,wrong_target,t7349_3,True,7,1,1.0,True,True,True,t7349_3
case_000389,wrong_target,t7366_2,True,4,1,1.0,True,True,True,t7366_2
case_000390,wrong_target,t7383_2,True,6,1,1.0,True,True,True,t7383_2
case_000391,wrong_target,t7400_7,True,8,1,1.0,True,True,True,t7400_7
case_000392,wrong_target,t7417_5,True,6,1,1.0,True,True,True,t7417_5
case_000393,wrong_target,t7434_4,True,6,1,1.0,True,True,True,t7434_4
case_000394,wrong_target,t7451_5,True,7,1,1.0,True,True,True,t7451_5
case_000395,wrong_target,t7468_3,True,6,1,1.0,True,True,True,t7468_3
case_000396,wrong_target,t7485_6,True,6,1,1.0,True,True,True,t7485_6
case_000397,wrong_target,t7502_6,True,7,1,1.0,True,True,True,t7502_6
case_000398,wrong_target,t7519_5,True,7,1,1.0,True,True,True,t7519_5
case_000399,wrong_target,t7536_6,True,6,1,1.0,True,True,True,t7536_6
case_000400,wrong_target,t7553_2,True,4,1,1.0,True,True,True,t7553_2
case_000401,wrong_initial_state,,True,0,,0.0,False,False,False,
case_000402,wrong_initial_state,,True,0,,0.0,False,False,False,
case_000403,wrong_initial_state,,True,0,,0.0,False,False,False,
case_000404,wrong_initial_state,,True,1,,0.0,False,False,False,t7722_4
case_000405,wrong_initial_state,,True,0,,0.0,False,False,False,
case_000406,wrong_initial_state,,True,0,,0.0,False,False,False,
case_000407,wrong_initial_state,,True,0,,0.0,False,False,False,
case_000408,wrong_initial_state,,True,0,,0.0,False,False,False,
case_000409,wrong_initial_state,,True,0,,0.0,False,False,False,
case_000410,wrong_initial_state,,True,0,,0.0,False,False,False,
case_000411,wrong_initial_state,,True,0,,0.0,False,False,False,
case_000412,wrong_initial_state,,True,0,,0.0,False,False,False,
case_000413,wrong_initial_state,,True,0,,0.0,False,False,False,
case_000414,wrong_initial_state,,True,0,,0.0,False,False,False,
case_000415,wrong_initial_state,,True,0,,0.0,False,False,False,
case_000416,wrong_initial_state,,True,0,,0.0,False,False,False,
case_000417,wrong_initial_state,,True,0,,0.0,False,False,False,
case_000418,wrong_initial_state,,True,0,,0.0,False,False,False,
case_000419,wrong_initial_state,,True,0,,0.0,False,False,False,
case_000420,wrong_initial_state,,True,1,,0.0,False,False,False,t15913_2
case_000421,wrong_initial_state,,True,0,,0.0,False,False,False,
case_000422,wrong_initial_state,,True,1,,0.0,False,False,False,t8028_2
case_000423,wrong_initial_state,,True,2,,0.0,False,False,False,t8045_3
case_000424,wrong_initial_state,,True,2,,0.0,False,False,False,t8062_3
case_000425,wrong_initial_state,,True,0,,0.0,False,False,False,
case_000426,wrong_initial_state,,True,0,,0.0,False,False,False,
case_000427,wrong_initial_state,,True,0,,0.0,False,False,False,
case_000428,wrong_initial_state,,True,0,,0.0,False,False,False,
case_000429,wrong_initial_state,,True,0,,0.0,False,False,False,
case_000430,wrong_initial_state,,True,0,,0.0,False,False,False,
case_000431,wrong_initial_state,,True,0,,0.0,False,False,False,
case_000432,wrong_initial_state,,True,0,,0.0,False,False,False,
case_000433,wrong_initial_state,,True,0,,0.0,False,False,False,
case_000434,wrong_initial_state,,True,0,,0.0,False,False,False,
case_000435,wrong_initial_state,,True,0,,0.0,False,False,False,
case_000436,wrong_initial_state,,True,0,,0.0,False,False,False,
case_000437,wrong_initial_state,,True,0,,0.0,False,False,False,
case_000438,wrong_initial_state,,True,0,,0.0,False,False,False,
case_000439,wrong_initial_state,,True,0,,0.0,False,False,False,
case_000440,wrong_initial_state,,True,0,,0.0,False,False,False,
case_000441,wrong_initial_state,,True,1,,0.0,False,False,False,t8351_3
case_000442,wrong_initial_state,,True,0,,0.0,False,False,False,
case_000443,wrong_initial_state,,True,0,,0.0,False,False,False,
case_000444,wrong_initial_state,,True,1,,0.0,False,False,False,t8402_4
case_000445,wrong_initial_state,,True,1,,0.0,False,False,False,t8419_2
case_000446,wrong_initial_state,,True,0,,0.0,False,False,False,
case_000447,wrong_initial_state,,True,0,,0.0,False,False,False,
case_000448,wrong_initial_state,,True,0,,0.0,False,False,False,
case_000449,wrong_initial_state,,True,0,,0.0,False,False,False,
case_000450,wrong_initial_state,,False,0,,0.0,False,False,False,
case_000451,dead_state_intro,,False,0,,0.0,False,False,False,
case_000452,dead_state_intro,,False,0,,0.0,False,False,False,
case_000453,dead_state_intro,,False,0,,0.0,False,False,False,
case_000454,dead_state_intro,,False,0,,0.0,False,False,False,
case_000455,dead_state_intro,,False,0,,0.0,False,False,False,
case_000456,dead_state_intro,,False,0,,0.0,False,False,False,
case_000457,dead_state_intro,,False,0,,0.0,False,False,False,
case_000458,dead_state_intro,,False,0,,0.0,False,False,False,
case_000459,dead_state_intro,,False,0,,0.0,False,False,False,
case_000460,dead_state_intro,,False,0,,0.0,False,False,False,
case_000461,dead_state_intro,,False,0,,0.0,False,False,False,
case_000462,dead_state_intro,,False,0,,0.0,False,False,False,
case_000463,dead_state_intro,,False,0,,0.0,False,False,False,
case_000464,dead_state_intro,,False,0,,0.0,False,False,False,
case_000465,dead_state_intro,,False,0,,0.0,False,False,False,
case_000466,dead_state_intro,,False,0,,0.0,False,False,False,
case_000467,dead_state_intro,,False,0,,0.0,False,False,False,
case_000468,dead_state_intro,,False,0,,0.0,False,False,False,
case_000469,dead_state_intro,,False,0,,0.0,False,False,False,
case_000470,dead_state_intro,,False,0,,0.0,False,False,False,
case_000471,dead_state_intro,,False,0,,0.0,False,False,False,
case_000472,dead_state_intro,,False,0,,0.0,False,False,False,
case_000473,dead_state_intro,,False,0,,0.0,False,False,False,
case_000474,dead_state_intro,,False,0,,0.0,False,False,False,
case_000475,dead_state_intro,,False,0,,0.0,False,False,False,
case_000476,dead_state_intro,,False,0,,0.0,False,False,False,
case_000477,dead_state_intro,,False,0,,0.0,False,False,False,
case_000478,dead_state_intro,,False,0,,0.0,False,False,False,
case_000479,dead_state_intro,,False,0,,0.0,False,False,False,
case_000480,dead_state_intro,,False,0,,0.0,False,False,False,
case_000481,dead_state_intro,,False,0,,0.0,False,False,False,
case_000482,dead_state_intro,,False,0,,0.0,False,False,False,
case_000483,dead_state_intro,,False,0,,0.0,False,False,False,
case_000484,dead_state_intro,,False,0,,0.0,False,False,False,
case_000485,dead_state_intro,,False,0,,0.0,False,False,False,
case_000486,dead_state_intro,,False,0,,0.0,False,False,False,
case_000487,dead_state_intro,,False,0,,0.0,False,False,False,
case_000488,dead_state_intro,,False,0,,0.0,False,False,False,
case_000489,dead_state_intro,,False,0,,0.0,False,False,False,
case_000490,dead_state_intro,,False,0,,0.0,False,False,False,
case_000491,dead_state_intro,,False,0,,0.0,False,False,False,
case_000492,dead_state_intro,,False,0,,0.0,False,False,False,
case_000493,dead_state_intro,,False,0,,0.0,False,False,False,
case_000494,dead_state_intro,,False,0,,0.0,False,False,False,
case_000495,dead_state_intro,,False,0,,0.0,False,False,False,
case_000496,dead_state_intro,,False,0,,0.0,False,False,False,
case_000497,dead_state_intro,,False,0,,0.0,False,False,False,
case_000498,dead_state_intro,,False,0,,0.0,False,False,False,
case_000499,dead_state_intro,,False,0,,0.0,False,False,False,
case_000500,dead_state_intro,,False,0,,0.0,False,False,False,
case_000501,wrong_target,t9573_hub_2,True,1,1,1.0,True,True,True,t9573_hub_2
case_000502,wrong_target,t9590_hub_2,True,1,1,1.0,True,True,True,t9590_hub_2
case_000503,wrong_target,t9607_hub_1,True,1,1,1.0,True,True,True,t9607_hub_1
case_000504,wrong_target,t9624_hub_1,True,1,1,1.0,True,True,True,t9624_hub_1
case_000505,wrong_target,t9641_hub_1,True,1,1,1.0,True,True,True,t9641_hub_1
case_000506,wrong_target,t9658_hub_2,True,1,1,1.0,True,True,True,t9658_hub_2
case_000507,wrong_target,t9675_hub_2,True,1,1,1.0,True,True,True,t9675_hub_2
case_000508,wrong_target,t9692_hub_1,True,1,1,1.0,True,True,True,t9692_hub_1
case_000509,wrong_target,t9709_hub_1,True,1,1,1.0,True,True,True,t9709_hub_1
case_000510,wrong_target,t9726_hub_2,True,1,1,1.0,True,True,True,t9726_hub_2
case_000511,wrong_target,t9743_hub_2,True,1,1,1.0,True,True,True,t9743_hub_2
case_000512,wrong_target,t9760_hub_2,True,1,1,1.0,True,True,True,t9760_hub_2
case_000513,wrong_target,t9777_hub_1,True,1,1,1.0,True,True,True,t9777_hub_1
case_000514,wrong_target,t9794_hub_1,True,1,1,1.0,True,True,True,t9794_hub_1
case_000515,wrong_target,t9811_hub_1,True,1,1,1.0,True,True,True,t9811_hub_1
case_000516,wrong_target,t9828_hub_1,True,1,1,1.0,True,True,True,t9828_hub_1
case_000517,wrong_target,t9845_hub_1,True,1,1,1.0,True,True,True,t9845_hub_1
case_000518,wrong_target,t9862_hub_1,True,1,1,1.0,True,True,True,t9862_hub_1
case_000519,wrong_target,t9879_hub_2,True,1,1,1.0,True,True,True,t9879_hub_2
case_000520,wrong_target,t9896_hub_2,True,1,1,1.0,True,True,True,t9896_hub_2
case_000521,wrong_target,t9913_hub_2,True,1,1,1.0,True,True,True,t9913_hub_2
case_000522,wrong_target,t9930_hub_2,True,1,1,1.0,True,True,True,t9930_hub_2
case_000523,wrong_target,t9947_hub_2,True,1,1,1.0,True,True,True,t9947_hub_2
case_000524,wrong_target,t9964_hub_1,True,1,1,1.0,True,True,True,t9964_hub_1
case_000525,wrong_target,t9981_hub_1,True,1,1,1.0,True,True,True,t9981_hub_1
case_000526,wrong_target,t9998_hub_2,True,1,1,1.0,True,True,True,t9998_hub_2
case_000527,wrong_target,t10015_hub_2,True,1,1,1.0,True,True,True,t10015_hub_2
case_000528,wrong_target,t10032_hub_2,True,1,1,1.0,True,True,True,t10032_hub_2
case_000529,wrong_target,t10049_hub_2,True,1,1,1.0,True,True,True,t10049_hub_2
case_000530,wrong_target,t10066_hub_1,True,1,1,1.0,True,True,True,t10066_hub_1
case_000531,wrong_target,t10083_hub_1,True,1,1,1.0,True,True,True,t10083_hub_1
case_000532,wrong_target,t10100_hub_1,True,1,1,1.0,True,True,True,t10100_hub_1
case_000533,wrong_target,t10117_hub_1,True,1,1,1.0,True,True,True,t10117_hub_1
case_000534,wrong_target,t10134_hub_2,True,1,1,1.0,True,True,True,t10134_hub_2
case_000535,wrong_target,t10151_hub_2,True,1,1,1.0,True,True,True,t10151_hub_2
case_000536,wrong_target,t10168_hub_1,True,1,1,1.0,True,True,True,t10168_hub_1
case_000537,wrong_target,t10185_hub_2,True,1,1,1.0,True,True,True,t10185_hub_2
case_000538,wrong_target,t10202_hub_1,True,1,1,1.0,True,True,True,t10202_hub_1
case_000539,wrong_target,t10219_hub_2,True,1,1,1.0,True,True,True,t10219_hub_2
case_000540,wrong_target,t10236_hub_2,True,1,1,1.0,True,True,True,t10236_hub_2
case_000541,wrong_target,t10253_hub_2,True,1,1,1.0,True,True,True,t10253_hub_2
case_000542,wrong_target,t10270_hub_1,True,1,1,1.0,True,True,True,t10270_hub_1
case_000543,wrong_target,t10287_hub_1,True,1,1,1.0,True,True,True,t10287_hub_1
case_000544,wrong_target,t10304_hub_2,True,1,1,1.0,True,True,True,t10304_hub_2
case_000545,wrong_target,t10321_hub_1,True,1,1,1.0,True,True,True,t10321_hub_1
case_000546,wrong_target,t10338_hub_2,True,1,1,1.0,True,True,True,t10338_hub_2
case_000547,wrong_target,t10355_hub_1,True,1,1,1.0,True,True,True,t10355_hub_1
case_000548,wrong_target,t10372_hub_1,True,1,1,1.0,True,True,True,t10372_hub_1
case_000549,wrong_target,t10389_hub_2,True,1,1,1.0,True,True,True,t10389_hub_2
case_000550,wrong_target,t10406_hub_2,True,1,1,1.0,True,True,True,t10406_hub_2
case_000551,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000552,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000553,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000554,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000555,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000556,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000557,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000558,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000559,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000560,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000561,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000562,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000563,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000564,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000565,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000566,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000567,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000568,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000569,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000570,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000571,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000572,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000573,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000574,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000575,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000576,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000577,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000578,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000579,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000580,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000581,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000582,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000583,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000584,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000585,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000586,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000587,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000588,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000589,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000590,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000591,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000592,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000593,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000594,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000595,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000596,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000597,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000598,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000599,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000600,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000601,guard_weaken,t11475_1,True,3,1,1.0,True,True,True,t11475_1
case_000602,guard_weaken,t11492_3,True,4,3,0.333333,False,True,True,t11492_1
case_000603,guard_weaken,t11509_2,True,3,2,0.5,False,True,True,t11509_1
case_000604,guard_weaken,t11526_1,True,4,1,1.0,True,True,True,t11526_1
case_000605,guard_weaken,t11543_4,True,4,4,0.25,False,False,True,t11543_2
case_000606,guard_weaken,t11560_3,True,4,3,0.333333,False,True,True,t11560_1
case_000607,guard_weaken,t11577_3,True,4,3,0.333333,False,True,True,t11577_1
case_000608,guard_weaken,t11594_1,True,3,1,1.0,True,True,True,t11594_1
case_000609,guard_weaken,t11611_1,True,3,1,1.0,True,True,True,t11611_1
case_000610,guard_weaken,t11628_4,True,4,4,0.25,False,False,True,t11628_2
case_000611,guard_weaken,t11645_1,True,3,1,1.0,True,True,True,t11645_1
case_000612,guard_weaken,t11662_2,True,3,2,0.5,False,True,True,t11662_1
case_000613,guard_weaken,t11679_3,True,4,3,0.333333,False,True,True,t11679_1
case_000614,guard_weaken,t11696_2,True,3,2,0.5,False,True,True,t11696_1
case_000615,guard_weaken,t11713_1,True,3,1,1.0,True,True,True,t11713_1
case_000616,guard_weaken,t11730_2,True,3,2,0.5,False,True,True,t11730_1
case_000617,guard_weaken,t11747_3,True,3,3,0.333333,False,True,True,t11747_2
case_000618,guard_weaken,t11764_2,True,3,2,0.5,False,True,True,t11764_1
case_000619,guard_weaken,t11781_4,True,4,4,0.25,False,False,True,t11781_2
case_000620,guard_weaken,t11798_2,True,3,2,0.5,False,True,True,t11798_1
case_000621,guard_weaken,t11815_1,True,3,1,1.0,True,True,True,t11815_1
case_000622,guard_weaken,t11832_1,True,3,1,1.0,True,True,True,t11832_1
case_000623,guard_weaken,t11849_1,True,4,1,1.0,True,True,True,t11849_1
case_000624,guard_weaken,t11866_2,True,4,2,0.5,False,True,True,t11866_1
case_000625,guard_weaken,t11883_4,True,4,4,0.25,False,False,True,t11883_2
case_000626,guard_weaken,t11900_2,True,4,2,0.5,False,True,True,t11900_1
case_000627,guard_weaken,t11917_2,True,3,2,0.5,False,True,True,t11917_1
case_000628,guard_weaken,t11934_3,True,4,3,0.333333,False,True,True,t11934_1
case_000629,guard_weaken,t11951_1,True,4,1,1.0,True,True,True,t11951_1
case_000630,guard_weaken,t11968_2,True,3,2,0.5,False,True,True,t11968_1
case_000631,guard_weaken,t11985_2,True,3,2,0.5,False,True,True,t11985_1
case_000632,guard_weaken,t12002_2,True,3,2,0.5,False,True,True,t12002_1
case_000633,guard_weaken,t12019_3,True,3,3,0.333333,False,True,True,t12019_2
case_000634,guard_weaken,t12036_3,True,3,3,0.333333,False,True,True,t12036_2
case_000635,guard_weaken,t12053_4,True,4,4,0.25,False,False,True,t12053_2
case_000636,guard_weaken,t12070_1,True,4,1,1.0,True,True,True,t12070_1
case_000637,guard_weaken,t12087_1,True,3,1,1.0,True,True,True,t12087_1
case_000638,guard_weaken,t12104_1,True,3,1,1.0,True,True,True,t12104_1
case_000639,guard_weaken,t12121_2,True,4,2,0.5,False,True,True,t12121_1
case_000640,guard_weaken,t12138_3,True,3,3,0.333333,False,True,True,t12138_2
case_000641,guard_weaken,t12155_1,True,3,1,1.0,True,True,True,t12155_1
case_000642,guard_weaken,t12172_1,True,3,1,1.0,True,True,True,t12172_1
case_000643,guard_weaken,t12189_3,True,4,3,0.333333,False,True,True,t12189_1
case_000644,guard_weaken,t12206_2,True,3,2,0.5,False,True,True,t12206_1
case_000645,guard_weaken,t12223_2,True,3,2,0.5,False,True,True,t12223_1
case_000646,guard_weaken,t12240_2,True,3,2,0.5,False,True,True,t12240_1
case_000647,guard_weaken,t12257_3,True,4,3,0.333333,False,True,True,t12257_1
case_000648,guard_weaken,t12274_3,True,4,3,0.333333,False,True,True,t12274_1
case_000649,guard_weaken,t12291_2,True,4,2,0.5,False,True,True,t12291_1
case_000650,guard_weaken,t12308_3,True,3,3,0.333333,False,True,True,t12308_2
case_000651,guard_strengthen,t12426_1,True,3,1,1.0,True,True,True,t12426_1
case_000652,guard_strengthen,t12443_2,True,3,2,0.5,False,True,True,t12443_1
case_000653,guard_strengthen,t12460_3,True,3,3,0.333333,False,True,True,t12460_1
case_000654,guard_strengthen,t12477_2,True,1,1,1.0,True,True,True,t12477_2
case_000655,guard_strengthen,t12494_2,True,5,2,0.5,False,True,True,t12494_1
case_000656,guard_strengthen,t12511_5,True,5,5,0.2,False,False,True,t12511_2
case_000657,guard_strengthen,t12528_2,True,3,2,0.5,False,True,True,t12528_1
case_000658,guard_strengthen,t12545_4,True,5,4,0.25,False,False,True,t12545_1
case_000659,guard_strengthen,t12562_2,True,5,2,0.5,False,True,True,t12562_1
case_000660,guard_strengthen,t12579_2,True,1,1,1.0,True,True,True,t12579_2
case_000661,guard_strengthen,t12596_1,True,3,1,1.0,True,True,True,t12596_1
case_000662,guard_strengthen,t12613_1,True,5,1,1.0,True,True,True,t12613_1
case_000663,guard_strengthen,t12630_1,True,5,1,1.0,True,True,True,t12630_1
case_000664,guard_strengthen,t12647_1,True,3,1,1.0,True,True,True,t12647_1
case_000665,guard_strengthen,t12664_4,True,3,3,0.333333,False,True,True,t12664_1
case_000666,guard_strengthen,t12681_4,True,5,4,0.25,False,False,True,t12681_1
case_000667,guard_strengthen,t12698_3,True,3,3,0.333333,False,True,True,t12698_1
case_000668,guard_strengthen,t12715_2,True,1,1,1.0,True,True,True,t12715_2
case_000669,guard_strengthen,t12732_2,True,1,1,1.0,True,True,True,t12732_2
case_000670,guard_strengthen,t12749_2,True,1,1,1.0,True,True,True,t12749_2
case_000671,guard_strengthen,t12766_3,True,5,3,0.333333,False,True,True,t12766_1
case_000672,guard_strengthen,t12783_1,True,3,1,1.0,True,True,True,t12783_1
case_000673,guard_strengthen,t12800_2,True,1,1,1.0,True,True,True,t12800_2
case_000674,guard_strengthen,t12817_3,True,5,3,0.333333,False,True,True,t12817_1
case_000675,guard_strengthen,t12834_1,True,5,1,1.0,True,True,True,t12834_1
case_000676,guard_strengthen,t12851_4,True,5,4,0.25,False,False,True,t12851_1
case_000677,guard_strengthen,t12868_1,True,3,1,1.0,True,True,True,t12868_1
case_000678,guard_strengthen,t12885_2,True,1,1,1.0,True,True,True,t12885_2
case_000679,guard_strengthen,t12902_2,True,3,2,0.5,False,True,True,t12902_1
case_000680,guard_strengthen,t12919_2,True,1,1,1.0,True,True,True,t12919_2
case_000681,guard_strengthen,t12936_6,True,5,5,0.2,False,False,True,t12936_2
case_000682,guard_strengthen,t12953_2,True,1,1,1.0,True,True,True,t12953_2
case_000683,guard_strengthen,t12970_2,True,1,1,1.0,True,True,True,t12970_2
case_000684,guard_strengthen,t12987_2,True,1,1,1.0,True,True,True,t12987_2
case_000685,guard_strengthen,t13004_4,True,3,3,0.333333,False,True,True,t13004_1
case_000686,guard_strengthen,t13021_4,True,5,4,0.25,False,False,True,t13021_1
case_000687,guard_strengthen,t13038_1,True,5,1,1.0,True,True,True,t13038_1
case_000688,guard_strengthen,t13055_2,True,5,2,0.5,False,True,True,t13055_1
case_000689,guard_strengthen,t13072_4,True,5,4,0.25,False,False,True,t13072_1
case_000690,guard_strengthen,t13089_6,True,5,5,0.2,False,False,True,t13089_3
case_000691,guard_strengthen,t13106_3,True,5,3,0.333333,False,True,True,t13106_1
case_000692,guard_strengthen,t13123_4,True,3,3,0.333333,False,True,True,t13123_1
case_000693,guard_strengthen,t13140_2,True,1,1,1.0,True,True,True,t13140_2
case_000694,guard_strengthen,t13157_1,True,5,1,1.0,True,True,True,t13157_1
case_000695,guard_strengthen,t13174_4,True,3,3,0.333333,False,True,True,t13174_1
case_000696,guard_strengthen,t13191_2,True,1,1,1.0,True,True,True,t13191_2
case_000697,guard_strengthen,t13208_2,True,1,1,1.0,True,True,True,t13208_2
case_000698,guard_strengthen,t13225_2,True,3,2,0.5,False,True,True,t13225_1
case_000699,guard_strengthen,t13242_1,True,3,1,1.0,True,True,True,t13242_1
case_000700,guard_strengthen,t13259_2,True,3,2,0.5,False,True,True,t13259_1
case_000701,guard_flip,t13377_1,True,12,1,1.0,True,True,True,t13377_1
case_000702,guard_flip,t13394_3,True,12,6,0.166667,False,False,False,t13394_1
case_000703,guard_flip,t13411_2,True,12,5,0.2,False,False,True,t13411_1
case_000704,guard_flip,t13428_1,True,12,1,1.0,True,True,True,t13428_1
case_000705,guard_flip,t13445_9,True,12,12,0.083333,False,False,False,t13445_2
case_000706,guard_flip,t13462_6,True,12,9,0.111111,False,False,False,t13462_1
case_000707,guard_flip,t13479_12,True,12,5,0.2,False,False,True,t13479_5
case_000708,guard_flip,t13496_7,True,12,10,0.1,False,False,False,t13496_1
case_000709,guard_flip,t13513_12,True,12,5,0.2,False,False,True,t13513_2
case_000710,guard_flip,t13530_3,True,12,6,0.166667,False,False,False,t13530_1
case_000711,guard_flip,t13547_1,True,12,1,1.0,True,True,True,t13547_1
case_000712,guard_flip,t13564_11,True,12,4,0.25,False,False,True,t13564_2
case_000713,guard_flip,t13581_5,True,12,8,0.125,False,False,False,t13581_1
case_000714,guard_flip,t13598_10,True,12,3,0.333333,False,True,True,t13598_2
case_000715,guard_flip,t13615_2,True,12,5,0.2,False,False,True,t13615_1
case_000716,guard_flip,t13632_10,True,12,3,0.333333,False,True,True,t13632_3
case_000717,guard_flip,t13649_8,True,12,11,0.090909,False,False,False,t13649_1
case_000718,guard_flip,t13666_3,True,12,6,0.166667,False,False,False,t13666_1
case_000719,guard_flip,t13683_7,True,12,10,0.1,False,False,False,t13683_1
case_000720,guard_flip,t13700_2,True,12,5,0.2,False,False,True,t13700_1
case_000721,guard_flip,t13717_5,True,12,8,0.125,False,False,False,t13717_1
case_000722,guard_flip,t13734_11,True,12,4,0.25,False,False,True,t13734_2
case_000723,guard_flip,t13751_2,True,12,5,0.2,False,False,True,t13751_1
case_000724,guard_flip,t13768_8,True,12,11,0.090909,False,False,False,t13768_1
case_000725,guard_flip,t13785_3,True,12,6,0.166667,False,False,False,t13785_1
case_000726,guard_flip,t13802_5,True,12,8,0.125,False,False,False,t13802_1
case_000727,guard_flip,t13819_9,True,12,12,0.083333,False,False,False,t13819_2
case_000728,guard_flip,t13836_11,True,12,4,0.25,False,False,True,t13836_4
case_000729,guard_flip,t13853_12,True,12,5,0.2,False,False,True,t13853_2
case_000730,guard_flip,t13870_8,True,12,11,0.090909,False,False,False,t13870_1
case_000731,guard_flip,t13887_6,True,12,9,0.111111,False,False,False,t13887_1
case_000732,guard_flip,t13904_3,True,12,6,0.166667,False,False,False,t13904_1
case_000733,guard_flip,t13921_9,True,12,12,0.083333,False,False,False,t13921_2
case_000734,guard_flip,t13938_11,True,12,4,0.25,False,False,True,t13938_4
case_000735,guard_flip,t13955_2,True,12,5,0.2,False,False,True,t13955_1
case_000736,guard_flip,t13972_6,True,12,9,0.111111,False,False,False,t13972_1
case_000737,guard_flip,t13989_7,True,12,10,0.1,False,False,False,t13989_1
case_000738,guard_flip,t14006_2,True,12,5,0.2,False,False,True,t14006_1
case_000739,guard_flip,t14023_3,True,12,6,0.166667,False,False,False,t14023_1
case_000740,guard_flip,t14040_8,True,12,11,0.090909,False,False,False,t14040_1
case_000741,guard_flip,t14057_4,True,12,7,0.142857,False,False,False,t14057_1
case_000742,guard_flip,t14074_7,True,12,10,0.1,False,False,False,t14074_1
case_000743,guard_flip,t14091_6,True,12,9,0.111111,False,False,False,t14091_1
case_000744,guard_flip,t14108_10,True,12,3,0.333333,False,True,True,t14108_2
case_000745,guard_flip,t14125_6,True,12,9,0.111111,False,False,False,t14125_1
case_000746,guard_flip,t14142_7,True,12,10,0.1,False,False,False,t14142_1
case_000747,guard_flip,t14159_2,True,12,5,0.2,False,False,True,t14159_1
case_000748,guard_flip,t14176_4,True,12,7,0.142857,False,False,False,t14176_1
case_000749,guard_flip,t14193_5,True,12,8,0.125,False,False,False,t14193_1
case_000750,guard_flip,t14210_10,True,12,3,0.333333,False,True,True,t14210_2
case_000751,missing_transition,t14328_4,True,5,,0.0,False,False,False,t14328_1
case_000752,missing_transition,t14345_6,True,5,,0.0,False,False,False,t14345_2
case_000753,missing_transition,t14362_1,True,3,,0.0,False,False,False,t14362_3
case_000754,missing_transition,t14379_4,True,5,,0.0,False,False,False,t14379_1
case_000755,missing_transition,t14396_6,True,5,,0.0,False,False,False,t14396_2
case_000756,missing_transition,t14413_6,True,5,,0.0,False,False,False,t14413_2
