case_id,mutation_operator,operator_family,reference_bpr_s0,faulty_bpr_s0,bpr_delta_s0,detected_s0,saturated_s0,reference_bpr_s1,faulty_bpr_s1,bpr_delta_s1,detected_s1,saturated_s1,partition_change,saturation_change,detection_gain,detection_loss
case_000247,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.0,1.0,True,False,True,True,True,False
case_000248,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.833333,0.166667,True,False,True,True,True,False
case_000249,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.5,0.5,True,False,True,True,True,False
case_000250,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.833333,0.166667,True,False,True,True,True,False
case_000251,guard_flip,guard,1.0,0.75,0.25,True,False,1.0,0.75,0.25,True,False,False,False,False,False
case_000252,guard_flip,guard,1.0,0.875,0.125,True,False,1.0,0.875,0.125,True,False,False,False,False,False
case_000253,guard_flip,guard,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000254,guard_flip,guard,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000255,guard_flip,guard,1.0,0.875,0.125,True,False,1.0,0.875,0.125,True,False,False,False,False,False
case_000256,guard_flip,guard,1.0,0.888889,0.111111,True,False,1.0,0.888889,0.111111,True,False,False,False,False,False
case_000257,guard_flip,guard,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000258,guard_flip,guard,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000259,guard_flip,guard,1.0,0.25,0.75,True,False,1.0,0.25,0.75,True,False,False,False,False,False
case_000260,guard_flip,guard,1.0,0.25,0.75,True,False,1.0,0.25,0.75,True,False,False,False,False,False
case_000261,guard_flip,guard,1.0,0.75,0.25,True,False,1.0,0.75,0.25,True,False,False,False,False,False
case_000262,guard_flip,guard,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000263,guard_flip,guard,1.0,0.875,0.125,True,False,1.0,0.875,0.125,True,False,False,False,False,False
case_000264,guard_flip,guard,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000265,guard_flip,guard,1.0,0.75,0.25,True,False,1.0,0.75,0.25,True,False,False,False,False,False
case_000266,guard_flip,guard,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000267,guard_flip,guard,1.0,0.875,0.125,True,False,1.0,0.875,0.125,True,False,False,False,False,False
case_000268,guard_flip,guard,1.0,0.25,0.75,True,False,1.0,0.25,0.75,True,False,False,False,False,False
case_000269,guard_flip,guard,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000270,guard_flip,guard,1.0,0.888889,0.111111,True,False,1.0,0.888889,0.111111,True,False,False,False,False,False
case_000271,guard_flip,guard,1.0,0.375,0.625,True,False,1.0,0.375,0.625,True,False,False,False,False,False
case_000272,guard_flip,guard,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000273,guard_flip,guard,1.0,0.375,0.625,True,False,1.0,0.375,0.625,True,False,False,False,False,False
case_000274,guard_flip,guard,1.0,0.375,0.625,True,False,1.0,0.375,0.625,True,False,False,False,False,False
case_000275,guard_flip,guard,1.0,0.888889,0.111111,True,False,1.0,0.888889,0.111111,True,False,False,False,False,False
case_000276,guard_flip,guard,1.0,0.75,0.25,True,False,1.0,0.75,0.25,True,False,False,False,False,False
case_000277,guard_flip,guard,1.0,0.625,0.375,True,False,1.0,0.625,0.375,True,False,False,False,False,False
case_000278,guard_flip,guard,1.0,0.75,0.25,True,False,1.0,0.75,0.25,True,False,False,False,False,False
case_000279,guard_flip,guard,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000280,guard_flip,guard,1.0,0.375,0.625,True,False,1.0,0.375,0.625,True,False,False,False,False,False
case_000281,guard_flip,guard,1.0,0.875,0.125,True,False,1.0,0.875,0.125,True,False,False,False,False,False
case_000282,guard_flip,guard,1.0,0.75,0.25,True,False,1.0,0.75,0.25,True,False,False,False,False,False
case_000283,guard_flip,guard,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000284,guard_flip,guard,1.0,0.875,0.125,True,False,1.0,0.875,0.125,True,False,False,False,False,False
case_000285,guard_flip,guard,1.0,0.75,0.25,True,False,1.0,0.75,0.25,True,False,False,False,False,False
case_000286,guard_flip,guard,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000287,guard_flip,guard,1.0,0.888889,0.111111,True,False,1.0,0.888889,0.111111,True,False,False,False,False,False
case_000288,guard_flip,guard,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000289,guard_flip,guard,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000290,guard_flip,guard,1.0,0.75,0.25,True,False,1.0,0.75,0.25,True,False,False,False,False,False
case_000291,guard_flip,guard,1.0,0.625,0.375,True,False,1.0,0.625,0.375,True,False,False,False,False,False
case_000292,guard_flip,guard,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000293,guard_flip,guard,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000294,guard_flip,guard,1.0,0.875,0.125,True,False,1.0,0.875,0.125,True,False,False,False,False,False
case_000295,guard_flip,guard,1.0,0.875,0.125,True,False,1.0,0.875,0.125,True,False,False,False,False,False
case_000296,guard_flip,guard,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000297,guard_flip,guard,1.0,0.888889,0.111111,True,False,1.0,0.888889,0.111111,True,False,False,False,False,False
case_000298,guard_flip,guard,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000299,guard_flip,guard,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000300,guard_flip,guard,1.0,0.75,0.25,True,False,1.0,0.75,0.25,True,False,False,False,False,False
case_000301,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000302,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000303,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000304,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000305,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000306,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000307,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000308,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000309,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000310,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000311,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000312,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000313,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000314,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000315,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000316,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000317,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000318,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000319,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000320,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000321,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000322,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000323,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000324,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000325,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000326,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000327,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000328,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000329,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000330,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000331,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000332,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000333,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000334,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000335,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000336,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000337,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000338,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000339,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000340,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000341,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000342,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000343,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000344,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000345,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000346,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000347,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000348,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000349,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000350,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000351,wrong_target,routing,1.0,0.916667,0.083333,True,False,1.0,0.916667,0.083333,True,False,False,False,False,False
case_000352,wrong_target,routing,1.0,0.923077,0.076923,True,False,1.0,0.923077,0.076923,True,False,False,False,False,False
case_000353,wrong_target,routing,1.0,0.583333,0.416667,True,False,1.0,0.583333,0.416667,True,False,False,False,False,False
case_000354,wrong_target,routing,1.0,0.5,0.5,True,False,1.0,0.5,0.5,True,False,False,False,False,False
case_000355,wrong_target,routing,1.0,0.588235,0.411765,True,False,1.0,0.588235,0.411765,True,False,False,False,False,False
case_000356,wrong_target,routing,1.0,0.461538,0.538462,True,False,1.0,0.461538,0.538462,True,False,False,False,False,False
case_000357,wrong_target,routing,1.0,0.5,0.5,True,False,1.0,0.5,0.5,True,False,False,False,False,False
case_000358,wrong_target,routing,1.0,0.933333,0.066667,True,False,1.0,0.933333,0.066667,True,False,False,False,False,False
case_000359,wrong_target,routing,1.0,0.923077,0.076923,True,False,1.0,0.923077,0.076923,True,False,False,False,False,False
case_000360,wrong_target,routing,1.0,0.923077,0.076923,True,False,1.0,0.923077,0.076923,True,False,False,False,False,False
case_000361,wrong_target,routing,1.0,0.9,0.1,True,False,1.0,0.9,0.1,True,False,False,False,False,False
case_000362,wrong_target,routing,1.0,0.916667,0.083333,True,False,1.0,0.916667,0.083333,True,False,False,False,False,False
case_000363,wrong_target,routing,1.0,0.9,0.1,True,False,1.0,0.9,0.1,True,False,False,False,False,False
case_000364,wrong_target,routing,1.0,0.933333,0.066667,True,False,1.0,0.933333,0.066667,True,False,False,False,False,False
case_000365,wrong_target,routing,1.0,0.9,0.1,True,False,1.0,0.9,0.1,True,False,False,False,False,False
case_000366,wrong_target,routing,1.0,0.5,0.5,True,False,1.0,0.5,0.5,True,False,False,False,False,False
case_000367,wrong_target,routing,1.0,0.909091,0.090909,True,False,1.0,0.909091,0.090909,True,False,False,False,False,False
case_000368,wrong_target,routing,1.0,0.928571,0.071429,True,False,1.0,0.928571,0.071429,True,False,False,False,False,False
case_000369,wrong_target,routing,1.0,0.666667,0.333333,True,False,1.0,0.666667,0.333333,True,False,False,False,False,False
case_000370,wrong_target,routing,1.0,0.916667,0.083333,True,False,1.0,0.916667,0.083333,True,False,False,False,False,False
case_000371,wrong_target,routing,1.0,0.9,0.1,True,False,1.0,0.9,0.1,True,False,False,False,False,False
case_000372,wrong_target,routing,1.0,0.923077,0.076923,True,False,1.0,0.923077,0.076923,True,False,False,False,False,False
case_000373,wrong_target,routing,1.0,0.916667,0.083333,True,False,1.0,0.916667,0.083333,True,False,False,False,False,False
case_000374,wrong_target,routing,1.0,0.5,0.5,True,False,1.0,0.5,0.5,True,False,False,False,False,False
case_000375,wrong_target,routing,1.0,0.588235,0.411765,True,False,1.0,0.588235,0.411765,True,False,False,False,False,False
case_000376,wrong_target,routing,1.0,0.545455,0.454545,True,False,1.0,0.545455,0.454545,True,False,False,False,False,False
case_000377,wrong_target,routing,1.0,0.066667,0.933333,True,False,1.0,0.066667,0.933333,True,False,False,False,False,False
case_000378,wrong_target,routing,1.0,0.9,0.1,True,False,1.0,0.9,0.1,True,False,False,False,False,False
case_000379,wrong_target,routing,1.0,0.944444,0.055556,True,False,1.0,0.944444,0.055556,True,False,False,False,False,False
case_000380,wrong_target,routing,1.0,0.923077,0.076923,True,False,1.0,0.923077,0.076923,True,False,False,False,False,False
case_000381,wrong_target,routing,1.0,0.928571,0.071429,True,False,1.0,0.928571,0.071429,True,False,False,False,False,False
case_000382,wrong_target,routing,1.0,0.916667,0.083333,True,False,1.0,0.916667,0.083333,True,False,False,False,False,False
case_000383,wrong_target,routing,1.0,0.5,0.5,True,False,1.0,0.5,0.5,True,False,False,False,False,False
case_000384,wrong_target,routing,1.0,0.9,0.1,True,False,1.0,0.9,0.1,True,False,False,False,False,False
case_000385,wrong_target,routing,1.0,0.583333,0.416667,True,False,1.0,0.583333,0.416667,True,False,False,False,False,False
case_000386,wrong_target,routing,1.0,0.941176,0.058824,True,False,1.0,0.941176,0.058824,True,False,False,False,False,False
case_000387,wrong_target,routing,1.0,0.9,0.1,True,False,1.0,0.9,0.1,True,False,False,False,False,False
case_000388,wrong_target,routing,1.0,0.933333,0.066667,True,False,1.0,0.933333,0.066667,True,False,False,False,False,False
case_000389,wrong_target,routing,1.0,0.583333,0.416667,True,False,1.0,0.583333,0.416667,True,False,False,False,False,False
case_000390,wrong_target,routing,1.0,0.583333,0.416667,True,False,1.0,0.583333,0.416667,True,False,False,False,False,False
case_000391,wrong_target,routing,1.0,0.923077,0.076923,True,False,1.0,0.923077,0.076923,True,False,False,False,False,False
case_000392,wrong_target,routing,1.0,0.916667,0.083333,True,False,1.0,0.916667,0.083333,True,False,False,False,False,False
case_000393,wrong_target,routing,1.0,0.916667,0.083333,True,False,1.0,0.916667,0.083333,True,False,False,False,False,False
case_000394,wrong_target,routing,1.0,0.933333,0.066667,True,False,1.0,0.933333,0.066667,True,False,False,False,False,False
case_000395,wrong_target,routing,1.0,0.916667,0.083333,True,False,1.0,0.916667,0.083333,True,False,False,False,False,False
case_000396,wrong_target,routing,1.0,0.916667,0.083333,True,False,1.0,0.916667,0.083333,True,False,False,False,False,False
case_000397,wrong_target,routing,1.0,0.916667,0.083333,True,False,1.0,0.916667,0.083333,True,False,False,False,False,False
case_000398,wrong_target,routing,1.0,0.928571,0.071429,True,False,1.0,0.928571,0.071429,True,False,False,False,False,False
case_000399,wrong_target,routing,1.0,0.9,0.1,True,False,1.0,0.9,0.1,True,False,False,False,False,False
case_000400,wrong_target,routing,1.0,0.583333,0.416667,True,False,1.0,0.583333,0.416667,True,False,False,False,False,False
case_000401,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000402,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000403,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000404,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000405,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000406,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000407,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000408,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000409,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000410,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000411,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000412,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000413,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000414,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000415,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000416,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000417,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000418,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000419,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000420,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000421,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000422,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000423,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000424,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000425,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000426,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000427,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000428,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000429,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000430,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000431,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000432,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000433,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000434,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000435,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000436,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000437,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000438,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000439,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000440,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000441,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000442,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000443,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000444,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000445,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000446,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000447,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000448,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000449,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000450,wrong_initial_state,routing,1.0,1.0,0.0,False,True,1.0,0.0,1.0,True,False,True,True,True,False
case_000451,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000452,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000453,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000454,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000455,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000456,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000457,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000458,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000459,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000460,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000461,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000462,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000463,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000464,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000465,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000466,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000467,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000468,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000469,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000470,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000471,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000472,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000473,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000474,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000475,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000476,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000477,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000478,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000479,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000480,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000481,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000482,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000483,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000484,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000485,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000486,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000487,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000488,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000489,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
