case_id,oracle_depth,mutation_operator,size_class,reference_bpr,faulty_bpr,bpr_delta,fault_detected,oracle_state_coverage,oracle_transition_coverage,oracle_event_coverage,scenario_count,max_scenario_steps
case_000104,medium,wrong_source,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000854,medium,delay_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,1,1
case_000954,medium,missing_transition,tiny,1.0,0.916667,0.083333,True,1.0,1.0,1.0,6,3
case_000804,medium,timeout_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,3,3
case_000904,medium,wrong_target,tiny,1.0,0.55,0.45,True,1.0,1.0,1.0,12,2
case_000705,medium,guard_flip,tiny,1.0,0.95,0.05,True,1.0,1.0,1.0,12,2
case_000655,medium,guard_strengthen,tiny,1.0,0.666667,0.333333,True,1.0,1.0,1.0,5,3
case_000605,medium,guard_weaken,tiny,1.0,0.833333,0.166667,True,1.0,1.0,1.0,4,2
case_000755,medium,missing_transition,tiny,1.0,0.9,0.1,True,1.0,1.0,1.0,6,2
case_000205,medium,action_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,3,3
case_000305,medium,duplicate_transition,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,12,2
case_000255,medium,guard_flip,tiny,1.0,0.875,0.125,True,1.0,1.0,1.0,5,2
case_000355,medium,wrong_target,tiny,1.0,0.588235,0.411765,True,1.0,1.0,1.0,8,3
case_000455,medium,dead_state_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,1,1
case_000555,medium,unreachable_state_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,1,1
case_000405,medium,wrong_initial_state,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000505,medium,wrong_target,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000005,medium,missing_transition,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000055,medium,nondeterminism_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,1,1
case_000155,medium,wrong_event,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000105,medium,wrong_source,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000855,medium,delay_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,3,2
case_000955,medium,missing_transition,tiny,1.0,0.153846,0.846154,True,1.0,1.0,1.0,7,3
case_000805,medium,timeout_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,4,2
case_000905,medium,wrong_target,tiny,1.0,0.95,0.05,True,1.0,1.0,1.0,12,2
case_000706,medium,guard_flip,tiny,1.0,0.95,0.05,True,1.0,1.0,1.0,12,2
case_000656,medium,guard_strengthen,tiny,1.0,0.888889,0.111111,True,1.0,1.0,1.0,5,3
case_000606,medium,guard_weaken,tiny,1.0,0.833333,0.166667,True,1.0,1.0,1.0,4,2
case_000756,medium,missing_transition,tiny,1.0,0.916667,0.083333,True,1.0,1.0,1.0,6,3
case_000206,medium,action_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,3,3
case_000306,medium,duplicate_transition,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,12,2
case_000256,medium,guard_flip,tiny,1.0,0.888889,0.111111,True,1.0,1.0,1.0,5,3
case_000356,medium,wrong_target,tiny,1.0,0.461538,0.538462,True,1.0,1.0,1.0,8,2
case_000456,medium,dead_state_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,1,1
case_000556,medium,unreachable_state_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,2,2
case_000406,medium,wrong_initial_state,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000506,medium,wrong_target,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000006,medium,missing_transition,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000056,medium,nondeterminism_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,1,1
case_000156,medium,wrong_event,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000106,medium,wrong_source,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000856,medium,delay_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,5,3
case_000956,medium,missing_transition,tiny,1.0,0.916667,0.083333,True,1.0,1.0,1.0,6,3
case_000806,medium,timeout_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,4,2
case_000906,medium,wrong_target,tiny,1.0,0.95,0.05,True,1.0,1.0,1.0,12,2
case_000707,medium,guard_flip,tiny,1.0,0.95,0.05,True,1.0,1.0,1.0,12,2
case_000657,medium,guard_strengthen,tiny,1.0,0.75,0.25,True,1.0,1.0,1.0,3,2
case_000607,medium,guard_weaken,tiny,1.0,0.833333,0.166667,True,1.0,1.0,1.0,4,2
case_000757,medium,missing_transition,tiny,1.0,0.5,0.5,True,1.0,1.0,1.0,6,2
case_000207,medium,action_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,4,2
case_000307,medium,duplicate_transition,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,12,2
case_000257,medium,guard_flip,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000357,medium,wrong_target,tiny,1.0,0.5,0.5,True,1.0,1.0,1.0,6,2
case_000457,medium,dead_state_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,1,1
case_000557,medium,unreachable_state_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,2,2
case_000407,medium,wrong_initial_state,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000507,medium,wrong_target,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000007,medium,missing_transition,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000057,medium,nondeterminism_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,3,2
case_000157,medium,wrong_event,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000107,medium,wrong_source,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000857,medium,delay_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,3,2
case_000957,medium,missing_transition,tiny,1.0,0.916667,0.083333,True,1.0,1.0,1.0,7,2
case_000807,medium,timeout_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,4,2
case_000907,medium,wrong_target,tiny,1.0,0.95,0.05,True,1.0,1.0,1.0,12,2
case_000708,medium,guard_flip,tiny,1.0,0.95,0.05,True,1.0,1.0,1.0,12,2
case_000658,medium,guard_strengthen,tiny,1.0,0.875,0.125,True,1.0,1.0,1.0,5,2
case_000608,medium,guard_weaken,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,3,3
case_000758,medium,missing_transition,tiny,1.0,0.9,0.1,True,1.0,1.0,1.0,6,2
case_000208,medium,action_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,4,2
case_000308,medium,duplicate_transition,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,12,2
case_000258,medium,guard_flip,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000358,medium,wrong_target,tiny,1.0,0.933333,0.066667,True,1.0,1.0,1.0,8,3
case_000458,medium,dead_state_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,1,1
case_000558,medium,unreachable_state_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,1,1
case_000408,medium,wrong_initial_state,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000508,medium,wrong_target,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000008,medium,missing_transition,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000058,medium,nondeterminism_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,1,1
case_000158,medium,wrong_event,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000108,medium,wrong_source,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000858,medium,delay_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,1,1
case_000958,medium,missing_transition,tiny,1.0,0.916667,0.083333,True,1.0,1.0,1.0,6,3
case_000808,medium,timeout_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,3,3
case_000908,medium,wrong_target,tiny,1.0,0.95,0.05,True,1.0,1.0,1.0,12,2
case_000709,medium,guard_flip,tiny,1.0,0.95,0.05,True,1.0,1.0,1.0,12,2
case_000659,medium,guard_strengthen,tiny,1.0,0.625,0.375,True,1.0,1.0,1.0,5,2
case_000609,medium,guard_weaken,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,3,3
case_000759,medium,missing_transition,tiny,1.0,0.916667,0.083333,True,1.0,1.0,1.0,6,3
case_000209,medium,action_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,4,2
case_000309,medium,duplicate_transition,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,12,2
case_000259,medium,guard_flip,tiny,1.0,0.25,0.75,True,1.0,1.0,1.0,3,2
case_000359,medium,wrong_target,tiny,1.0,0.923077,0.076923,True,1.0,1.0,1.0,7,3
case_000459,medium,dead_state_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,1,1
case_000559,medium,unreachable_state_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,2,2
case_000409,medium,wrong_initial_state,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000509,medium,wrong_target,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000009,medium,missing_transition,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000059,medium,nondeterminism_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,1,1
case_000159,medium,wrong_event,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000109,medium,wrong_source,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000859,medium,delay_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,5,3
case_000959,medium,missing_transition,tiny,1.0,0.416667,0.583333,True,1.0,1.0,1.0,7,2
case_000809,medium,timeout_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,4,2
case_000909,medium,wrong_target,tiny,1.0,0.95,0.05,True,1.0,1.0,1.0,12,2
case_000710,medium,guard_flip,tiny,1.0,0.55,0.45,True,1.0,1.0,1.0,12,2
case_000660,medium,guard_strengthen,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000610,medium,guard_weaken,tiny,1.0,0.833333,0.166667,True,1.0,1.0,1.0,4,2
case_000760,medium,missing_transition,tiny,1.0,0.9,0.1,True,1.0,1.0,1.0,6,2
case_000210,medium,action_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,3,3
case_000310,medium,duplicate_transition,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,12,2
case_000260,medium,guard_flip,tiny,1.0,0.25,0.75,True,1.0,1.0,1.0,3,2
case_000360,medium,wrong_target,tiny,1.0,0.923077,0.076923,True,1.0,1.0,1.0,8,2
case_000460,medium,dead_state_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,1,1
case_000560,medium,unreachable_state_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,1,1
case_000410,medium,wrong_initial_state,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000510,medium,wrong_target,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000010,medium,missing_transition,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000060,medium,nondeterminism_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,3,3
case_000160,medium,wrong_event,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000110,medium,wrong_source,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000860,medium,delay_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,3,2
case_000960,medium,missing_transition,tiny,1.0,0.909091,0.090909,True,1.0,1.0,1.0,7,2
case_000810,medium,timeout_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,4,2
case_000910,medium,wrong_target,tiny,1.0,0.95,0.05,True,1.0,1.0,1.0,12,2
case_000701,deep,guard_flip,tiny,1.0,0.55,0.45,True,1.0,1.0,1.0,12,2
case_000651,deep,guard_strengthen,tiny,1.0,0.25,0.75,True,1.0,1.0,1.0,3,2
case_000601,deep,guard_weaken,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,3,3
case_000751,deep,missing_transition,tiny,1.0,0.9,0.1,True,1.0,1.0,1.0,6,2
case_000201,deep,action_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,4,2
case_000301,deep,duplicate_transition,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,12,2
case_000251,deep,guard_flip,tiny,1.0,0.75,0.25,True,1.0,1.0,1.0,3,2
case_000351,deep,wrong_target,tiny,1.0,0.916667,0.083333,True,1.0,1.0,1.0,7,2
case_000451,deep,dead_state_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,1,1
case_000551,deep,unreachable_state_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,2,2
case_000401,deep,wrong_initial_state,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000501,deep,wrong_target,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000001,deep,missing_transition,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000051,deep,nondeterminism_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,2,2
case_000151,deep,wrong_event,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000101,deep,wrong_source,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000851,deep,delay_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,3,2
case_000951,deep,missing_transition,tiny,1.0,0.909091,0.090909,True,1.0,1.0,1.0,7,2
case_000801,deep,timeout_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,4,2
case_000901,deep,wrong_target,tiny,1.0,0.958333,0.041667,True,1.0,1.0,1.0,12,3
case_000702,deep,guard_flip,tiny,1.0,0.95,0.05,True,1.0,1.0,1.0,12,2
case_000652,deep,guard_strengthen,tiny,1.0,0.75,0.25,True,1.0,1.0,1.0,3,2
case_000602,deep,guard_weaken,tiny,1.0,0.833333,0.166667,True,1.0,1.0,1.0,4,2
case_000752,deep,missing_transition,tiny,1.0,0.9,0.1,True,1.0,1.0,1.0,6,2
case_000202,deep,action_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,3,3
case_000302,deep,duplicate_transition,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,12,2
case_000252,deep,guard_flip,tiny,1.0,0.875,0.125,True,1.0,1.0,1.0,5,2
case_000352,deep,wrong_target,tiny,1.0,0.923077,0.076923,True,1.0,1.0,1.0,8,2
case_000452,deep,dead_state_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,1,1
case_000552,deep,unreachable_state_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,1,1
case_000402,deep,wrong_initial_state,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000502,deep,wrong_target,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000002,deep,missing_transition,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000052,deep,nondeterminism_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,2,2
case_000152,deep,wrong_event,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000102,deep,wrong_source,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000852,deep,delay_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,5,2
case_000952,deep,missing_transition,tiny,1.0,0.916667,0.083333,True,1.0,1.0,1.0,7,2
case_000802,deep,timeout_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,4,2
case_000902,deep,wrong_target,tiny,1.0,0.95,0.05,True,1.0,1.0,1.0,12,2
case_000703,deep,guard_flip,tiny,1.0,0.95,0.05,True,1.0,1.0,1.0,12,2
case_000653,deep,guard_strengthen,tiny,1.0,0.75,0.25,True,1.0,1.0,1.0,3,2
case_000603,deep,guard_weaken,tiny,1.0,0.5,0.5,True,1.0,1.0,1.0,3,3
case_000753,deep,missing_transition,tiny,1.0,0.5,0.5,True,1.0,1.0,1.0,6,2
case_000203,deep,action_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,3,3
case_000303,deep,duplicate_transition,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,12,3
case_000253,deep,guard_flip,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000353,deep,wrong_target,tiny,1.0,0.583333,0.416667,True,1.0,1.0,1.0,7,2
case_000453,deep,dead_state_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,1,1
case_000553,deep,unreachable_state_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,1,1
case_000403,deep,wrong_initial_state,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000503,deep,wrong_target,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000003,deep,missing_transition,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000053,deep,nondeterminism_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,1,1
case_000153,deep,wrong_event,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000103,deep,wrong_source,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000853,deep,delay_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,1,1
case_000953,deep,missing_transition,tiny,1.0,0.928571,0.071429,True,1.0,1.0,1.0,7,3
case_000803,deep,timeout_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,3,3
case_000903,deep,wrong_target,tiny,1.0,0.958333,0.041667,True,1.0,1.0,1.0,12,3
case_000704,deep,guard_flip,tiny,1.0,0.55,0.45,True,1.0,1.0,1.0,12,2
case_000654,deep,guard_strengthen,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000604,deep,guard_weaken,tiny,1.0,0.5,0.5,True,1.0,1.0,1.0,4,2
case_000754,deep,missing_transition,tiny,1.0,0.916667,0.083333,True,1.0,1.0,1.0,6,3
case_000204,deep,action_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,3,3
case_000304,deep,duplicate_transition,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,12,2
case_000254,deep,guard_flip,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000354,deep,wrong_target,tiny,1.0,0.5,0.5,True,1.0,1.0,1.0,6,2
case_000454,deep,dead_state_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,2,2
case_000554,deep,unreachable_state_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,1,1
case_000404,deep,wrong_initial_state,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,3,3
case_000504,deep,wrong_target,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000004,deep,missing_transition,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000054,deep,nondeterminism_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,2,2
case_000154,deep,wrong_event,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000104,deep,wrong_source,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000854,deep,delay_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,1,1
case_000954,deep,missing_transition,tiny,1.0,0.916667,0.083333,True,1.0,1.0,1.0,6,3
case_000804,deep,timeout_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,3,3
case_000904,deep,wrong_target,tiny,1.0,0.55,0.45,True,1.0,1.0,1.0,12,2
case_000705,deep,guard_flip,tiny,1.0,0.95,0.05,True,1.0,1.0,1.0,12,2
case_000655,deep,guard_strengthen,tiny,1.0,0.666667,0.333333,True,1.0,1.0,1.0,5,3
case_000605,deep,guard_weaken,tiny,1.0,0.833333,0.166667,True,1.0,1.0,1.0,4,2
case_000755,deep,missing_transition,tiny,1.0,0.9,0.1,True,1.0,1.0,1.0,6,2
case_000205,deep,action_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,3,3
case_000305,deep,duplicate_transition,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,12,2
case_000255,deep,guard_flip,tiny,1.0,0.875,0.125,True,1.0,1.0,1.0,5,2
case_000355,deep,wrong_target,tiny,1.0,0.588235,0.411765,True,1.0,1.0,1.0,8,3
case_000455,deep,dead_state_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,1,1
case_000555,deep,unreachable_state_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,1,1
case_000405,deep,wrong_initial_state,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000505,deep,wrong_target,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000005,deep,missing_transition,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000055,deep,nondeterminism_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,1,1
case_000155,deep,wrong_event,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000105,deep,wrong_source,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000855,deep,delay_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,3,2
case_000955,deep,missing_transition,tiny,1.0,0.153846,0.846154,True,1.0,1.0,1.0,7,3
case_000805,deep,timeout_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,4,2
case_000905,deep,wrong_target,tiny,1.0,0.95,0.05,True,1.0,1.0,1.0,12,2
case_000706,deep,guard_flip,tiny,1.0,0.95,0.05,True,1.0,1.0,1.0,12,2
case_000656,deep,guard_strengthen,tiny,1.0,0.888889,0.111111,True,1.0,1.0,1.0,5,3
case_000606,deep,guard_weaken,tiny,1.0,0.833333,0.166667,True,1.0,1.0,1.0,4,2
case_000756,deep,missing_transition,tiny,1.0,0.916667,0.083333,True,1.0,1.0,1.0,6,3
case_000206,deep,action_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,3,3
case_000306,deep,duplicate_transition,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,12,2
case_000256,deep,guard_flip,tiny,1.0,0.888889,0.111111,True,1.0,1.0,1.0,5,3
case_000356,deep,wrong_target,tiny,1.0,0.461538,0.538462,True,1.0,1.0,1.0,8,2
case_000456,deep,dead_state_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,1,1
case_000556,deep,unreachable_state_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,2,2
case_000406,deep,wrong_initial_state,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000506,deep,wrong_target,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000006,deep,missing_transition,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000056,deep,nondeterminism_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,1,1
case_000156,deep,wrong_event,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000106,deep,wrong_source,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000856,deep,delay_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,5,3
case_000956,deep,missing_transition,tiny,1.0,0.916667,0.083333,True,1.0,1.0,1.0,6,3
case_000806,deep,timeout_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,4,2
case_000906,deep,wrong_target,tiny,1.0,0.95,0.05,True,1.0,1.0,1.0,12,2
case_000707,deep,guard_flip,tiny,1.0,0.95,0.05,True,1.0,1.0,1.0,12,2
case_000657,deep,guard_strengthen,tiny,1.0,0.75,0.25,True,1.0,1.0,1.0,3,2
case_000607,deep,guard_weaken,tiny,1.0,0.833333,0.166667,True,1.0,1.0,1.0,4,2
case_000757,deep,missing_transition,tiny,1.0,0.5,0.5,True,1.0,1.0,1.0,6,2
case_000207,deep,action_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,4,2
case_000307,deep,duplicate_transition,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,12,2
case_000257,deep,guard_flip,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000357,deep,wrong_target,tiny,1.0,0.5,0.5,True,1.0,1.0,1.0,6,2
case_000457,deep,dead_state_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,1,1
case_000557,deep,unreachable_state_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,2,2
case_000407,deep,wrong_initial_state,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000507,deep,wrong_target,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000007,deep,missing_transition,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000057,deep,nondeterminism_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,3,2
case_000157,deep,wrong_event,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000107,deep,wrong_source,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000857,deep,delay_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,3,2
case_000957,deep,missing_transition,tiny,1.0,0.916667,0.083333,True,1.0,1.0,1.0,7,2
case_000807,deep,timeout_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,4,2
case_000907,deep,wrong_target,tiny,1.0,0.95,0.05,True,1.0,1.0,1.0,12,2
case_000708,deep,guard_flip,tiny,1.0,0.95,0.05,True,1.0,1.0,1.0,12,2
case_000658,deep,guard_strengthen,tiny,1.0,0.875,0.125,True,1.0,1.0,1.0,5,2
case_000608,deep,guard_weaken,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,3,3
case_000758,deep,missing_transition,tiny,1.0,0.9,0.1,True,1.0,1.0,1.0,6,2
case_000208,deep,action_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,4,2
case_000308,deep,duplicate_transition,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,12,2
case_000258,deep,guard_flip,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000358,deep,wrong_target,tiny,1.0,0.933333,0.066667,True,1.0,1.0,1.0,8,3
case_000458,deep,dead_state_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,1,1
case_000558,deep,unreachable_state_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,1,1
case_000408,deep,wrong_initial_state,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000508,deep,wrong_target,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000008,deep,missing_transition,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000058,deep,nondeterminism_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,1,1
case_000158,deep,wrong_event,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000108,deep,wrong_source,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
