case_id,oracle_depth,declared_max_steps,mutation_operator,size_class,scenario_policy,reference_bpr,faulty_bpr,bpr_delta,fault_detected,final_bpr,repair_delta_bpr,complete_repair,effective_repair,oracle_state_coverage,oracle_transition_coverage,oracle_event_coverage,scenario_count,mean_scenario_length,median_scenario_length,max_scenario_length,max_scenario_steps
case_000403,shallow,5,wrong_event,large,depth-forced,1.0,0.878505,0.121495,True,1.0,0.121495,True,True,1.0,1.0,1.0,79,4.063291,4,5,5
case_000422,shallow,5,wrong_event,medium,depth-forced,1.0,0.966942,0.033058,True,1.0,0.033058,True,True,1.0,1.0,1.0,30,4.033333,4.0,5,5
case_000441,shallow,5,wrong_event,small,depth-forced,1.0,0.97619,0.02381,True,1.0,0.02381,True,True,1.0,1.0,1.0,10,4.2,4.0,5,5
case_000384,shallow,5,wrong_event,very_large,depth-forced,1.0,0.996032,0.003968,True,1.0,0.003968,True,True,1.0,1.0,1.0,237,4.253165,4,5,5
case_000423,shallow,5,wrong_initial_state,large,depth-forced,1.0,0.0,1.0,True,0.789809,0.789809,False,True,1.0,1.0,1.0,76,4.131579,4.0,5,5
case_000442,shallow,5,wrong_initial_state,medium,depth-forced,1.0,0.59633,0.40367,True,1.0,0.40367,True,True,1.0,1.0,1.0,27,4.037037,4,5,5
case_000385,shallow,5,wrong_initial_state,small,depth-forced,1.0,0.0,1.0,True,0.0,0.0,False,False,1.0,1.0,1.0,8,4.125,4.0,5,5
case_000404,shallow,5,wrong_initial_state,very_large,depth-forced,1.0,0.0,1.0,True,0.447106,0.447106,False,True,1.0,1.0,1.0,238,4.210084,4.0,5,5
case_000383,shallow,5,wrong_source,large,depth-forced,1.0,0.987302,0.012698,True,1.0,0.012698,True,True,1.0,1.0,1.0,77,4.090909,4,5,5
case_000402,shallow,5,wrong_source,medium,depth-forced,1.0,0.955752,0.044248,True,1.0,0.044248,True,True,1.0,1.0,1.0,28,4.035714,4.0,5,5
case_000421,shallow,5,wrong_source,small,depth-forced,1.0,0.787879,0.212121,True,1.0,0.212121,True,True,1.0,1.0,1.0,8,4.125,4.0,5,5
case_000440,shallow,5,wrong_source,very_large,depth-forced,1.0,0.998986,0.001014,True,1.0,0.001014,True,True,1.0,1.0,1.0,238,4.142857,4.0,5,5
case_000439,shallow,5,wrong_target,large,depth-forced,1.0,0.99361,0.00639,True,0.99361,0.0,False,False,1.0,1.0,1.0,75,4.173333,4,5,5
case_000382,shallow,5,wrong_target,medium,depth-forced,1.0,0.95082,0.04918,True,0.95082,0.0,False,False,1.0,1.0,1.0,30,4.066667,4.0,5,5
case_000401,shallow,5,wrong_target,small,depth-forced,1.0,0.888889,0.111111,True,0.888889,0.0,False,False,1.0,1.0,1.0,9,4,4,5,5
case_000420,shallow,5,wrong_target,very_large,depth-forced,1.0,0.996997,0.003003,True,0.996997,0.0,False,False,1.0,1.0,1.0,238,4.197479,4.0,5,5
case_000467,shallow,5,action_corruption,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,74,4.135135,4.0,5,5
case_000486,shallow,5,action_corruption,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,28,4,4.0,5,5
case_000505,shallow,5,action_corruption,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,9,4,4,5,5
case_000524,shallow,5,action_corruption,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,238,4.243697,4.0,5,5
case_000531,shallow,5,action_full_mutation,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,78,4.102564,4.0,5,5
case_000474,shallow,5,action_full_mutation,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,29,4.034483,4,5,5
case_000493,shallow,5,action_full_mutation,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,10,4,4.0,5,5
case_000512,shallow,5,action_full_mutation,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,235,4.191489,4,5,5
case_000463,shallow,5,dead_state_intro,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,80,4.075,4.0,5,5
case_000482,shallow,5,dead_state_intro,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,28,4.142857,4.0,5,5
case_000501,shallow,5,dead_state_intro,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,9,4,4,5,5
case_000520,shallow,5,dead_state_intro,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,248,4.100806,4.0,5,5
case_000507,shallow,5,delay_corruption,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,80,4.025,4.0,5,5
case_000526,shallow,5,delay_corruption,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,30,4.033333,4.0,5,5
case_000469,shallow,5,delay_corruption,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,10,4,4.0,5,5
case_000488,shallow,5,delay_corruption,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,240,4.216667,4.0,5,5
case_000519,shallow,5,duplicate_transition,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,79,4.075949,4,5,5
case_000462,shallow,5,duplicate_transition,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,30,4.033333,4.0,5,5
case_000481,shallow,5,duplicate_transition,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,10,4,4.0,5,5
case_000500,shallow,5,duplicate_transition,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,239,4.238494,4,5,5
case_000483,shallow,5,guard_flip,large,depth-forced,1.0,0.965517,0.034483,True,1.0,0.034483,True,True,1.0,1.0,1.0,75,4.253333,4,5,5
case_000502,shallow,5,guard_flip,medium,depth-forced,1.0,0.956522,0.043478,True,1.0,0.043478,True,True,1.0,1.0,1.0,28,4.107143,4.0,5,5
case_000521,shallow,5,guard_flip,small,depth-forced,1.0,0.833333,0.166667,True,1.0,0.166667,True,True,1.0,1.0,1.0,9,4,4,5,5
case_000464,shallow,5,guard_flip,very_large,depth-forced,1.0,0.999005,0.000995,True,1.0,0.000995,True,True,1.0,1.0,1.0,241,4.170124,4,5,5
case_000511,shallow,5,guard_inter_class,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,76,4.052632,4.0,5,5
case_000530,shallow,5,guard_inter_class,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,27,4.148148,4,5,5
case_000853,shallow,5,guard_inter_class,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,10,4,4.0,5,5
case_000492,shallow,5,guard_inter_class,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,238,4.151261,4.0,5,5
case_000523,shallow,5,guard_strengthen,large,depth-forced,1.0,0.978462,0.021538,True,1.0,0.021538,True,True,1.0,1.0,1.0,79,4.113924,4,5,5
case_000466,shallow,5,guard_strengthen,medium,depth-forced,1.0,0.827586,0.172414,True,1.0,0.172414,True,True,1.0,1.0,1.0,29,4,4,5,5
case_000485,shallow,5,guard_strengthen,small,depth-forced,1.0,0.906977,0.093023,True,1.0,0.093023,True,True,1.0,1.0,1.0,11,3.909091,4,5,5
case_000504,shallow,5,guard_strengthen,very_large,depth-forced,1.0,0.995122,0.004878,True,1.0,0.004878,True,True,1.0,1.0,1.0,240,4.270833,4.0,5,5
case_000503,shallow,5,guard_weaken,large,depth-forced,1.0,0.987302,0.012698,True,1.0,0.012698,True,True,1.0,1.0,1.0,78,4.038462,4.0,5,5
case_000522,shallow,5,guard_weaken,medium,depth-forced,1.0,0.882353,0.117647,True,1.0,0.117647,True,True,1.0,1.0,1.0,29,4.103448,4,5,5
case_000465,shallow,5,guard_weaken,small,depth-forced,1.0,0.942857,0.057143,True,1.0,0.057143,True,True,1.0,1.0,1.0,9,3.888889,4,5,5
case_000484,shallow,5,guard_weaken,very_large,depth-forced,1.0,0.98249,0.01751,True,1.0,0.01751,True,True,1.0,1.0,1.0,244,4.213115,4.0,5,5
case_000495,shallow,5,missing_transition,large,depth-forced,1.0,0.996774,0.003226,True,1.0,0.003226,True,True,1.0,1.0,1.0,75,4.133333,4,5,5
case_000514,shallow,5,missing_transition,medium,depth-forced,1.0,0.991304,0.008696,True,1.0,0.008696,True,True,1.0,1.0,1.0,28,4.107143,4.0,5,5
case_000457,shallow,5,missing_transition,small,depth-forced,1.0,0.928571,0.071429,True,1.0,0.071429,True,True,1.0,1.0,1.0,7,4,4,5,5
case_000476,shallow,5,missing_transition,very_large,depth-forced,1.0,0.999021,0.000979,True,1.0,0.000979,True,True,1.0,1.0,1.0,244,4.184426,4.0,5,5
case_000527,shallow,5,nondeterminism_intro,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,78,4.051282,4.0,5,5
case_000470,shallow,5,nondeterminism_intro,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,30,4.033333,4.0,5,5
case_000489,shallow,5,nondeterminism_intro,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,11,3.909091,4,5,5
case_000508,shallow,5,nondeterminism_intro,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,242,4.14876,4.0,5,5
case_000487,shallow,5,timeout_corruption,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,80,4.0375,4.0,5,5
case_000506,shallow,5,timeout_corruption,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,29,4,4,5,5
case_000525,shallow,5,timeout_corruption,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,9,4.111111,4,5,5
case_000468,shallow,5,timeout_corruption,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,243,4.18107,4,5,5
case_000471,shallow,5,unreachable_state_intro,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,77,4.12987,4,5,5
case_000490,shallow,5,unreachable_state_intro,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,28,4.25,4.0,5,5
case_000509,shallow,5,unreachable_state_intro,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,11,3.909091,4,5,5
case_000528,shallow,5,unreachable_state_intro,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,243,4.242798,4,5,5
case_000479,shallow,5,wrong_event,large,depth-forced,1.0,0.838006,0.161994,True,1.0,0.161994,True,True,1.0,1.0,1.0,77,4.168831,4,5,5
case_000498,shallow,5,wrong_event,medium,depth-forced,1.0,0.964912,0.035088,True,1.0,0.035088,True,True,1.0,1.0,1.0,28,4.071429,4.0,5,5
case_000517,shallow,5,wrong_event,small,depth-forced,1.0,0.928571,0.071429,True,1.0,0.071429,True,True,1.0,1.0,1.0,10,4.2,4.0,5,5
case_000460,shallow,5,wrong_event,very_large,depth-forced,1.0,0.99418,0.00582,True,1.0,0.00582,True,True,1.0,1.0,1.0,248,4.157258,4.0,5,5
case_000499,shallow,5,wrong_initial_state,large,depth-forced,1.0,0.0,1.0,True,1.0,1.0,True,True,1.0,1.0,1.0,79,4.075949,4,5,5
case_000518,shallow,5,wrong_initial_state,medium,depth-forced,1.0,0.0,1.0,True,0.72973,0.72973,False,True,1.0,1.0,1.0,27,4.111111,4,5,5
case_000461,shallow,5,wrong_initial_state,small,depth-forced,1.0,0.0,1.0,True,0.692308,0.692308,False,True,1.0,1.0,1.0,10,3.9,4.0,5,5
case_000480,shallow,5,wrong_initial_state,very_large,depth-forced,1.0,0.0,1.0,True,0.656,0.656,False,True,1.0,1.0,1.0,241,4.149378,4,5,5
case_000459,shallow,5,wrong_source,large,depth-forced,1.0,0.918495,0.081505,True,1.0,0.081505,True,True,1.0,1.0,1.0,76,4.197368,4.0,5,5
case_000478,shallow,5,wrong_source,medium,depth-forced,1.0,0.956897,0.043103,True,1.0,0.043103,True,True,1.0,1.0,1.0,28,4.142857,4.0,5,5
case_000497,shallow,5,wrong_source,small,depth-forced,1.0,0.466667,0.533333,True,0.8,0.333333,False,True,1.0,1.0,1.0,8,3.75,3.5,5,5
case_000516,shallow,5,wrong_source,very_large,depth-forced,1.0,0.99901,0.00099,True,1.0,0.00099,True,True,1.0,1.0,1.0,237,4.261603,4,5,5
case_000515,shallow,5,wrong_target,large,depth-forced,1.0,0.890282,0.109718,True,0.890282,0.0,False,False,1.0,1.0,1.0,78,4.089744,4.0,5,5
case_000458,shallow,5,wrong_target,medium,depth-forced,1.0,0.871795,0.128205,True,0.871795,0.0,False,False,1.0,1.0,1.0,29,4.034483,4,5,5
case_000477,shallow,5,wrong_target,small,depth-forced,1.0,0.777778,0.222222,True,0.777778,0.0,False,False,1.0,1.0,1.0,9,4,4,5,5
case_000496,shallow,5,wrong_target,very_large,depth-forced,1.0,0.997021,0.002979,True,0.997021,0.0,False,False,1.0,1.0,1.0,242,4.161157,4.0,5,5
case_000543,shallow,5,action_corruption,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,78,4.089744,4.0,5,5
case_000562,shallow,5,action_corruption,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,29,4.034483,4,5,5
case_000581,shallow,5,action_corruption,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,9,4,4,5,5
case_000600,shallow,5,action_corruption,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,242,4.173554,4.0,5,5
case_000607,shallow,5,action_full_mutation,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,77,4.090909,4,5,5
case_000550,shallow,5,action_full_mutation,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,27,4.148148,4,5,5
case_000569,shallow,5,action_full_mutation,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,9,4,4,5,5
case_000588,shallow,5,action_full_mutation,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,242,4.152893,4.0,5,5
case_000539,shallow,5,dead_state_intro,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,77,4.064935,4,5,5
case_000558,shallow,5,dead_state_intro,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,29,4.068966,4,5,5
case_000577,shallow,5,dead_state_intro,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,10,3.9,4.0,5,5
case_000596,shallow,5,dead_state_intro,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,245,4.17551,4,5,5
case_000583,shallow,5,delay_corruption,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,78,4.115385,4.0,5,5
case_000602,shallow,5,delay_corruption,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,30,4,4.0,5,5
case_000545,shallow,5,delay_corruption,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,11,3.909091,4,5,5
case_000564,shallow,5,delay_corruption,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,241,4.190871,4,5,5
case_000595,shallow,5,duplicate_transition,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,77,4.064935,4,5,5
case_000538,shallow,5,duplicate_transition,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,28,4.142857,4.0,5,5
case_000557,shallow,5,duplicate_transition,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,9,4,4,5,5
case_000576,shallow,5,duplicate_transition,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,244,4.135246,4.0,5,5
case_000559,shallow,5,guard_flip,large,depth-forced,1.0,0.970492,0.029508,True,1.0,0.029508,True,True,1.0,1.0,1.0,73,4.178082,4,5,5
case_000578,shallow,5,guard_flip,medium,depth-forced,1.0,0.981651,0.018349,True,1.0,0.018349,True,True,1.0,1.0,1.0,27,4.037037,4,5,5
case_000597,shallow,5,guard_flip,small,depth-forced,1.0,0.875,0.125,True,1.0,0.125,True,True,1.0,1.0,1.0,8,4,4.0,5,5
case_000540,shallow,5,guard_flip,very_large,depth-forced,1.0,0.996051,0.003949,True,1.0,0.003949,True,True,1.0,1.0,1.0,241,4.20332,4,5,5
case_000011,medium,12,action_corruption,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,88,9.136364,9.0,12,12
case_000030,medium,12,action_corruption,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,35,9.314286,9,12,12
case_000049,medium,12,action_corruption,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,14,9.785714,9.5,12,12
case_000068,medium,12,action_corruption,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,255,9.043137,9,12,12
case_000075,medium,12,action_full_mutation,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000018,medium,12,action_full_mutation,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,36,9.305556,9.0,12,12
case_000037,medium,12,action_full_mutation,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,14,9.785714,9.5,12,12
case_000056,medium,12,action_full_mutation,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,254,9.043307,9.0,12,12
case_000007,medium,12,dead_state_intro,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000026,medium,12,dead_state_intro,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000045,medium,12,dead_state_intro,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,14,9.785714,9.5,12,12
case_000064,medium,12,dead_state_intro,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,253,9.047431,9,12,12
case_000051,medium,12,delay_corruption,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000070,medium,12,delay_corruption,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000013,medium,12,delay_corruption,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,15,9.733333,9,12,12
case_000032,medium,12,delay_corruption,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,254,9.043307,9.0,12,12
case_000063,medium,12,duplicate_transition,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,85,9.141176,9,12,12
case_000006,medium,12,duplicate_transition,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000025,medium,12,duplicate_transition,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,14,9.785714,9.5,12,12
case_000044,medium,12,duplicate_transition,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,254,9.043307,9.0,12,12
case_000027,medium,12,guard_flip,large,depth-forced,1.0,0.601043,0.398957,True,1.0,0.398957,True,True,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000046,medium,12,guard_flip,medium,depth-forced,1.0,0.955975,0.044025,True,1.0,0.044025,True,True,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000065,medium,12,guard_flip,small,depth-forced,1.0,0.686131,0.313869,True,1.0,0.313869,True,True,1.0,1.0,1.0,14,9.785714,9.5,12,12
case_000008,medium,12,guard_flip,very_large,depth-forced,1.0,0.972258,0.027742,True,1.0,0.027742,True,True,1.0,1.0,1.0,259,9.046332,9,12,12
case_000055,medium,12,guard_inter_class,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000074,medium,12,guard_inter_class,medium,depth-forced,1.0,0.977987,0.022013,True,1.0,0.022013,True,True,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000017,medium,12,guard_inter_class,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,15,9.733333,9,12,12
case_000036,medium,12,guard_inter_class,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,257,9.042802,9,12,12
case_000067,medium,12,guard_strengthen,large,depth-forced,1.0,0.95176,0.04824,True,1.0,0.04824,True,True,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000010,medium,12,guard_strengthen,medium,depth-forced,1.0,0.707547,0.292453,True,1.0,0.292453,True,True,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000029,medium,12,guard_strengthen,small,depth-forced,1.0,0.656934,0.343066,True,1.0,0.343066,True,True,1.0,1.0,1.0,14,9.785714,9.5,12,12
case_000048,medium,12,guard_strengthen,very_large,depth-forced,1.0,0.98781,0.01219,True,1.0,0.01219,True,True,1.0,1.0,1.0,254,9.043307,9.0,12,12
case_000047,medium,12,guard_weaken,large,depth-forced,1.0,0.978589,0.021411,True,1.0,0.021411,True,True,1.0,1.0,1.0,87,9.126437,9,12,12
case_000066,medium,12,guard_weaken,medium,depth-forced,1.0,0.833333,0.166667,True,1.0,0.166667,True,True,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000009,medium,12,guard_weaken,small,depth-forced,1.0,0.5,0.5,True,1.0,0.5,True,True,1.0,1.0,1.0,15,9.733333,9,12,12
case_000028,medium,12,guard_weaken,very_large,depth-forced,1.0,0.990103,0.009897,True,1.0,0.009897,True,True,1.0,1.0,1.0,257,9.042802,9,12,12
case_000039,medium,12,missing_transition,large,depth-forced,1.0,0.975228,0.024772,True,1.0,0.024772,True,True,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000058,medium,12,missing_transition,medium,depth-forced,1.0,0.917178,0.082822,True,1.0,0.082822,True,True,1.0,1.0,1.0,35,9.314286,9,12,12
case_000001,medium,12,missing_transition,small,depth-forced,1.0,0.562044,0.437956,True,1.0,0.437956,True,True,1.0,1.0,1.0,14,9.785714,9.5,12,12
case_000020,medium,12,missing_transition,very_large,depth-forced,1.0,0.917173,0.082827,True,1.0,0.082827,True,True,1.0,1.0,1.0,255,9.043137,9,12,12
case_000071,medium,12,nondeterminism_intro,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000014,medium,12,nondeterminism_intro,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000033,medium,12,nondeterminism_intro,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,14,9.785714,9.5,12,12
case_000052,medium,12,nondeterminism_intro,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,254,9.043307,9.0,12,12
case_000031,medium,12,timeout_corruption,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,85,9.141176,9,12,12
case_000050,medium,12,timeout_corruption,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,35,9.314286,9,12,12
case_000069,medium,12,timeout_corruption,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,15,9.733333,9,12,12
case_000012,medium,12,timeout_corruption,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,256,9.046875,9.0,12,12
case_000015,medium,12,unreachable_state_intro,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000034,medium,12,unreachable_state_intro,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,36,9.305556,9.0,12,12
case_000053,medium,12,unreachable_state_intro,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,15,9.733333,9,12,12
case_000072,medium,12,unreachable_state_intro,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,256,9.046875,9.0,12,12
case_000023,medium,12,wrong_event,large,depth-forced,1.0,0.942085,0.057915,True,1.0,0.057915,True,True,1.0,1.0,1.0,85,9.141176,9,12,12
case_000042,medium,12,wrong_event,medium,depth-forced,1.0,0.858491,0.141509,True,1.0,0.141509,True,True,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000061,medium,12,wrong_event,small,depth-forced,1.0,0.452555,0.547445,True,1.0,0.547445,True,True,1.0,1.0,1.0,14,9.785714,9.5,12,12
case_000004,medium,12,wrong_event,very_large,depth-forced,1.0,0.984327,0.015673,True,1.0,0.015673,True,True,1.0,1.0,1.0,254,9.043307,9.0,12,12
case_000043,medium,12,wrong_initial_state,large,depth-forced,1.0,0.0,1.0,True,0.84485,0.84485,False,True,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000062,medium,12,wrong_initial_state,medium,depth-forced,1.0,0.0,1.0,True,0.377358,0.377358,False,True,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000005,medium,12,wrong_initial_state,small,depth-forced,1.0,0.0,1.0,True,0.0,0.0,False,False,1.0,1.0,1.0,14,9.785714,9.5,12,12
case_000024,medium,12,wrong_initial_state,very_large,depth-forced,1.0,0.0,1.0,True,0.703799,0.703799,False,True,1.0,1.0,1.0,259,9.046332,9,12,12
case_000003,medium,12,wrong_source,large,depth-forced,1.0,0.936115,0.063885,True,1.0,0.063885,True,True,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000022,medium,12,wrong_source,medium,depth-forced,1.0,0.839623,0.160377,True,1.0,0.160377,True,True,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000041,medium,12,wrong_source,small,depth-forced,1.0,0.540146,0.459854,True,1.0,0.459854,True,True,1.0,1.0,1.0,14,9.785714,9.5,12,12
case_000060,medium,12,wrong_source,very_large,depth-forced,1.0,0.977797,0.022203,True,1.0,0.022203,True,True,1.0,1.0,1.0,254,9.043307,9.0,12,12
case_000059,medium,12,wrong_target,large,depth-forced,1.0,0.965251,0.034749,True,0.965251,0.0,False,False,1.0,1.0,1.0,85,9.141176,9,12,12
