case_id,mutation_operator,complexity_tier,c1_oracle_detected,c1_faulty_bpr,c1_bpr_delta_pre_repair,c1_initial_bpr,c1_final_bpr,c1_repair_delta_bpr,c1_complete_repair,c1_effective_repair,rq4_fo_fault_detected,rq4_fo_bpr_delta,rq4_fo_complete_repair,rq4_fo_effective_repair,rq4_fo_repair_delta_bpr,rq4_ho_mutation_order,rq4_ho_fault_detected,rq4_ho_bpr_delta,rq4_ho_complete_repair,rq4_ho_effective_repair,rq4_ho_repair_delta_bpr,rq3_transition_localizable,rq3_top1_hit,detection_gained_fo_to_ho,repair_complete_lost_fo_to_ho
case_000222,delay_corruption,medium,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,0.466667,True,True,0.466667,True,False,True,False
case_000165,delay_corruption,small,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,0.090909,True,True,0.090909,True,False,True,False
case_000184,delay_corruption,very_large,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,0.002413,True,True,0.002413,True,False,True,False
case_000215,duplicate_transition,large,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,0.004167,True,True,0.004167,True,False,True,False
case_000158,duplicate_transition,medium,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,1.0,False,True,0.416667,True,False,True,True
case_000177,duplicate_transition,small,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,1.0,False,True,0.958333,True,False,True,True
case_000196,duplicate_transition,very_large,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,0.002478,True,True,0.002478,True,False,True,False
case_000179,guard_flip,large,True,0.9958333333333333,0.004166666666666652,0.9958333333333333,1.0,0.004166666666666652,True,True,True,0.004167,True,True,0.004167,3,True,0.0125,True,True,0.0125,True,False,False,False
case_000198,guard_flip,medium,True,0.9871794871794872,0.012820512820512775,0.9871794871794872,1.0,0.012820512820512775,True,True,True,0.012821,True,True,0.012821,3,True,0.025641,True,True,0.025641,True,False,False,False
case_000217,guard_flip,small,True,0.9615384615384616,0.038461538461538436,0.9615384615384616,1.0,0.038461538461538436,True,True,True,0.038462,True,True,0.038462,3,True,0.961538,False,True,0.730769,True,False,False,True
case_000160,guard_flip,very_large,True,0.9694835680751174,0.030516431924882625,0.9694835680751174,1.0,0.030516431924882625,True,True,True,0.030516,True,True,0.030516,3,True,0.003521,True,True,0.003521,True,False,False,False
case_000207,guard_inter_class,large,True,0.9958333333333333,0.004166666666666652,0.9958333333333333,0.9958333333333333,0.0,False,False,True,0.004167,True,True,0.004167,3,True,1.0,False,True,0.541667,True,False,False,True
case_000226,guard_inter_class,medium,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,0.223684,True,True,0.223684,True,False,True,False
case_000169,guard_inter_class,small,True,0.7727272727272727,0.2272727272727273,0.7727272727272727,1.0,0.2272727272727273,True,True,True,0.227273,True,True,0.227273,3,True,1.0,False,True,0.727273,True,False,False,True
case_000188,guard_inter_class,very_large,True,0.9988399071925754,0.001160092807424573,0.9988399071925754,0.9988399071925754,0.0,False,False,True,0.00116,True,True,0.00116,3,True,1.0,False,True,0.571926,True,False,False,True
case_000219,guard_strengthen,large,True,0.9958333333333333,0.004166666666666652,0.9958333333333333,1.0,0.004166666666666652,True,True,True,0.004167,True,True,0.004167,3,True,1.0,False,True,0.725,True,False,False,True
case_000162,guard_strengthen,medium,True,0.9873417721518988,0.012658227848101222,0.9873417721518988,1.0,0.012658227848101222,True,True,True,0.012658,True,True,0.012658,3,True,0.227848,True,True,0.227848,True,False,False,False
case_000181,guard_strengthen,small,True,0.9583333333333334,0.04166666666666663,0.9583333333333334,1.0,0.04166666666666663,True,True,True,0.041667,True,True,0.041667,3,True,1.0,False,True,0.958333,True,False,False,True
case_000200,guard_strengthen,very_large,True,0.9987228607918263,0.0012771392081737387,0.9987228607918263,1.0,0.0012771392081737387,True,True,True,0.001277,True,True,0.001277,3,True,1.0,False,True,0.911877,True,False,False,True
case_000199,guard_weaken,large,True,0.9961538461538462,0.0038461538461538325,0.9961538461538462,1.0,0.0038461538461538325,True,True,True,0.003846,True,True,0.003846,3,True,0.011538,True,True,0.011538,True,False,False,False
case_000218,guard_weaken,medium,True,0.9879518072289156,0.012048192771084376,0.9879518072289156,1.0,0.012048192771084376,True,True,True,0.012048,True,True,0.012048,3,True,0.036145,True,True,0.036145,True,False,False,False
case_000161,guard_weaken,small,True,0.7727272727272727,0.2272727272727273,0.7727272727272727,1.0,0.2272727272727273,True,True,True,0.227273,True,True,0.227273,3,True,1.0,False,True,0.227273,True,False,False,True
case_000180,guard_weaken,very_large,True,0.9988372093023256,0.0011627906976744429,0.9988372093023256,1.0,0.0011627906976744429,True,True,True,0.001163,True,True,0.001163,3,True,0.218605,True,True,0.218605,True,False,False,False
case_000191,missing_transition,large,True,0.9956140350877193,0.004385964912280715,0.9956140350877193,1.0,0.004385964912280715,True,True,True,0.004386,True,True,0.004386,3,True,1.0,False,True,0.745614,False,False,False,True
case_000210,missing_transition,medium,True,0.9868421052631579,0.013157894736842146,0.9868421052631579,1.0,0.013157894736842146,True,True,True,0.013158,True,True,0.013158,3,True,0.039474,True,True,0.039474,False,False,False,False
case_000153,missing_transition,small,True,0.20833333333333334,0.7916666666666666,0.20833333333333334,1.0,0.7916666666666666,True,True,True,0.791667,True,True,0.791667,3,True,1.0,False,True,0.333333,False,False,False,True
case_000172,missing_transition,very_large,True,0.9988558352402745,0.0011441647597254523,0.9988558352402745,1.0,0.0011441647597254523,True,True,True,0.001144,True,True,0.001144,3,True,0.049199,False,True,0.048055,False,False,False,True
case_000223,nondeterminism_intro,large,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,0.008734,True,True,0.008734,True,False,True,False
case_000166,nondeterminism_intro,medium,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,0.416667,True,True,0.416667,True,False,True,False
case_000185,nondeterminism_intro,small,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,0.083333,False,True,0.041667,True,False,True,True
case_000204,nondeterminism_intro,very_large,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,0.002392,False,True,0.001196,True,False,True,True
case_000183,timeout_corruption,large,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,0.012295,False,True,0.008197,True,False,True,True
case_000202,timeout_corruption,medium,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,0.093023,True,True,0.093023,True,False,True,False
case_000221,timeout_corruption,small,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,0.285714,True,True,0.285714,True,False,True,False
case_000164,timeout_corruption,very_large,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,0.014118,True,True,0.014118,True,False,True,False
case_000167,unreachable_state_intro,large,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,1.0,False,True,0.609649,False,False,True,True
case_000186,unreachable_state_intro,medium,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,1.0,False,True,0.395062,False,False,True,True
case_000205,unreachable_state_intro,small,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,0.090909,True,True,0.090909,False,False,True,False
case_000224,unreachable_state_intro,very_large,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,0.014118,True,True,0.014118,False,False,True,False
case_000175,wrong_event,large,True,0.9959677419354839,0.0040322580645161255,0.9959677419354839,1.0,0.0040322580645161255,True,True,True,0.004032,True,True,0.004032,3,True,0.141129,True,True,0.141129,True,False,False,False
case_000194,wrong_event,medium,True,0.9873417721518988,0.012658227848101222,0.9873417721518988,1.0,0.012658227848101222,True,True,True,0.012658,True,True,0.012658,3,True,0.113924,True,True,0.113924,True,False,False,False
case_000213,wrong_event,small,True,0.9615384615384616,0.038461538461538436,0.9615384615384616,1.0,0.038461538461538436,True,True,True,0.038462,True,True,0.038462,3,True,0.5,False,True,0.461538,True,False,False,True
case_000156,wrong_event,very_large,True,0.9988235294117647,0.0011764705882353343,0.9988235294117647,1.0,0.0011764705882353343,True,True,True,0.001176,True,True,0.001176,3,True,0.003529,True,True,0.003529,True,False,False,False
case_000195,wrong_initial_state,large,True,0.0,1.0,0.0,0.8601694915254238,0.8601694915254238,False,True,True,1.0,False,True,0.860169,3,True,1.0,False,True,0.851695,False,False,False,False
case_000214,wrong_initial_state,medium,True,0.0,1.0,0.0,0.4567901234567901,0.4567901234567901,False,True,True,1.0,False,True,0.45679,3,True,0.580247,False,True,0.567901,False,False,False,False
case_000157,wrong_initial_state,small,True,0.0,1.0,0.0,0.47619047619047616,0.47619047619047616,False,True,True,1.0,False,True,0.47619,3,True,1.0,False,True,0.380952,False,False,False,False
case_000176,wrong_initial_state,very_large,True,0.0,1.0,0.0,0.6244075829383886,0.6244075829383886,False,True,True,1.0,False,True,0.624408,3,True,1.0,False,True,0.572275,False,False,False,False
case_000155,wrong_source,large,True,0.9957627118644068,0.004237288135593209,0.9957627118644068,1.0,0.004237288135593209,True,True,True,0.004237,True,True,0.004237,3,True,0.139831,False,True,0.097458,True,False,False,True
case_000174,wrong_source,medium,True,0.9876543209876543,0.012345679012345734,0.9876543209876543,1.0,0.012345679012345734,True,True,True,0.012346,True,True,0.012346,3,True,0.037037,True,True,0.037037,True,False,False,False
case_000193,wrong_source,small,True,0.9583333333333334,0.04166666666666663,0.9583333333333334,1.0,0.04166666666666663,True,True,True,0.041667,True,True,0.041667,3,True,0.125,False,True,0.083333,True,False,False,True
case_000212,wrong_source,very_large,True,0.986046511627907,0.013953488372092981,0.986046511627907,0.986046511627907,0.0,False,False,True,0.013953,False,True,0.012791,3,True,0.016279,False,True,0.015116,True,False,False,False
case_000211,wrong_target,large,True,0.9959016393442623,0.004098360655737654,0.9959016393442623,0.9959016393442623,0.0,False,False,True,0.004098,False,False,0.0,3,True,0.012295,False,True,0.008197,True,True,False,False
case_000154,wrong_target,medium,True,0.9866666666666667,0.013333333333333308,0.9866666666666667,0.9866666666666667,0.0,False,False,True,0.013333,False,False,0.0,3,True,0.04,False,True,0.026667,True,True,False,False
case_000173,wrong_target,small,True,0.9523809523809523,0.04761904761904767,0.9523809523809523,0.9523809523809523,0.0,False,False,True,0.047619,False,False,0.0,3,True,0.47619,True,True,0.47619,True,True,False,False
case_000192,wrong_target,very_large,True,0.9987966305655837,0.001203369434416346,0.9987966305655837,0.9987966305655837,0.0,False,False,True,0.001203,False,False,0.0,3,True,0.018051,False,True,0.01444,True,True,False,False
case_000239,action_corruption,large,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,0.008772,True,True,0.008772,True,False,True,False
case_000258,action_corruption,medium,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,0.012346,True,True,0.012346,True,False,True,False
case_000277,action_corruption,small,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,0.285714,False,True,0.047619,True,False,True,True
case_000296,action_corruption,very_large,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,0.002427,False,True,0.001214,True,False,True,True
case_000303,action_full_mutation,large,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,1.0,False,True,0.910569,False,False,True,True
case_000246,action_full_mutation,medium,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,0.027397,False,True,0.013699,False,False,True,True
case_000265,action_full_mutation,small,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,0.041667,False,False,0.0,False,False,True,True
case_000284,action_full_mutation,very_large,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,1.0,False,True,0.998826,False,False,True,True
case_000235,dead_state_intro,large,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,0.487903,False,False,0.0,False,False,True,True
case_000254,dead_state_intro,medium,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,1.0,False,True,0.410256,False,False,True,True
case_000273,dead_state_intro,small,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,1.0,False,True,0.454545,False,False,True,True
case_000292,dead_state_intro,very_large,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,1.0,False,True,0.798864,False,False,True,True
case_000279,delay_corruption,large,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,0.041322,False,True,0.03719,True,False,True,True
case_000298,delay_corruption,medium,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,0.025641,False,True,0.012821,True,False,True,True
case_000241,delay_corruption,small,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,0.076923,False,True,0.038462,True,False,True,True
case_000260,delay_corruption,very_large,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,0.01444,True,True,0.01444,True,False,True,False
case_000291,duplicate_transition,large,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,0.008475,False,True,0.004237,True,False,True,True
case_000234,duplicate_transition,medium,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,0.025641,True,True,0.025641,True,False,True,False
case_000253,duplicate_transition,small,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,1.0,False,True,0.933333,True,False,True,True
case_000272,duplicate_transition,very_large,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,0.002407,True,True,0.002407,True,False,True,False
case_000255,guard_flip,large,True,0.9955555555555555,0.004444444444444473,0.9955555555555555,1.0,0.004444444444444473,True,True,True,0.004444,True,True,0.004444,3,True,0.017778,False,True,0.013333,True,False,False,True
case_000274,guard_flip,medium,True,0.9102564102564102,0.08974358974358976,0.9102564102564102,1.0,0.08974358974358976,True,True,True,0.089744,True,True,0.089744,3,True,0.115385,False,True,0.025641,True,False,False,True
case_000293,guard_flip,small,True,0.9545454545454546,0.045454545454545414,0.9545454545454546,1.0,0.045454545454545414,True,True,True,0.045455,True,True,0.045455,3,True,1.0,False,True,0.954545,True,False,False,True
case_000236,guard_flip,very_large,True,0.9988304093567252,0.0011695906432748204,0.9988304093567252,1.0,0.0011695906432748204,True,True,True,0.00117,True,True,0.00117,3,True,0.043275,False,True,0.042105,True,False,False,True
case_000283,guard_inter_class,large,True,0.9957805907172996,0.00421940928270037,0.9957805907172996,0.9957805907172996,0.0,False,False,True,0.004219,True,True,0.004219,3,True,1.0,False,True,0.649789,True,False,False,True
case_000302,guard_inter_class,medium,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,0.316456,False,True,0.21519,True,False,True,True
case_000245,guard_inter_class,small,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,1.0,False,False,0.0,True,False,True,True
case_000264,guard_inter_class,very_large,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,0.002162,True,True,0.002162,True,False,True,False
case_000295,guard_strengthen,large,True,0.9625,0.03749999999999998,0.9625,1.0,0.03749999999999998,True,True,True,0.0375,True,True,0.0375,3,True,0.0125,True,True,0.0125,True,False,False,False
case_000238,guard_strengthen,medium,True,0.9135802469135802,0.0864197530864198,0.9135802469135802,1.0,0.0864197530864198,True,True,True,0.08642,True,True,0.08642,3,True,0.123457,False,True,0.111111,True,False,False,True
case_000257,guard_strengthen,small,True,0.9545454545454546,0.045454545454545414,0.9545454545454546,1.0,0.045454545454545414,True,True,True,0.045455,True,True,0.045455,3,True,1.0,False,True,0.954545,True,False,False,True
case_000276,guard_strengthen,very_large,True,0.9987966305655837,0.001203369434416346,0.9987966305655837,1.0,0.001203369434416346,True,True,True,0.001203,True,True,0.001203,3,True,1.0,False,True,0.490975,True,False,False,True
case_000275,guard_weaken,large,True,0.9956896551724138,0.004310344827586188,0.9956896551724138,1.0,0.004310344827586188,True,True,True,0.00431,True,True,0.00431,3,True,0.047414,True,True,0.047414,True,False,False,False
case_000294,guard_weaken,medium,True,0.9880952380952381,0.011904761904761862,0.9880952380952381,1.0,0.011904761904761862,True,True,True,0.011905,True,True,0.011905,3,True,0.178571,True,True,0.178571,True,False,False,False
case_000237,guard_weaken,small,True,0.9545454545454546,0.045454545454545414,0.9545454545454546,1.0,0.045454545454545414,True,True,True,0.045455,True,True,0.045455,3,True,0.136364,False,True,0.090909,True,False,False,True
case_000256,guard_weaken,very_large,True,0.9988372093023256,0.0011627906976744429,0.9988372093023256,1.0,0.0011627906976744429,True,True,True,0.001163,True,True,0.001163,3,True,0.096512,True,True,0.096512,True,False,False,False
case_000267,missing_transition,large,True,0.9960159362549801,0.003984063745019917,0.9960159362549801,1.0,0.003984063745019917,True,True,True,0.003984,True,True,0.003984,3,True,1.0,False,True,0.625498,False,False,False,True
case_000286,missing_transition,medium,True,0.9213483146067416,0.0786516853932584,0.9213483146067416,1.0,0.0786516853932584,True,True,True,0.078652,True,True,0.078652,3,True,0.101124,True,True,0.101124,False,False,False,False
case_000229,missing_transition,small,True,0.9545454545454546,0.045454545454545414,0.9545454545454546,1.0,0.045454545454545414,True,True,True,0.045455,True,True,0.045455,3,True,0.318182,True,True,0.318182,False,False,False,False
case_000248,missing_transition,very_large,True,0.9988095238095238,0.0011904761904761862,0.9988095238095238,1.0,0.0011904761904761862,True,True,True,0.00119,True,True,0.00119,3,True,0.003571,True,True,0.003571,False,False,False,False
case_000299,nondeterminism_intro,large,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,0.009302,True,True,0.009302,True,False,True,False
case_000242,nondeterminism_intro,medium,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,1.0,False,True,0.604938,True,False,True,True
case_000261,nondeterminism_intro,small,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,0.083333,True,True,0.083333,True,False,True,False
case_000280,nondeterminism_intro,very_large,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,0.031765,True,True,0.031765,True,False,True,False
case_000259,timeout_corruption,large,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,0.008333,True,True,0.008333,True,False,True,False
case_000278,timeout_corruption,medium,False,1.0,0.0,1.0,1.0,0.0,True,False,False,0.0,True,False,0.0,3,True,0.604938,False,True,0.518519,True,False,True,True
