case_id,mutation_operator,operator_family,reference_bpr_s0,faulty_bpr_s0,bpr_delta_s0,detected_s0,saturated_s0,reference_bpr_s1,faulty_bpr_s1,bpr_delta_s1,detected_s1,saturated_s1,partition_change,saturation_change,detection_gain,detection_loss
case_000265,action_full_mutation,action,1.0,1.0,0.0,False,True,1.0,0.0,1.0,True,False,True,True,True,False
case_000267,missing_transition,routing,1.0,0.996016,0.003984,True,False,1.0,0.996016,0.003984,True,False,False,False,False,False
case_000268,wrong_target,routing,1.0,0.998874,0.001126,True,False,1.0,0.998874,0.001126,True,False,False,False,False,False
case_000269,wrong_source,routing,1.0,0.961538,0.038462,True,False,1.0,0.961538,0.038462,True,False,False,False,False,False
case_000270,wrong_event,routing,1.0,0.91358,0.08642,True,False,1.0,0.91358,0.08642,True,False,False,False,False,False
case_000271,wrong_initial_state,routing,1.0,0.258475,0.741525,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000272,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000273,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000274,guard_flip,guard,1.0,0.910256,0.089744,True,False,1.0,0.910256,0.089744,True,False,False,False,False,False
case_000275,guard_weaken,guard,1.0,0.99569,0.00431,True,False,1.0,0.99569,0.00431,True,False,False,False,False,False
case_000276,guard_strengthen,guard,1.0,0.998797,0.001203,True,False,1.0,0.998797,0.001203,True,False,False,False,False,False
case_000277,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.952381,0.047619,True,False,True,True,True,False
case_000278,timeout_corruption,timing,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000279,delay_corruption,timing,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000280,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000281,unreachable_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000283,guard_inter_class,guard,1.0,0.995781,0.004219,True,False,1.0,0.995781,0.004219,True,False,False,False,False,False
case_000284,action_full_mutation,action,1.0,1.0,0.0,False,True,1.0,0.0,1.0,True,False,True,True,True,False
case_000286,missing_transition,routing,1.0,0.921348,0.078652,True,False,1.0,0.921348,0.078652,True,False,False,False,False,False
case_000287,wrong_target,routing,1.0,0.995763,0.004237,True,False,1.0,0.995763,0.004237,True,False,False,False,False,False
case_000288,wrong_source,routing,1.0,0.99883,0.00117,True,False,1.0,0.99883,0.00117,True,False,False,False,False,False
case_000289,wrong_event,routing,1.0,0.769231,0.230769,True,False,1.0,0.769231,0.230769,True,False,False,False,False,False
case_000290,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000291,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000292,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000293,guard_flip,guard,1.0,0.954545,0.045455,True,False,1.0,0.954545,0.045455,True,False,False,False,False,False
case_000294,guard_weaken,guard,1.0,0.988095,0.011905,True,False,1.0,0.988095,0.011905,True,False,False,False,False,False
case_000295,guard_strengthen,guard,1.0,0.9625,0.0375,True,False,1.0,0.9625,0.0375,True,False,False,False,False,False
case_000296,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.998786,0.001214,True,False,True,True,True,False
case_000297,timeout_corruption,timing,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000298,delay_corruption,timing,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000299,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000300,unreachable_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000302,guard_inter_class,guard,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000303,action_full_mutation,action,1.0,1.0,0.0,False,True,1.0,0.0,1.0,True,False,True,True,True,False
case_000305,missing_transition,routing,1.0,0.952381,0.047619,True,False,1.0,0.952381,0.047619,True,False,False,False,False,False
case_000306,wrong_target,routing,1.0,0.91954,0.08046,True,False,1.0,0.91954,0.08046,True,False,False,False,False,False
case_000307,wrong_source,routing,1.0,0.995833,0.004167,True,False,1.0,0.995833,0.004167,True,False,False,False,False,False
case_000308,wrong_event,routing,1.0,0.998824,0.001176,True,False,1.0,0.998824,0.001176,True,False,False,False,False,False
case_000309,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000310,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000311,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000312,guard_flip,guard,1.0,0.998851,0.001149,True,False,1.0,0.998851,0.001149,True,False,False,False,False,False
case_000313,guard_weaken,guard,1.0,0.954545,0.045455,True,False,1.0,0.954545,0.045455,True,False,False,False,False,False
case_000314,guard_strengthen,guard,1.0,0.986842,0.013158,True,False,1.0,0.986842,0.013158,True,False,False,False,False,False
case_000315,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.995763,0.004237,True,False,True,True,True,False
case_000316,timeout_corruption,timing,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000317,delay_corruption,timing,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000318,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000319,unreachable_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000321,guard_inter_class,guard,1.0,0.208333,0.791667,True,False,1.0,0.208333,0.791667,True,False,False,False,False,False
case_000322,action_full_mutation,action,1.0,1.0,0.0,False,True,1.0,0.0,1.0,True,False,True,True,True,False
case_000324,missing_transition,routing,1.0,0.934118,0.065882,True,False,1.0,0.934118,0.065882,True,False,False,False,False,False
case_000325,wrong_target,routing,1.0,0.761905,0.238095,True,False,1.0,0.761905,0.238095,True,False,False,False,False,False
case_000326,wrong_source,routing,1.0,0.91358,0.08642,True,False,1.0,0.91358,0.08642,True,False,False,False,False,False
case_000327,wrong_event,routing,1.0,0.995833,0.004167,True,False,1.0,0.995833,0.004167,True,False,False,False,False,False
case_000328,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000329,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000330,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000331,guard_flip,guard,1.0,0.995902,0.004098,True,False,1.0,0.995902,0.004098,True,False,False,False,False,False
case_000332,guard_weaken,guard,1.0,0.99883,0.00117,True,False,1.0,0.99883,0.00117,True,False,False,False,False,False
case_000333,guard_strengthen,guard,1.0,0.772727,0.227273,True,False,1.0,0.772727,0.227273,True,False,False,False,False,False
case_000334,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.91358,0.08642,True,False,True,True,True,False
case_000335,timeout_corruption,timing,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000336,delay_corruption,timing,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000337,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000338,unreachable_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000340,guard_inter_class,guard,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000341,action_full_mutation,action,1.0,1.0,0.0,False,True,1.0,0.0,1.0,True,False,True,True,True,False
case_000343,missing_transition,routing,1.0,0.995614,0.004386,True,False,1.0,0.995614,0.004386,True,False,False,False,False,False
case_000344,wrong_target,routing,1.0,0.998798,0.001202,True,False,1.0,0.998798,0.001202,True,False,False,False,False,False
case_000345,wrong_source,routing,1.0,0.761905,0.238095,True,False,1.0,0.761905,0.238095,True,False,False,False,False,False
case_000346,wrong_event,routing,1.0,0.813333,0.186667,True,False,1.0,0.813333,0.186667,True,False,False,False,False,False
case_000347,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000348,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000349,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000350,guard_flip,guard,1.0,0.986301,0.013699,True,False,1.0,0.986301,0.013699,True,False,False,False,False,False
case_000351,guard_weaken,guard,1.0,0.995902,0.004098,True,False,1.0,0.995902,0.004098,True,False,False,False,False,False
case_000352,guard_strengthen,guard,1.0,0.986982,0.013018,True,False,1.0,0.986982,0.013018,True,False,False,False,False,False
case_000353,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.954545,0.045455,True,False,True,True,True,False
case_000354,timeout_corruption,timing,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000355,delay_corruption,timing,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000356,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000357,unreachable_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000359,guard_inter_class,guard,1.0,0.963115,0.036885,True,False,1.0,0.963115,0.036885,True,False,False,False,False,False
case_000360,action_full_mutation,action,1.0,1.0,0.0,False,True,1.0,0.0,1.0,True,False,True,True,True,False
case_000362,missing_transition,routing,1.0,0.987654,0.012346,True,False,1.0,0.987654,0.012346,True,False,False,False,False,False
case_000363,wrong_target,routing,1.0,0.995833,0.004167,True,False,1.0,0.995833,0.004167,True,False,False,False,False,False
case_000364,wrong_source,routing,1.0,0.969767,0.030233,True,False,1.0,0.969767,0.030233,True,False,False,False,False,False
case_000365,wrong_event,routing,1.0,0.772727,0.227273,True,False,1.0,0.772727,0.227273,True,False,False,False,False,False
case_000366,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000367,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000368,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000369,guard_flip,guard,1.0,0.952381,0.047619,True,False,1.0,0.952381,0.047619,True,False,False,False,False,False
case_000370,guard_weaken,guard,1.0,0.987179,0.012821,True,False,1.0,0.987179,0.012821,True,False,False,False,False,False
case_000371,guard_strengthen,guard,1.0,0.995968,0.004032,True,False,1.0,0.995968,0.004032,True,False,False,False,False,False
case_000372,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.998829,0.001171,True,False,True,True,True,False
case_000373,timeout_corruption,timing,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000374,delay_corruption,timing,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000375,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000376,unreachable_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000378,guard_inter_class,guard,1.0,0.794872,0.205128,True,False,1.0,0.794872,0.205128,True,False,False,False,False,False
case_000379,action_full_mutation,action,1.0,1.0,0.0,False,True,1.0,0.0,1.0,True,False,True,True,True,False
case_000381,missing_transition,routing,1.0,0.958333,0.041667,True,False,1.0,0.958333,0.041667,True,False,False,False,False,False
case_000382,wrong_target,routing,1.0,0.987342,0.012658,True,False,1.0,0.987342,0.012658,True,False,False,False,False,False
case_000383,wrong_source,routing,1.0,0.995833,0.004167,True,False,1.0,0.995833,0.004167,True,False,False,False,False,False
case_000384,wrong_event,routing,1.0,0.998866,0.001134,True,False,1.0,0.998866,0.001134,True,False,False,False,False,False
case_000385,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000386,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000387,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000388,guard_flip,guard,1.0,0.998837,0.001163,True,False,1.0,0.998837,0.001163,True,False,False,False,False,False
case_000389,guard_weaken,guard,1.0,0.807692,0.192308,True,False,1.0,0.807692,0.192308,True,False,False,False,False,False
case_000390,guard_strengthen,guard,1.0,0.986301,0.013699,True,False,1.0,0.986301,0.013699,True,False,False,False,False,False
case_000391,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.995614,0.004386,True,False,True,True,True,False
case_000392,timeout_corruption,timing,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000393,delay_corruption,timing,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000394,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000395,unreachable_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000398,action_full_mutation,action,1.0,1.0,0.0,False,True,1.0,0.0,1.0,True,False,True,True,True,False
case_000400,missing_transition,routing,1.0,0.998798,0.001202,True,False,1.0,0.998798,0.001202,True,False,False,False,False,False
case_000401,wrong_target,routing,1.0,0.954545,0.045455,True,False,1.0,0.954545,0.045455,True,False,False,False,False,False
case_000402,wrong_source,routing,1.0,0.987179,0.012821,True,False,1.0,0.987179,0.012821,True,False,False,False,False,False
case_000403,wrong_event,routing,1.0,0.906667,0.093333,True,False,1.0,0.906667,0.093333,True,False,False,False,False,False
case_000404,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000405,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000406,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000407,guard_flip,guard,1.0,0.995763,0.004237,True,False,1.0,0.995763,0.004237,True,False,False,False,False,False
case_000408,guard_weaken,guard,1.0,0.99883,0.00117,True,False,1.0,0.99883,0.00117,True,False,False,False,False,False
case_000409,guard_strengthen,guard,1.0,0.952381,0.047619,True,False,1.0,0.952381,0.047619,True,False,False,False,False,False
case_000410,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.989247,0.010753,True,False,True,True,True,False
case_000411,timeout_corruption,timing,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000412,delay_corruption,timing,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000413,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000414,unreachable_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000416,guard_inter_class,guard,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000417,action_full_mutation,action,1.0,1.0,0.0,False,True,1.0,0.0,1.0,True,False,True,True,True,False
case_000419,missing_transition,routing,1.0,0.996,0.004,True,False,1.0,0.996,0.004,True,False,False,False,False,False
case_000420,wrong_target,routing,1.0,0.998824,0.001176,True,False,1.0,0.998824,0.001176,True,False,False,False,False,False
case_000421,wrong_source,routing,1.0,0.954545,0.045455,True,False,1.0,0.954545,0.045455,True,False,False,False,False,False
case_000422,wrong_event,routing,1.0,0.986842,0.013158,True,False,1.0,0.986842,0.013158,True,False,False,False,False,False
case_000423,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000424,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000425,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000426,guard_flip,guard,1.0,0.987654,0.012346,True,False,1.0,0.987654,0.012346,True,False,False,False,False,False
case_000427,guard_weaken,guard,1.0,0.995413,0.004587,True,False,1.0,0.995413,0.004587,True,False,False,False,False,False
case_000428,guard_strengthen,guard,1.0,0.998837,0.001163,True,False,1.0,0.998837,0.001163,True,False,False,False,False,False
case_000429,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.958333,0.041667,True,False,True,True,True,False
case_000430,timeout_corruption,timing,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000431,delay_corruption,timing,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000432,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000433,unreachable_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000435,guard_inter_class,guard,1.0,0.995495,0.004505,True,False,1.0,0.995495,0.004505,True,False,False,False,False,False
case_000436,action_full_mutation,action,1.0,1.0,0.0,False,True,1.0,0.0,1.0,True,False,True,True,True,False
case_000438,missing_transition,routing,1.0,0.987179,0.012821,True,False,1.0,0.987179,0.012821,True,False,False,False,False,False
case_000439,wrong_target,routing,1.0,0.996032,0.003968,True,False,1.0,0.996032,0.003968,True,False,False,False,False,False
case_000440,wrong_source,routing,1.0,0.998775,0.001225,True,False,1.0,0.998775,0.001225,True,False,False,False,False,False
case_000441,wrong_event,routing,1.0,0.966667,0.033333,True,False,1.0,0.966667,0.033333,True,False,False,False,False,False
case_000442,wrong_initial_state,routing,1.0,0.54321,0.45679,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000443,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000444,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000445,guard_flip,guard,1.0,0.958333,0.041667,True,False,1.0,0.958333,0.041667,True,False,False,False,False,False
case_000446,guard_weaken,guard,1.0,0.987654,0.012346,True,False,1.0,0.987654,0.012346,True,False,False,False,False,False
case_000447,guard_strengthen,guard,1.0,0.75,0.25,True,False,1.0,0.75,0.25,True,False,False,False,False,False
case_000448,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.998864,0.001136,True,False,True,True,True,False
case_000449,timeout_corruption,timing,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000450,delay_corruption,timing,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000451,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000452,unreachable_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000454,guard_inter_class,guard,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000455,action_full_mutation,action,1.0,1.0,0.0,False,True,1.0,0.0,1.0,True,False,True,True,True,False
case_000457,missing_transition,routing,1.0,0.961538,0.038462,True,False,1.0,0.961538,0.038462,True,False,False,False,False,False
case_000458,wrong_target,routing,1.0,0.906667,0.093333,True,False,1.0,0.906667,0.093333,True,False,False,False,False,False
case_000459,wrong_source,routing,1.0,0.964844,0.035156,True,False,1.0,0.964844,0.035156,True,False,False,False,False,False
case_000460,wrong_event,routing,1.0,0.998755,0.001245,True,False,1.0,0.998755,0.001245,True,False,False,False,False,False
case_000461,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000462,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000463,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000464,guard_flip,guard,1.0,0.998753,0.001247,True,False,1.0,0.998753,0.001247,True,False,False,False,False,False
case_000465,guard_weaken,guard,1.0,0.952381,0.047619,True,False,1.0,0.952381,0.047619,True,False,False,False,False,False
case_000466,guard_strengthen,guard,1.0,0.797468,0.202532,True,False,1.0,0.797468,0.202532,True,False,False,False,False,False
case_000467,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.995763,0.004237,True,False,True,True,True,False
case_000468,timeout_corruption,timing,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000469,delay_corruption,timing,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000470,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000471,unreachable_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000474,action_full_mutation,action,1.0,1.0,0.0,False,True,1.0,0.0,1.0,True,False,True,True,True,False
case_000476,missing_transition,routing,1.0,0.998829,0.001171,True,False,1.0,0.998829,0.001171,True,False,False,False,False,False
case_000477,wrong_target,routing,1.0,0.954545,0.045455,True,False,1.0,0.954545,0.045455,True,False,False,False,False,False
case_000478,wrong_source,routing,1.0,0.988506,0.011494,True,False,1.0,0.988506,0.011494,True,False,False,False,False,False
case_000479,wrong_event,routing,1.0,0.850806,0.149194,True,False,1.0,0.850806,0.149194,True,False,False,False,False,False
case_000480,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000481,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000482,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000483,guard_flip,guard,1.0,0.967391,0.032609,True,False,1.0,0.967391,0.032609,True,False,False,False,False,False
case_000484,guard_weaken,guard,1.0,0.98692,0.01308,True,False,1.0,0.98692,0.01308,True,False,False,False,False,False
case_000485,guard_strengthen,guard,1.0,0.958333,0.041667,True,False,1.0,0.958333,0.041667,True,False,False,False,False,False
case_000486,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.988889,0.011111,True,False,True,True,True,False
case_000487,timeout_corruption,timing,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000488,delay_corruption,timing,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000489,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000490,unreachable_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000492,guard_inter_class,guard,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000493,action_full_mutation,action,1.0,1.0,0.0,False,True,1.0,0.0,1.0,True,False,True,True,True,False
case_000495,missing_transition,routing,1.0,0.995763,0.004237,True,False,1.0,0.995763,0.004237,True,False,False,False,False,False
case_000496,wrong_target,routing,1.0,0.998733,0.001267,True,False,1.0,0.998733,0.001267,True,False,False,False,False,False
case_000497,wrong_source,routing,1.0,0.5,0.5,True,False,1.0,0.5,0.5,True,False,False,False,False,False
case_000498,wrong_event,routing,1.0,0.987179,0.012821,True,False,1.0,0.987179,0.012821,True,False,False,False,False,False
case_000499,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000500,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000501,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000502,guard_flip,guard,1.0,0.987342,0.012658,True,False,1.0,0.987342,0.012658,True,False,False,False,False,False
case_000503,guard_weaken,guard,1.0,0.995614,0.004386,True,False,1.0,0.995614,0.004386,True,False,False,False,False,False
case_000504,guard_strengthen,guard,1.0,0.998867,0.001133,True,False,1.0,0.998867,0.001133,True,False,False,False,False,False
case_000505,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.954545,0.045455,True,False,True,True,True,False
case_000506,timeout_corruption,timing,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000507,delay_corruption,timing,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000508,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000509,unreachable_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000511,guard_inter_class,guard,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000512,action_full_mutation,action,1.0,1.0,0.0,False,True,1.0,0.0,1.0,True,False,True,True,True,False
case_000514,missing_transition,routing,1.0,0.988095,0.011905,True,False,1.0,0.988095,0.011905,True,False,False,False,False,False
case_000515,wrong_target,routing,1.0,0.908297,0.091703,True,False,1.0,0.908297,0.091703,True,False,False,False,False,False
case_000516,wrong_source,routing,1.0,0.998851,0.001149,True,False,1.0,0.998851,0.001149,True,False,False,False,False,False
case_000517,wrong_event,routing,1.0,0.966667,0.033333,True,False,1.0,0.966667,0.033333,True,False,False,False,False,False
case_000518,wrong_initial_state,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000519,duplicate_transition,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000520,dead_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000521,guard_flip,guard,1.0,0.961538,0.038462,True,False,1.0,0.961538,0.038462,True,False,False,False,False,False
case_000522,guard_weaken,guard,1.0,0.916667,0.083333,True,False,1.0,0.916667,0.083333,True,False,False,False,False,False
case_000523,guard_strengthen,guard,1.0,0.995902,0.004098,True,False,1.0,0.995902,0.004098,True,False,False,False,False,False
case_000524,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.998861,0.001139,True,False,True,True,True,False
case_000525,timeout_corruption,timing,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000526,delay_corruption,timing,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000527,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000528,unreachable_state_intro,reachability,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000530,guard_inter_class,guard,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000531,action_full_mutation,action,1.0,1.0,0.0,False,True,1.0,0.0,1.0,True,False,True,True,True,False
case_000533,missing_transition,routing,1.0,0.761905,0.238095,True,False,1.0,0.761905,0.238095,True,False,False,False,False,False
case_000534,wrong_target,routing,1.0,0.986842,0.013158,True,False,1.0,0.986842,0.013158,True,False,False,False,False,False
case_000535,wrong_source,routing,1.0,0.995833,0.004167,True,False,1.0,0.995833,0.004167,True,False,False,False,False,False
